name,artists,danceability,energy,loudness,speechiness,valence,tempo,streams
Want You Back,HAIM,0.635,0.855,-3.9210000000000003,0.0523,0.371,112.971,1344245
Cherry Hill,Russ,0.6809999999999999,0.469,-10.802999999999999,0.0366,0.0373,130.02200000000002,1297251
Rollin (feat. Future & Khalid),Calvin Harris,0.753,0.76,-4.518,0.0859,0.657,91.95299999999999,43739349
Carolina,Harry Styles,0.624,0.6729999999999999,-4.0169999999999995,0.0268,0.45799999999999996,121.986,4349451
Meet Me in the Hallway,Harry Styles,0.537,0.38299999999999995,-6.528,0.0247,0.33899999999999997,104.25200000000001,3364493
Two Ghosts,Harry Styles,0.386,0.40700000000000003,-7.095,0.0268,0.456,69.387,3315972
Woman,Harry Styles,0.624,0.647,-4.68,0.0335,0.379,136.02200000000002,4782657
Ever Since New York,Harry Styles,0.389,0.537,-6.761,0.0309,0.38299999999999995,127.964,1970199
Kiwi,Harry Styles,0.375,0.93,-2.6310000000000002,0.0561,0.491,147.124,3552515
Whatever It Takes,Imagine Dragons,0.675,0.649,-4.953,0.0315,0.537,134.955,18066906
No Vacancy,OneRepublic,0.71,0.73,-4.001,0.0607,0.48,99.986,16064433
Only Angel,Harry Styles,0.5539999999999999,0.8420000000000001,-4.113,0.0397,0.348,114.036,1870484
From the Dining Table,Harry Styles,0.6709999999999999,0.156,-16.288,0.0371,0.201,94.08,1785933
Somethin Tells Me,Bryson Tiller,0.735,0.588,-7.197,0.226,0.434,90.00200000000001,3387559
Get Mine,Bryson Tiller,0.6459999999999999,0.534,-7.644,0.418,0.42700000000000005,99.98700000000001,1562395
Told You So,Paramore,0.639,0.8140000000000001,-5.632000000000001,0.0385,0.904,123.92200000000001,1388873
Bad Liar,Selena Gomez,0.953,0.41,-6.542999999999999,0.0705,0.718,121.074,58538040
Forgiveness,Paramore,0.768,0.804,-7.351,0.0349,0.7759999999999999,112.02799999999999,1285902
Nights With You,MØ,0.763,0.6709999999999999,-4.029,0.1,0.602,120.06,14994914
Rose-Colored Boy,Paramore,0.768,0.826,-4.904,0.0335,0.9259999999999999,114.99700000000001,1234279
Gospel,Rich Brian,0.6809999999999999,0.659,-6.405,0.268,0.225,156.004,1195831
Crying in the Club,Camila Cabello,0.33399999999999996,0.617,-5.834,0.38299999999999995,0.603,85.227,29938788
Swish Swish,Katy Perry,0.836,0.716,-5.211,0.0549,0.534,119.93799999999999,15556379
BUTTERFLY EFFECT,Travis Scott,0.763,0.598,-6.865,0.0539,0.182,140.987,128961362
Trap Paris (feat. Quavo & Ty Dolla $ign),Machine Gun Kelly,0.9670000000000001,0.6459999999999999,-4.8180000000000005,0.0593,0.2,124.994,11042745
Mask Off - Remix,Future,0.72,0.424,-11.964,0.387,0.228,150.01,16527968
X Men,Lil Yachty,0.873,0.546,-5.292999999999999,0.129,0.0601,140.017,1321079
Disrespectful,GASHI,0.71,0.547,-8.215,0.0691,0.142,152.003,3022852
Flex Like Ouu,Lil Pump,0.858,0.435,-11.286,0.0661,0.7040000000000001,141.993,28168362
Black Hole Sun,Soundgarden,0.36200000000000004,0.701,-8.401,0.0378,0.191,105.743,1233304
"Everyday We Lit (feat. PnB Rock, Lil Yachty & Wiz Khalifa) - Remix",YFN Lucci,0.746,0.653,-4.691,0.0574,0.607,155.947,1170873
Rollin,Calvin Harris,0.754,0.762,-4.486000000000001,0.0849,0.6729999999999999,92.00200000000001,14068460
Met Gala (feat. Offset),Gucci Mane,0.8170000000000001,0.5870000000000001,-6.502000000000001,0.10800000000000001,0.35200000000000004,140.062,26135756
Run Me Dry,Bryson Tiller,0.6459999999999999,0.7559999999999999,-9.017000000000001,0.48700000000000004,0.596,193.88099999999997,22534771
Self-Made,Bryson Tiller,0.932,0.7020000000000001,-3.4589999999999996,0.0903,0.53,143.001,3691359
Don't Get Too High,Bryson Tiller,0.88,0.495,-3.4760000000000004,0.0681,0.47,124.055,2373643
Stay Blessed,Bryson Tiller,0.526,0.485,-10.355,0.452,0.28800000000000003,157.683,2043459
No Longer Friends,Bryson Tiller,0.652,0.6629999999999999,-7.78,0.326,0.377,114.133,1909554
Strangers,Halsey,0.69,0.784,-4.724,0.055999999999999994,0.284,109.969,5483206
Blowing Smoke,Bryson Tiller,0.919,0.446,-4.007,0.161,0.293,127.955,1558612
Everyday We Lit,YFN Lucci,0.7609999999999999,0.669,-4.777,0.133,0.614,155.968,1501164
We Both Know,Bryson Tiller,0.917,0.392,-5.1080000000000005,0.315,0.544,131.514,1462357
You Got It,Bryson Tiller,0.7879999999999999,0.485,-8.096,0.272,0.6890000000000001,124.93299999999999,1461398
Reminding Me,Shawn Hook,0.562,0.569,-4.798,0.0459,0.261,132.797,9989647
In Check,Bryson Tiller,0.45399999999999996,0.212,-12.769,0.10099999999999999,0.41600000000000004,116.00399999999999,1396382
High Stakes,Bryson Tiller,0.48700000000000004,0.672,-6.534,0.445,0.235,79.185,1378806
Harley,Lil Yachty,0.7170000000000001,0.595,-5.275,0.0462,0.217,143.04,1291954
Rain On Me (Intro),Bryson Tiller,0.47,0.564,-9.241,0.21600000000000003,0.408,122.111,1277865
Set It Off,Bryson Tiller,0.5379999999999999,0.507,-10.186,0.17800000000000002,0.272,145.969,1251266
Love Galore,SZA,0.795,0.594,-6.2,0.0747,0.409,135.002,3767798
Candy Paint,Post Malone,0.672,0.684,-5.468,0.158,0.428,180.00799999999998,82784673
Better,Lil Yachty,0.747,0.54,-7.303,0.11900000000000001,0.556,134.921,1227178
Both Eyes Closed (feat. 2 Chainz and Young Dolph),Gucci Mane,0.7040000000000001,0.5579999999999999,-6.042000000000001,0.287,0.414,163.96400000000003,1225350
Teach Me a Lesson,Bryson Tiller,0.623,0.41600000000000004,-8.006,0.235,0.479,121.50399999999999,1217103
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,0.738,0.8140000000000001,-4.414,0.0999,0.483,119.041,29631471
4 AM,2 Chainz,0.8009999999999999,0.502,-7.169,0.408,0.215,75.01899999999999,59287473
To the Max,DJ Khaled,0.461,0.812,-5.776,0.24100000000000002,0.72,159.869,12602408
Bad At Love,Halsey,0.675,0.7509999999999999,-3.5389999999999997,0.0296,0.612,118.384,60049175
Whatever You Need (feat. Chris Brown & Ty Dolla $ign),Meek Mill,0.515,0.565,-7.337000000000001,0.182,0.304,164.062,5462612
Uh Huh,Julia Michaels,0.764,0.672,-4.9239999999999995,0.184,0.528,137.94799999999998,7765540
Perfect Places,Lorde,0.618,0.565,-5.313,0.0543,0.522,104.412,5261238
The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,0.466,0.659,-6.077000000000001,0.115,0.36,186.169,7985339
Alone,Halsey,0.602,0.7240000000000001,-3.469,0.0352,0.451,100.064,1303898
What Ifs,Kane Brown,0.612,0.799,-4.603,0.0275,0.687,125.976,51747217
Small Town Boy,Dustin Lynch,0.5529999999999999,0.747,-5.905,0.0292,0.711,73.033,35407972
Doves In The Wind,SZA,0.6920000000000001,0.713,-4.489,0.35100000000000003,0.615,137.36,1776847
Blank Space,Taylor Swift,0.752,0.708,-5.462000000000001,0.0525,0.546,96.03299999999999,1548290
Shake It Off,Taylor Swift,0.649,0.795,-5.337000000000001,0.163,0.915,160.061,1508284
The Weekend,SZA,0.48700000000000004,0.366,-9.405,0.0531,0.161,68.191,39248036
Can I Be Him,James Arthur,0.696,0.5429999999999999,-6.164,0.0489,0.479,107.969,6923004
Wildest Dreams,Taylor Swift,0.555,0.6829999999999999,-7.275,0.0935,0.5,140.024,1370909
Supermodel,SZA,0.612,0.442,-8.874,0.289,0.253,119.235,1362140
Broken Clocks,SZA,0.684,0.6829999999999999,-7.3660000000000005,0.177,0.406,112.85600000000001,1349242
Bad Blood,Taylor Swift,0.6559999999999999,0.797,-6.112,0.172,0.285,170.09900000000002,1278615
Style,Taylor Swift,0.5920000000000001,0.8009999999999999,-5.522,0.0372,0.502,95.03200000000001,1256310
Drew Barrymore,SZA,0.578,0.523,-5.537999999999999,0.0429,0.29,134.931,1211716
Ex Calling,6LACK,0.782,0.5589999999999999,-7.545,0.258,0.076,156.018,36815314
Revenge,XXXTENTACION,0.708,0.235,-16.156,0.318,0.16899999999999998,139.998,21078163
Feels,Calvin Harris,0.893,0.745,-3.105,0.0571,0.872,101.01799999999999,4625030
Homemade Dynamite,Lorde,0.762,0.43700000000000006,-5.581,0.0568,0.217,106.965,7940022
Supercut,Lorde,0.5870000000000001,0.442,-10.395,0.0506,0.158,124.881,2246648
Sober,Lorde,0.795,0.488,-10.349,0.192,0.528,107.734,9065967
Relationship (feat. Future),Young Thug,0.8420000000000001,0.597,-6.336,0.0627,0.298,145.99200000000002,55610922
The Louvre,Lorde,0.664,0.382,-9.977,0.047,0.126,123.214,2146014
OG Kush Diet,2 Chainz,0.9129999999999999,0.632,-5.07,0.385,0.344,139.892,1896735
Hard Feelings/Loveless,Lorde,0.48700000000000004,0.445,-10.959000000000001,0.113,0.18,97.031,1810163
Congratulations - Remix,Post Malone,0.522,0.726,-4.46,0.154,0.491,123.01700000000001,6021783
Writer In The Dark,Lorde,0.325,0.271,-8.068999999999999,0.0418,0.27899999999999997,71.855,1638133
Sober II (Melodrama),Lorde,0.524,0.312,-11.627,0.0444,0.10099999999999999,112.948,1595181
Big Amount,2 Chainz,0.687,0.8290000000000001,-4.204,0.26,0.154,133.85399999999998,1473267
Trap Check,2 Chainz,0.8,0.672,-4.939,0.165,0.324,145.985,1463617
Feel It Still,Portugal. The Man,0.8009999999999999,0.795,-5.115,0.0504,0.754,79.028,88473706
Blue Cheese,2 Chainz,0.804,0.583,-5.335,0.244,0.11,130.001,1383082
Realize,2 Chainz,0.7709999999999999,0.5529999999999999,-6.7379999999999995,0.184,0.10800000000000001,119.944,1289282
High Without Your Love,Loote,0.87,0.496,-5.849,0.0741,0.778,102.015,4984341
Liability (Reprise),Lorde,0.552,0.27699999999999997,-12.09,0.0635,0.26,77.759,1229446
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,0.728,0.607,-8.417,0.132,0.445,129.938,32494503
Signs,Drake,0.79,0.7340000000000001,-4.66,0.0524,0.223,107.369,49135425
Don't Quit (feat. Travis Scott & Jeremih),DJ Khaled,0.652,0.8270000000000001,-3.98,0.0445,0.659,100.01100000000001,5526192
No Complaints,Metro Boomin,0.914,0.507,-10.784,0.16399999999999998,0.19899999999999998,123.956,43360275
Walking The Wire,Imagine Dragons,0.539,0.768,-5.343999999999999,0.0336,0.12,99.961,1683146
Tone It Down (feat. Chris Brown),Gucci Mane,0.764,0.6459999999999999,-5.375,0.0711,0.612,130.92700000000002,10690084
I Don’t Know Why,Imagine Dragons,0.475,0.657,-7.381,0.0708,0.0707,132.071,1583374
Big Fish,Vince Staples,0.898,0.547,-5.707000000000001,0.313,0.763,100.01,1537024
"On Everything (feat. Travis Scott, Rick Ross & Big Sean)",DJ Khaled,0.542,0.755,-3.68,0.0614,0.267,168.22,1534641
Start Over,Imagine Dragons,0.698,0.929,-5.046,0.0862,0.74,98.02600000000001,1434977
"Iced Out My Arms (feat. Future, Migos, 21 Savage & T.I.)",DJ Khaled,0.8540000000000001,0.609,-6.3629999999999995,0.254,0.32299999999999995,140.04,1363780
I’ll Make It Up To You,Imagine Dragons,0.512,0.685,-7.475,0.0838,0.163,177.03099999999998,1355073
Rise Up,Imagine Dragons,0.33,0.7190000000000001,-6.557,0.0588,0.0886,93.79799999999999,1316730
I Love You so Much (feat. Chance the Rapper),DJ Khaled,0.381,0.894,-4.192,0.331,0.503,103.016,1302459
Yeah Right,Vince Staples,0.7340000000000001,0.46799999999999997,-9.029,0.0912,0.285,118.001,1268546
Two High,Moon Taxi,0.649,0.762,-5.153,0.0447,0.48,107.03399999999999,12001227
Prayers Up (feat. Travis Scott & A-Trak),Calvin Harris,0.821,0.637,-4.276,0.161,0.778,86.01,2240211
911 / Mr. Lonely,"Tyler, The Creator",0.48,0.61,-7.042000000000001,0.305,0.297,90.03399999999999,10368192
Who Dat Boy,"Tyler, The Creator",0.706,0.485,-9.671,0.331,0.14400000000000002,115.414,14463050
Extra Luv,Future,0.831,0.573,-6.4079999999999995,0.221,0.22899999999999998,100.015,3186247
Faking It (feat. Kehlani & Lil Yachty),Calvin Harris,0.7759999999999999,0.589,-4.543,0.115,0.6679999999999999,120.03399999999999,1775216
"Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)",Calvin Harris,0.722,0.79,-4.867,0.24100000000000002,0.434,94.965,1740877
PIE,Future,0.755,0.6,-6.431,0.309,0.652,155.982,1506697
Party In The U.S.A.,Miley Cyrus,0.45399999999999996,0.708,-4.526,0.0675,0.483,192.18,1437748
Audi.,Smokepurpp,0.79,0.479,-5.999,0.0635,0.223,123.005,18547806
"Holiday (feat. Snoop Dogg, John Legend & Takeoff)",Calvin Harris,0.836,0.769,-2.334,0.0773,0.585,103.991,1174890
Skrt On Me (feat. Nicki Minaj),Calvin Harris,0.713,0.889,-3.87,0.0376,0.96,101.977,1172678
Heartache On The Dance Floor,Jon Pardi,0.594,0.8240000000000001,-4.252,0.0458,0.6709999999999999,116.005,28725522
The Fighter,Keith Urban,0.6809999999999999,0.856,-5.166,0.0517,0.755,132.011,1150479
Rake It Up,Yo Gotti,0.909,0.46,-8.135,0.369,0.522,149.94799999999998,76004041
Praying,Kesha,0.565,0.381,-7.204,0.0302,0.325,73.483,61646035
Numb,21 Savage,0.8390000000000001,0.43700000000000006,-11.344000000000001,0.285,0.46399999999999997,82.008,20044627
Get Low (with Liam Payne),Zedd,0.716,0.917,-3.674,0.0527,0.501,107.969,14484816
Bad Business,21 Savage,0.856,0.54,-9.729,0.373,0.387,158.05,2127568
Close My Eyes,21 Savage,0.9209999999999999,0.47200000000000003,-7.88,0.43,0.198,139.996,1951022
FaceTime,21 Savage,0.701,0.624,-11.115,0.306,0.38299999999999995,93.024,1901673
Baby Girl,21 Savage,0.852,0.45899999999999996,-9.658,0.391,0.157,163.02100000000002,1693880
Thug Life,21 Savage,0.8,0.467,-9.974,0.45,0.307,132.054,1670879
Bring Dem Things,French Montana,0.466,0.6659999999999999,-6.77,0.16899999999999998,0.337,113.935,1585474
Nothin New,21 Savage,0.743,0.467,-10.354000000000001,0.401,0.19,150.004,1401537
Dead People,21 Savage,0.835,0.521,-11.665999999999999,0.34299999999999997,0.21100000000000002,158.923,1370576
Whole Lot,21 Savage,0.9159999999999999,0.537,-9.79,0.245,0.223,123.02,1334124
RAF,A$AP Mob,0.848,0.6629999999999999,-5.606,0.245,0.33299999999999996,133.993,14059671
Money Convo,21 Savage,0.821,0.276,-10.556,0.12300000000000001,0.0569,144.89600000000002,1306363
7 Min Freestyle,21 Savage,0.8440000000000001,0.45399999999999996,-9.027999999999999,0.259,0.27399999999999997,155.029,1294323
Super Far,LANY,0.754,0.45799999999999996,-6.852,0.14400000000000002,0.495,96.01100000000001,13941769
Special,21 Savage,0.8909999999999999,0.321,-12.812999999999999,0.426,0.331,136.005,1181094
My Girl,Dylan Scott,0.652,0.7190000000000001,-7.251,0.033,0.24,94.969,2360878
V. 3005,Childish Gambino,0.47200000000000003,0.457,-7.23,0.336,0.643,165.96900000000002,2222470
Fetish (feat. Gucci Mane),Selena Gomez,0.708,0.61,-4.522,0.0574,0.305,123.038,38671696
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,0.6829999999999999,0.53,-4.918,0.142,0.645,75.016,45431482
In the End,Linkin Park,0.542,0.853,-6.407,0.0498,0.37,105.256,5619524
See You Again,"Tyler, The Creator",0.5579999999999999,0.5589999999999999,-9.222000000000001,0.0959,0.62,78.558,8007399
Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,0.76,0.574,-8.57,0.126,0.13699999999999998,134.981,3547395
Boredom,"Tyler, The Creator",0.5589999999999999,0.578,-9.54,0.151,0.239,79.938,3322438
I Ain't Got Time!,"Tyler, The Creator",0.5489999999999999,0.725,-7.239,0.397,0.547,108.822,1926210
Where This Flower Blooms,"Tyler, The Creator",0.6859999999999999,0.429,-10.402000000000001,0.15,0.27,130.09,1922973
What I've Done,Linkin Park,0.623,0.93,-5.285,0.0324,0.287,120.119,1883510
Rich Love (with Seeb),OneRepublic,0.593,0.868,-3.573,0.295,0.496,104.988,21119215
Bodak Yellow,Cardi B,0.929,0.723,-5.792000000000001,0.109,0.45799999999999996,125.022,127274265
Lust For Life (with The Weeknd),Lana Del Rey,0.456,0.672,-8.62,0.069,0.271,99.99799999999999,1833411
Foreword,"Tyler, The Creator",0.7340000000000001,0.6709999999999999,-7.107,0.0315,0.113,94.025,1791605
Pothole,"Tyler, The Creator",0.5429999999999999,0.5720000000000001,-8.974,0.33799999999999997,0.569,89.38600000000001,1717086
Garden Shed,"Tyler, The Creator",0.423,0.456,-8.45,0.0579,0.14800000000000002,112.984,1650865
Minute,NAV,0.68,0.5489999999999999,-8.276,0.244,0.289,162.876,1630114
Cherry,Lana Del Rey,0.355,0.541,-9.667,0.0608,0.337,123.524,1590623
Droppin' Seeds,"Tyler, The Creator",0.401,0.532,-11.554,0.508,0.413,84.777,1584777
Groupie Love (feat. A$AP Rocky),Lana Del Rey,0.359,0.6,-7.317,0.0398,0.195,175.894,1582920
13 Beaches,Lana Del Rey,0.415,0.402,-9.062999999999999,0.0354,0.237,144.033,1568415
Sometimes...,"Tyler, The Creator",0.552,0.415,-11.995999999999999,0.0451,0.36,72.862,1550834
One Step Closer,Linkin Park,0.49200000000000005,0.9690000000000001,-4.419,0.0491,0.5379999999999999,95.13600000000001,1521475
One More Light,Linkin Park,0.593,0.2,-11.062999999999999,0.0311,0.17,83.96600000000001,1510310
Numb / Encore,JAY Z,0.687,0.7929999999999999,-4.254,0.166,0.7509999999999999,107.045,1504363
1942 Flows,Meek Mill,0.63,0.628,-4.016,0.327,0.266,121.307,2634957
November,"Tyler, The Creator",0.547,0.759,-7.039,0.413,0.575,91.85,1463060
Fuck That Check Up (feat. Lil Uzi Vert),Meek Mill,0.861,0.715,-4.393,0.301,0.535,148.971,1432354
Glitter,"Tyler, The Creator",0.449,0.434,-11.777000000000001,0.243,0.371,78.57,1416273
A$AP Ferg,NAV,0.5820000000000001,0.408,-8.802999999999999,0.425,0.23199999999999998,140.009,3878604
In My Feelings,Lana Del Rey,0.54,0.674,-6.351,0.0802,0.309,89.93299999999999,1398460
Crawling,Linkin Park,0.58,0.7020000000000001,-5.565,0.0337,0.299,105.07600000000001,1387589
White Mustang,Lana Del Rey,0.652,0.462,-8.683,0.0487,0.265,114.932,1357636
Beautiful People Beautiful Problems (feat. Stevie Nicks),Lana Del Rey,0.509,0.43,-8.387,0.0325,0.128,122.919,1348469
A Lie,French Montana,0.516,0.792,-5.38,0.21600000000000003,0.524,121.189,1320765
Call Me,NAV,0.6729999999999999,0.395,-8.639,0.12300000000000001,0.13699999999999998,170.074,1317118
All My Love (feat. Conor Maynard),Cash Cash,0.59,0.871,-3.353,0.0891,0.304,134.95600000000002,7054292
Faint,Linkin Park,0.5539999999999999,0.978,-3.554,0.131,0.594,135.095,1269984
Somewhere I Belong,Linkin Park,0.451,0.951,-3.7539999999999996,0.0645,0.442,162.065,1267023
Bleed It Out,Linkin Park,0.542,0.932,-4.896,0.05,0.698,140.135,1259359
Wins & Losses,Meek Mill,0.6829999999999999,0.8540000000000001,-3.915,0.196,0.131,92.006,1237612
Good Goodbye (feat. Pusha T and Stormzy),Linkin Park,0.6970000000000001,0.84,-4.602,0.054000000000000006,0.452,128.034,1207809
Papercut,Linkin Park,0.524,0.9390000000000001,-3.9939999999999998,0.113,0.6609999999999999,150.184,1202232
You Da Baddest,Future,0.807,0.736,-6.747999999999999,0.151,0.54,154.023,2848371
Would You Ever,Skrillex,0.653,0.91,-3.36,0.0566,0.0921,126.04700000000001,22254654
Learn To Let Go,Kesha,0.515,0.847,-2.951,0.039,0.645,168.104,4331187
Boys,Charli XCX,0.867,0.545,-5.192,0.0625,0.525,139.94299999999998,1464582
Why,Sabrina Carpenter,0.669,0.561,-4.923,0.209,0.604,180.044,14538523
Do I Make You Wanna,Billy Currington,0.5489999999999999,0.7509999999999999,-5.422999999999999,0.0299,0.493,89.95299999999999,8712202
Marmalade (feat. Lil Yachty),Macklemore,0.922,0.583,-4.982,0.0753,0.494,136.043,11332251
Spice Girl,Aminé,0.693,0.46399999999999997,-7.912000000000001,0.22399999999999998,0.868,78.1,1184202
Sway (feat. Quavo & Lil Yachty),NexXthursday,0.8959999999999999,0.513,-6.542000000000001,0.19899999999999998,0.29600000000000004,133.97299999999998,4555372
No Such Thing as a Broken Heart,Old Dominion,0.655,0.785,-4.022,0.0697,0.9329999999999999,171.96900000000002,11330535
do re mi (feat. Gucci Mane),blackbear,0.746,0.647,-6.388,0.052000000000000005,0.196,112.015,34611879
Flatliner (feat. Dierks Bentley),Cole Swindell,0.555,0.8959999999999999,-3.295,0.0388,0.578,114.995,2172625
Perplexing Pegasus,Rae Sremmurd,0.897,0.44799999999999995,-8.874,0.0766,0.316,145.971,38957586
Reminder - Remix,The Weeknd,0.745,0.65,-5.992000000000001,0.22699999999999998,0.521,159.994,4786718
OMG,Camila Cabello,0.655,0.5760000000000001,-6.735,0.0536,0.16699999999999998,139.953,21732827
Hymn,Kesha,0.488,0.5379999999999999,-4.974,0.076,0.38,67.03699999999999,2693609
Stop Smoking Black & Milds,Ugly God,0.813,0.366,-10.53,0.337,0.184,77.531,1142431
Somethin' I'm Good At,Brett Eldredge,0.574,0.937,-4.34,0.11199999999999999,0.446,103.006,1127929
Lonely Together (feat. Rita Ora),Avicii,0.655,0.6659999999999999,-5.309,0.0612,0.272,102.977,34617036
Without You (feat. Sandro Cavazza),Avicii,0.652,0.855,-4.832,0.0441,0.27899999999999997,134.009,15660145
What About Us,P!nk,0.386,0.594,-6.186,0.0565,0.187,113.84299999999999,28586704
Something New (feat. Ty Dolla $ign),Wiz Khalifa,0.8140000000000001,0.635,-6.609,0.0809,0.784,87.581,1294368
Dance with the Devil,Gucci Mane,0.77,0.478,-5.937,0.237,0.19399999999999998,174.102,1292429
The Race,Tay-K,0.7879999999999999,0.5329999999999999,-7.593999999999999,0.35200000000000004,0.46799999999999997,80.04,50259409
Let 'Em Talk,Kesha,0.479,0.929,-3.4610000000000003,0.141,0.606,179.912,1202702
Rainbow,Kesha,0.622,0.39299999999999996,-6.269,0.0281,0.5479999999999999,120.111,1158172
Angel,Fifth Harmony,0.738,0.525,-6.297999999999999,0.0371,0.13,124.008,1157188
When It Rains It Pours,Luke Combs,0.551,0.8009999999999999,-5.069,0.0303,0.625,128.02700000000002,21514584
I Get The Bag (feat. Migos),Gucci Mane,0.89,0.633,-5.475,0.168,0.425,139.94799999999998,83029262
Roll In Peace (feat. XXXTENTACION),Kodak Black,0.747,0.524,-6.807,0.245,0.363,140.053,67590476
Questions,Chris Brown,0.614,0.598,-6.335,0.0561,0.565,105.803,28815841
Younger Now,Miley Cyrus,0.551,0.8690000000000001,-5.043,0.0606,0.297,121.91,1398830
Built My Legacy (feat. Offset),Kodak Black,0.858,0.598,-4.961,0.311,0.696,147.945,1380301
Transportin',Kodak Black,0.804,0.66,-4.86,0.0726,0.257,94.053,45291466
Get to the Money,Chad Focus,0.639,0.855,-6.2139999999999995,0.365,0.59,139.851,1172984
Boss,Lil Pump,0.8029999999999999,0.789,-3.4339999999999997,0.0383,0.647,119.999,23997419
D Rose,Lil Pump,0.7809999999999999,0.5529999999999999,-4.277,0.0735,0.308,121.96799999999999,16571057
Jocelyn Flores,XXXTENTACION,0.872,0.391,-9.144,0.242,0.43700000000000006,134.02100000000002,87112658
Fuck Love (feat. Trippie Redd),XXXTENTACION,0.797,0.5329999999999999,-9.74,0.0412,0.32899999999999996,131.036,69755525
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,0.703,0.757,-3.612,0.05,0.696,82.008,79490894
Everybody Dies In Their Nightmares,XXXTENTACION,0.7340000000000001,0.57,-7.066,0.133,0.6890000000000001,129.953,45242918
Sauce It Up,Lil Uzi Vert,0.813,0.528,-6.305,0.313,0.131,79.532,45868237
444+222,Lil Uzi Vert,0.7909999999999999,0.513,-6.568,0.26899999999999996,0.48100000000000004,76.997,13601923
X,Lil Uzi Vert,0.623,0.58,-7.0760000000000005,0.332,0.301,163.159,16227387
Depression & Obsession,XXXTENTACION,0.769,0.156,-10.7,0.035,0.527,105.95,11519674
Carry On,XXXTENTACION,0.735,0.19699999999999998,-13.378,0.537,0.38299999999999995,147.899,15625812
Save Me,XXXTENTACION,0.731,0.204,-11.314,0.0369,0.191,142.141,9180990
Two®,Lil Uzi Vert,0.266,0.642,-5.132999999999999,0.0694,0.0371,75.02199999999999,5032875
For Real,Lil Uzi Vert,0.902,0.6729999999999999,-7.481,0.45799999999999996,0.615,132.066,6084693
UnFazed (feat. The Weeknd),Lil Uzi Vert,0.778,0.7070000000000001,-3.6060000000000003,0.0746,0.45799999999999996,126.684,7900169
Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,0.8590000000000001,0.563,-6.635,0.11199999999999999,0.41200000000000003,119.934,11423229
Orlando,XXXTENTACION,0.57,0.0279,-22.281999999999996,0.0588,0.28,84.902,6284653
Dead Inside (Interlude),XXXTENTACION,0.461,0.0279,-21.991999999999997,0.0412,0.354,88.38799999999999,6021989
No Sleep Leak,Lil Uzi Vert,0.7879999999999999,0.6890000000000001,-7.211,0.13,0.6809999999999999,136.045,4460079
Dark Queen,Lil Uzi Vert,0.747,0.606,-5.2860000000000005,0.172,0.2,155.055,13333514
Feelings Mutual,Lil Uzi Vert,0.585,0.691,-6.015,0.259,0.349,125.978,4143350
Ayala (Outro),XXXTENTACION,0.57,0.285,-14.125,0.0381,0.0973,83.485,3864076
Pretty Mami,Lil Uzi Vert,0.6970000000000001,0.531,-5.527,0.0402,0.621,139.972,3718886
How To Talk,Lil Uzi Vert,0.728,0.73,-5.402,0.213,0.736,136.05200000000002,2336027
The Explanation,XXXTENTACION,0.597,0.113,-34.475,0.9540000000000001,0.313,81.311,2229634
Malfunction,Lil Uzi Vert,0.42700000000000005,0.698,-6.06,0.247,0.447,93.611,1987605
Early 20 Rager,Lil Uzi Vert,0.6509999999999999,0.68,-6.057,0.0647,0.092,127.001,1963175
Sky Walker (feat. Travis Scott),Miguel,0.629,0.7170000000000001,-5.706,0.0638,0.129,145.959,38485188
He Like That,Fifth Harmony,0.5920000000000001,0.6809999999999999,-5.597,0.141,0.491,147.016,1659309
Plain Jane,A$AP Ferg,0.797,0.8440000000000001,-5.482,0.275,0.52,170.142,67767619
No Flag,London On Da Track,0.809,0.58,-7.252999999999999,0.348,0.146,157.961,1461393
Tell Me You Love Me,Demi Lovato,0.419,0.585,-5.435,0.0741,0.256,72.635,9926683
Please Shut Up,A$AP Mob,0.8590000000000001,0.424,-6.155,0.27,0.293,145.886,1373688
Reggaetón Lento (Remix),CNCO,0.527,0.907,-3.09,0.11,0.664,93.81299999999999,15016516
Get You (feat. Kali Uchis),Daniel Caesar,0.6579999999999999,0.294,-8.533,0.0321,0.358,74.038,1315181
Walk On Water,A$AP Mob,0.9,0.532,-5.516,0.0744,0.5920000000000001,140.023,1287433
Walk On Water,Thirty Seconds To Mars,0.494,0.778,-7.041,0.0359,0.406,139.963,1275694
...Ready For It?,Taylor Swift,0.615,0.779,-6.454,0.135,0.45299999999999996,160.0,49802559
What Lovers Do (feat. SZA),Maroon 5,0.795,0.608,-5.222,0.0694,0.386,110.001,74359348
If I'm Lucky,Jason Derulo,0.897,0.634,-6.263999999999999,0.161,0.506,112.04799999999999,4526867
Love Scars,Trippie Redd,0.659,0.614,-7.32,0.0541,0.26,119.405,19499956
Provider,Frank Ocean,0.654,0.325,-11.925,0.282,0.39,139.886,1431099
