stars,text
2.0,sigh whole thing nonoptimum vegas has many great restaurants doesnt seem any excuse poor performances mongolian beef inedible charge cut roll hand roll same ended up paying one spicy tuna hand roll service poor bill ended up being mediocre food just disappointing choose something else just many great choices vegas something few more stars 
3.0,je ne mets pas etoiles car javoue avoir été un peu déçue jai trouvé que les nouilles et laccompagnement manquaient de goût jai été obligée de rajouter beaucoup de sel et de sauce comme légumes il y avait juste morceaux de brocoli dans mon bol ainsi quun mini bout de carotte bref je nai pas compris pourquoi faisait autant de bruit autour de ces nouilles 
1.0,found out too late many others under new management called ordered what always do knew instantly upon opening box things different normal order cashew nuts roasted pork chinese vegetable soup ordered same thing ended up watery sauce tough pork really small order wonton soup wasnt worst thing ive eaten im really disappointed based what used will miss place 
5.0,friend who eat good food much do when he recommended pan asian agreed give try minute drive where live restaurant drive through chinatown get worth drive david lisa husband wife owners place kitchen open see exactly what going very clean will make feel family david makes point know everyone by name next time come he will ask about people last time food top notch eaten several thai restaurants including one town favorite food network channel nothing close quality food chef lisa prepares she will vary heat according taste most things soup slow heat builds she uses fresh thai peppers do not release heat immediately careful normally order one soups start entree then dessert fishball beef noodle soups both excellent always asking us try something new isnt menu red duck curries incredible each ingredients maintains individual flavor yet work together sometimes key lime pie small cup yummy maybe mention enough people will ask will time perfect compliment spicy food sticky rice mango sesame seeds very nice little bit sea salt accents warm sticky rice ice cold mango coconut milk find something dont will let know far everything tried would eat again getting tougher get through menu back what eaten before 
1.0,terrible ordered chow mien got package crispy noodles smaller than palm seriously place not chinese not gourmet other food over sauced salty must say underwhelmed mostly lack customer service even taking responsibility wrongfully named chow mien just deplorable no morenever again china one up street better elsewhere 
3.0,friendly service great bang buck though not really legit fusion food food decent jade red chicken basically tasted good version typical sweet sour chicken four kinds fried rice also tasted straight chinese restaurant everywhere decor dirty cafeteria style giant mexican panda statue which didnt really find endearing understand thick belt bullets other than snickerdoodle cookie which thoroughly guiltily enjoyed rather than fortune cookie chino bandido basically panda express more samples 
5.0,ive been looking over place chinese steamed milk dessert when finally found perfect service good place authentic very busy will definitely going back time again even though bit farther where live 
4.0,dont know where start whats traditional ive been eating chinese restaurants years food different take usual order good egg drop soup thin celery carrots shrimp lobster sauce combo spring roll rather then egg roll fried wonton crab rangoon lot peas carrots water chesnuts lobster sauce very light flavor didnt detect any garlic good number shrimp togo wonton soup celery carrots shrimp good emphasize interior nice service prompt last night approximately pm only one would back definitely 
5.0,came family dad whos usually critic despite high prices dad concluded food worth price he paying ordered combo believe chinese isnt greatest im not really sure what ordered before came found decor reflected what place specializing which seafood pros shrimp dish presentation flat rock unique ive seen before didnt really seem compliment theme flavours very tasty size each individual shrimp reasonable particular rest family enjoyed soup dish seems pretty popular cons washroom off stenchsmelled seafood probably due large tank would come back special occasions someone has seafood craving 
5.0,plenty vegetable only dishes panda express no different than any other location check out constistently fresh flavorful also today free coupon honey walnut shrimp 
5.0,first time service quick friendly pepper steak most dishes over cooked peppers get mushy blend other flavors create homogenous mess not peppers perfectly cooked tasted very fresh perfect bite beef nicely cooked sauce wasnt saucy bit salty side how will definitely come back 
5.0,food great reasonably priced only cost bucks get large meal large drink chickens white rice definitely recommend only downside run out chicken pretty quick very busy still pretty quick 
5.0,just ate moon china chandler alma school road place bomb lunch out world am leaving am stuffed great place eat service awesome 
4.0,went ling ad louies not knowing exactly what expect version pf changs maybe little more casual better food ample room inside nice outdoor seating area complete misters alone sat bar friday about reasonable number open tables inside out would say about full started crispy calamari got happy hour price portion large enough several individuals sort mayo sriracha sauce drizzled very good coupled peaks ipammm kung pow beef main course guess expecting low quality beef pleasantly surprised by quality large chunks seemed filet server wasntmaybe sirloin super tender veggies done just right too service excellent fun festive atmosphere would definitely back 
4.0,one best chinese places ive eaten vegas definitely tries harder nice terms decor cleanliness excellent soup day oxtail stew tried bunch other dishes also great tasting not too greasy 
4.0,general tao chicken excellent single order feeds eating alone probably not going feel great later heavy meal best general tao ive eaten 
2.0,food wasnt great tasted very bland fried rice wasnt good im pretty sure made parboiled instant rice wouldnt eat again much better options airport 
3.0,decent noodles bubble tea price ingredients use pretty good americanized food tasty atmosphere good too main gripe put too much extra ingredients soup noodle plate minimize amount noodles 
3.0,place ok went sharon h split rolls only one really liked others just ok viva vegas roll awesome am not usually fan vegas rolls seaweed salad average lacked flavor got one roll eel inside think cream cheese crab eel sauce outside wasnt good just wasnt good combo other something again cream cheese inside some other stuff salmon avocado top roll best still lacked flavor didnt cream cheese over powered fish fish fresh seemed lack flavor cost also pretty high rolls salad before tip didnt drinks might willing come back food wasnt bad vegas awesome may look elsewhere first 
5.0,been getting food almost years now theyve got great food service always super fast prices great great destination youre looking quick bite eat during lunch break check out garlic chicken worth 
4.0,do love noodle factory answer yes than noodle factory say know lot montreals chinatown restaurants these bistros restaurants etc not fancy though which good enjoy cultural food sometime cant really get what want considering only chinatown love just one noodle factory noodles dumplings etc great price cosy familiar environment served table 
4.0,small chinese restaurant next bashas out some friends found small restaurant ordered walnut shrimp egg foo young food pretty good price staff friendly even gave us free crab puffs deliver which cool good alternative than pizza minimum though 
4.0,changed name bit xin jiang bbq restaurant most time food great think depends who cooking day sometimes chef sometimes ownner lamb kebabs juicy full flavour beef noodle soup good cold day di san xian great almost every saturday lunch give try forgot mention girl servers very polite friendly happy attitude 
4.0,just arrived vegas started walking around while looking place eat came across china poblano seated promptly corrine approached us server she took drink right away asked eaten before told her first time she walked thru menu suggestions everything she recommended amaaaazing pork carnitas amaaaaazing queso delicious she recommended pork belly lettuce tomato amazing sauce she took care us server assistants top bussing tables recommend place anyone who comes strip vegas will eating again before leave ask corrine shes awesome 
5.0,love come similar menu items chinatown location without wait food authentic add change dishes suit preference add noodles any dish make own dumplings wontons am glad location closer now theyre right across street st rose hospital noodle soups dry noodle dishes rice dishes also offer thai tea boba milk tea fruit smoothies 
5.0,delivery came twenty minutes before estimated time food best general tsao chicken ive madison no silverware extra hot order not hot everything awesome 
3.0,tasty affordable place offers good value always get vegetable soondobu never finish food service fast not very friendly especially cashier he always make feel bothering him when youre paying customerlol he always seem hes rush even only customer work customer service place will definitely get stars 
2.0,hot miss food today got order wrong barely got any food always cool 
4.0,great milk tea fun place hanging out anc chilling friends love lot usually friends however dunt think really clean 
5.0,great food ate dimsum chicken feet soo good delicious sauce very good also other varieties food well will definitely come back again dimsum 
3.0,owner never wants give out mustangssoy sauces gives u attitude chicken isnt greatest place outdated depressing 
3.0,star allen stingy orange chicken guy should stick cash register not touch damn food even his co worker tony looked him weird would usually let he hooked up some other people which made feel personal issue after eating pieces over priced orange chicken earl edit changed star since tony attempted failed put little more before allen closed tray 
4.0,interesting japanese brazilian peruvian fusion interior really unique which added ambience ive never caipirinha before pleasantly surprised sort brazilian mojito much stronger sea bass skewers delicious corn looked huge mutant corn sweet pork belly ramen tasted sweet sour soup instead sour spicy pork belly itself little tough though didnt mean wasnt good 
1.0,terrible food just worst huge koi fish tank other large fish poor thing cant even turn around find fish appropriate home dont people between awful food animal abuse skip search good chinese food continues 
5.0,do yourself favor come lunch dinner combos instead same old panda express portions definitely good size made fresh hot order just sauces good flavor vegetables not over cooked egg rolls come out crispy hot way through egg drop soup pretty good only negative cleanliness windows window treatments otherwise pretty clean entire restaurant 
5.0,shumai bbq ribs beef broccoli even some sushi decent real ice cream teriyaki chicken chicken wings chicken stick potstickers perfect sauce where ill come now when want eat greasy chinese until stomach hurts 
3.0,girls seriously next time after touch money wash hands before making waffle know gloves show hands clean ummmmmmm really know new business girls still learning am giving stars review instead star do better girls 
4.0,clean grocery store asian staples around decent prices every time come asian comes out deal hunting being usually come after when start mark down readymade foodsushi continue mark down until store closes recent visit buying sushi kits originally down girl ate right then tables just outside grocery store delicious far fast food sushi goes went again buy some more cheap stuff meals next day got platter rice mystery meat which ended up being chinese sausage slices few pieces chicken more things dim sum each well tripe dumplings cant say great food wasnt bad price straight up awesome youre cheap hit up tt after youll score big some friends get freaked amount mystery meat ill honest ive not thing didnt 
5.0,place great everything ordered great pork dumplings amazing ive lot pork dumplings life these some best ive 
1.0,worst effin service ive ever seen im sure no surprise just sat over hour waiting take out yet continuously watching people come do something about service people hire more staff cant keep up 
5.0,place really awesome make feel back china bbq lamb tasty good place definitely will again 
1.0,horrible precooked frozen food not sure why good reviews absolutely nothing good about places food nothing fresh not even vegetables j lunch husband orange chicken egg roll ordered dumplings appetizer everything came out minutes ordering right huge red flag try might just could not force ourselves eat more then few bites anything ordered also asked hot mustard never got do not waste time money place 
5.0,ive neuropathy both legs feet over years take two kinds medicine minimize pain which helps very often pain intensified evening han has helped manage pain more past three weeks than ever before he gives undivided caring intellectual care each session pain highly recommend give him try 
5.0,great experience coming alpha carnivore food very tasty service great don really took care us went out his way ensure orders kept coming out spicy crispy beef kung pao chicken favorite dishes even though knew vegetarian dishes easy identify meat poultry fish dishes id nonvegetarian restaurant transition tasty vegetarian dishes testament fresh ingredients skill set chef highly recommended will definitely back 
5.0,crispy beef simply amazing im going regular despite long drive ranks top meals ive eaten las vegas last years delicious guilt free 
4.0,roast ducks hanging window relatively straightforward figure out what should order wander into kings noodle restaurant duck noodles mine really good right amount yummy duck greasiness miss cold winter days europe ambiance what youd figure sign who cares definitely make dinner sometime youre toronto little while 
1.0,whim coworker suggested pick up lunch already mediocre experience place little hesitant coworker persistent extremely hoping something little more substance before tried after first bite hoping anything else two separate times ive purchased dragon chicken perhaps beef plates provide less desired however should think not 
4.0,goto place when mood chinese takeout service always friendly food always good general tsos chicken sweetsour shrimp favorites 
3.0,adequate nothing spectacular food hot appears clean no complaints typical chinese buffet 
3.0,very average thai restaurant solid lunch menu lots options cheap quick service well 
4.0,im only knocking star off youre couple us busy time get seated into back corner where tables about foot away people next little too close comfort place has more seating parties more decor place nice though dark woods beige walls place needs bit maintaining looks patrons waiting front get bored start vandalizing by removing stainless steel coat hanger looking ornaments hostess booth lol food perfect ordered dish appetizer main vermicelli noodle dish scallops shrimps bean sprouts appetizer order ever popular appetizer rice noodle roll comes hoisen peanut sauce easily counted three tables around us order vermicelli noodle dish cooked very little oil amazing taste freshness rice noodle roll abundant cut up bite sized pieces service fine any server helped food came out timely manner well well visit another time when not busy went sat lunch 
5.0,friendly service tasty food clean restaurant thanks awesome server john he knows his stuff dont afraid ask recommendations enjoyed chow fun honey walnut shrimp 
3.0,while food decent feel biggest gotcha ive ever experienced vegas spent what youd get mall food court hometown tiger wok ramen located inside ceasars palace next mexican restaurant smash burger restaurants share soda fountains which fortunately offer free refills price theyd people would revolt ordered lomein which came either shrimp chicken same price opted shrimp got egg roll drink saw when got receipt egg roll upon receipt egg rolls did realize honestly could been fine just one lets not charge much okay youre given buzzer when well buzzes food ready mine served take out box which really underwhelming considering cost youre given plate put display really lacking meal overall bad best ive absolutely not ate enjoyed although lot oil being super picky would order again not much money regular chinese restaurant charged normal rate sure id get again advice save appetite somewhere not inside spend better meals strip sure need ahead wont worst thing youve spent money any conciliation stars feel stars might little too low 
1.0,warning please please stay away place sanitation rating food awful old nasty dry place disgusting dont think about eating consider health priority 
4.0,stars rounding up better than average selection chinese american foods lunch few weeks ago regular lunch bunch rand mike mark best part buffet very busy lunch food gets rotated pretty quickly isnt sitting troughs very long funny best thing ate labeled house bread which little muffins filled ham cheese good other selections pretty good nothing greasy plenty meat seafood options really looking forward mongolian bbq found too many other things looked good full really did not lighting place use fluorescent lights just did nothing atmosphere found really made experience less than what could just bugged although no one else table seemed care im sure well back some point lunchbuffet rotation 
4.0,whenever im scottsdale get hankering chinese food admit pei wei not first choice after long day stopping much quicker than usual spot ordered three dishes four hungry people more than enough loved short grain brown rice included ginger chicken tasty fried rice paired mongolian beef perfectly im not fan tofu substituted chicken pad thai dish good time consume leftovers 
4.0,im not big buffets tend only items actually has one best buffets ive been long time large selection food fresh customer service also good time pregnant idk manager being nice he truly nice treated us very well went lunch special which surprise just much night also liked fact food not over seasoned dry salty left full happy would take friends family not expensive something everyone eat ive been some asian buffets not been happy honestly say satisfied customer when left one other thing liked fact dont reheat reuse food least seemed way say when lunch over let employees what left instead throwing away trying save dinner plus nice employer cares enough about employees give free lunch ive worked restaurant before pay everything happy employees means happy customers 
5.0,love place guys youre looking some nice tasty chinese food place waiters waitresses super nice even though times might not look very quick service youre rush somewhere within hour place will finished full within minutes 
5.0,great selection great quality sushi only annoying thing ice cream scoops soaking boiling water when scoop ice cream melts 
4.0,food great waitstaff nice crispy tofu teriyaki chicken talked guys who bus though dont bus own table leave tip instead bus boys dont get keep goes owners bus own table 
3.0,came thursday night dinner friend ordered scallop fish slice congee congee enough toppings turnip cake deep fried choices bbq very saucy did not enough too much pretty typical not bad service good very attentive 
5.0,went place yesterday sunday late lunch bunch friends reservation table about mins late ok since place extremely busy eat place loved ipad ordering am not sushi eater easy decide items by looking pictures description no need explain what want server just send order get within mins am very picky eater liked rolls tempura items food very fresh tasty decor modern nice plenty parking plaza 
4.0,queens quay york area has been starving lunch food options many years im thrilled shanghai not only adds variety also something look forward when leave house work morning incidentally flavour outshines more expensive competitor closer window 
5.0,started see rave reviews check ins new place check out after seeing paolo d anthony m lunch bf brought his mom grandma dinner am misti massaman curry fan few places offer order decided fried tofu what looking massaman sweet curry think chef hit sweet spot where problem most fried tofu being overly fried becoming greasy skin slightly crisp outside still solid inside whole family liked flavor curry lot chicken green curry tasty lot fresh veggies fresh basil think out thai spots already frequent one better versions green curry basil sauce chicken great flavorful sauce lot places do ground chicken very light watery sauce slices thicker more flavorful base stir fried linguini pork something mom law declared best noodles dish she ever packed flavor one bit spice really makes one thing really surprised quality ingredients which made solid seasoningsaucecurries shine saw her cut up veggies fresh order dont know many places do chickenpork decent quality trimmed free fat sinew juicy good value since dishes got decently portioned husband wife team husband takes care customers he very nice checked us often joked around through out meal when want more rice grandma proclaimed she eats rice time shes asian he goes good rice makes sexy totally cracked up his wife also came talk us also check how liked food adds food when hospitality too predict gonna yelper favorite stream yelp elite coming through already hope stay strong one dinner enough know whole family coming back 
4.0,still awesome youve loved congee wong franchise consistent food theyve been known yea im talkin about excellent chinese food served hot tasty interior might surprise bit refreshing modern flair more classy would say some ambient lighting service still speedy racing car optimum efficiency friendly favorite cousinor auntor uncleor what d more seating capacity many rows diner style nooksbooths parking may get little challenging since complex not big too many businesses should get frustrated theres residential street parking bayview hill glad finally landed neighborhood now toolazytocook lunch dinner will more conveniently justified huge craving awesome congee bowl any fall winter day will surely satisfied just figure out how upgrade some dishes bit comparison other places ive been give star rating anyhow im happy satisfied customer oh btw writing theyre not online yet cash pay 
3.0,chinese food adequate great value money spent always offer samples get out no time places kept clean sometimes food not up par ive experienced doughy chicken overcooked items cant really expect much money fine rushed meal 
1.0,whenever feel everyone knows secret about place dont food isnt asian any meaningful sense isnt particularly good general why packed out dishes relatively expensive just new lemongrass prawn which pretty good far goes not even remotely chinese fake asian decorations more annoying than anything dim ambience destroyed by tvs playing bar since seen just about every table restaurant general pretense classiness ruined when went bathroom only find spanish profanities written over stall someone party served wrong dish took while us get right one mistakenly given appetizer which not ordered clearly serving system incapable handling full restaurant also saw people being moved different tables make way other larger parties understand business sense completely classless move server very friendly rushed us out soon done eating bland food poor service long waits high prices ill pass 
3.0,one nicer dimsum places town though bit overpriced everything freshly made delicious though ran out few specialty items bit disappointing considering made reservations just try remainder food good place noticeably didnt carry few classic dimsum dishes few unnecessary twists traditional dishes ex didnt egg tarts durian tart which felt odd clashing tastes textures food nice price selection isnt good enough return especially since very busy staff shorttempered even when reservations been made advance 
4.0,service excellent order streamed soup filled dumpling pan fried green onion pancake braised minced pork balls fried noodles everything tasted pretty good noodles little bit salty looking forward come back try more stuffs 
4.0,charlotte damn good chinese went new dynasty last night will definitely back quality preparation food excellent tried hong kong style sweet sour ribs really liked unique preparation service little slow kitchen far dining area could stand add another waiter runner has jumped top favorite chinese restaurants area 
5.0,love coming everyone nice building get quality care see difference acupuncture highly recommend 
2.0,sushi pretty good service terrible last visit took about minutes someone even come table get drink orders mins after actually order times asking get refills water another mins get bill after asked well not busy time very frustrating many other sushi places around choose different one 
5.0,everything about restaurant amazing decor food fantastic owner fabulous love her sampled quite few things while loved favorite beef salad cant wait back 
4.0,chen wok gets four starts convenience price deliver chinese food actually delivered chinese take out boxes love c w located ne corner street maryland strip mall little lunch counter type place full pink orange formica interior has no character seriously just call deliver people who own nice prompt theyll do white meat chicken dollar extra any order everything comes pints quarts pint enough servings quart good servings pints great way get few things try everything super reasonably priced most pints steamed white rice comes every thing egg rolls good think little hoisin sauce which different good dont get wrong isnt chinatown fabulous great pinch when youre busy spend get dinner two delivered minutes bonus ive never ordered delivered wasnt correct saying something confucius say dont dis chen wok 
2.0,dont screw up coupon yelp order delivery wont honored got some beef veggies stir fried veggies shrimp appetizer food good however portions super teeennnyyyy tiny im not bulk eater glad oldest son wasnt feeling well wouldnt not enough around ive been fella seven years first time ever complained about portion size also ridiculously expensive over two entrees appetizer what 
3.0,went parents recently lunch weekday per person got initially pretty empty which great time went got really busy way buffet set up only access food one side one continuous line instead several serving islands meant wait while fill up plate ive been busier buffets layout better wasnt long wait definite minus points layout however food pretty good better than imperial starwalk mandarin not good wasabi grand buffet some dishes not seen before other asian buffets stirfried ramen noodles which quite good actually stirfried vermicelli noodles not singapore style which also good grilling section really good grilled chicken tender flavourful not salty stirfired beef also good tender also large cold prepeeled shrimp salad bar some shrimp stirfries sizable shrimp unfortunately shrimp dumplings not good too much filler not enough shrimp dessert section largest ive seen buffet lots different types cake jello chocolate covered marshmallows english trifle unusual good dessert made bananas strawberries walnuts raisins creamy sauce ice cream lots others fried twisty thing covered honey common chinese bakeries dont know what called delicious then course dragon pearl which giant deep fried hollow ball ball huge only get piece one piece per person dole out opinion dragon pearl tasted awful tasted rancid oil didnt smell much better wanted try novelty instantly regretted calories giant ball does look impressive though buy whole ball wanted also make handpulled noodles right front taste udon noodles nice chewy service excellent older asian man server he always smiling polite he filled waters many times sure ask us enjoying everything he quite possibly nicest most pleasant waiter ever seen buffet decor something else gorgeous lots wood everywhere most things not made wood red even dinner plates red booth looks birdcage would love eat sometime also some chairs where back high easily over feet high probably emperors something definitely prettier than any other asian buffet ive been service wonderful decor very pretty food overall good only real complaint layout buffet would not want venture weekend during peak dining hours could easily wait minutes more line up get food 
4.0,came friday night ended up waiting maybe minutes table not too many pho places far south worth wait service friendly pho delish probably wont coming back considering distance would regular close 
5.0,im regular customer never let down good taste value place highly recommended 
5.0,place incredible nice employees nice food fast cheap peanut free cant recommend place enough je regrette de navoir jamais arrêté ce restaurant plus tôt la nourriture est tout simplement délicieuse les employés sont sympathiques cest également rapide vraiment pas cher et létablissement est sans arachides 
5.0,ive known place since xiao long bao one best ever tried beaten only by shanghai dim sum fried dumplings great noodle soup average sticky rice better than rest rice chewy soft meat well meaty inside nice crunchy will definitely come back 
4.0,think best part place service food came out really fast lunch time place really enjoy when im run just conversation fantastic manager simply funniest sweetest woman who calls everyone love dear lets sit wherever would will say bit pricier than being mesa convenience being closer house such plus cant knock down anymore than one star 
5.0,ate long time ago dont recall having opinion one way another last friday dinner ordering tres amigos port string beans hot sour soup won ton soup happy report excellent food great experience large tasty sharp hot sour soup must admit better than place abacus inn good returned today lunch thai chicken curry wife chicken string beans served egg drop soup crab puff vegetable egg roll white rice noodles too excellent weve found new place 
5.0,delicious boyfriend hk style waffle w hk milk tea rolled ice cream ice cream tasted creamy true flavour couple who owns place absolute cutest happy doing jobs loved 
2.0,food not good got sweet sour chicken asked sauce side chicken cooked hard sauce nasty didnt eat what left people nice when ordered when picked up charge cent use card establishment hole wall kind place would never eat also ordered fried rice dry also sell stuff inside counterchopsticks ect sauce plain no vegetables sauce no pineapples instead put green peppers carrots top chicken ordered moo goo gai pan average nothing special would back 
4.0,tea want get best tea las vegas place tried various teas good tapioca milk tea by far best order teas togo will get off price one tapioca milk milk green tea will free when youve purchased togo drinks total food dont care food ive lunch place couple times different friends none us liked any food service not impressive want chitchat friends couple hours place good dont bother need regular attentive customer service almost always ask service without knowing one time wait minutes waitress bring check overall best place togo teas 
2.0,definitely better asian ayce buffets out am only ever when people work wants come lunch seems crowdpleaser kind place most people find something would eat guess ok value food quite basic nothing will blow mind service quick people especially kids do seem fact order food using ipad 
4.0,tried tommys today ordered take out cantonese chow mein chilly chicken pepper shrimp food very good spicy food authentic caribbean spice then would love place prices reasonable quantities plentiful im sure adjust spice request would recommend food 
5.0,what great find plant based eaters excited lunch food ordered seemed been prepared love felt home cooked meal love chinese food vegan just treat kung pao beef general tzo chicken tasted real thing veggie dumpling plump just yummy fried spring roll delicious look forward going back trying way more items menu lunch lunch specials which affordable ample serving cheers 
1.0,been many asian restaurants location over years some good some bad stopped today lunch saturday since area place dingy small tables set some packets sweet sour mustard soy sauce container dried soy sauce crusted over not really enticing brought out appetizer plates table spring rolls plate some sort residue asked new one got teacup saucer least looked clean kids hanging out dining room im assuming cookowners kids very cute kind strange admittedly ordered something diet menu im not going critique food today other people seemed enjoy meals told lunch people guess cant complain much dont think ill back least while jumbo ii sign maybe ill try again when next asian restaurant comes location 
3.0,acceptable lanzhou noodle place place busy noodle better ones other dishes very average came coworkers lunch tried bunch items menu most just noodles sure worth try tried typical lanzhou noodle will try different noodle next time 
4.0,great lunch spot perfect portions amazing prices good quality authentic quick american chinese chicken broccoli where crab rangoons also point 
1.0,place not worth money ordered miso ramen pork looked uncooked told waiter did not asked something else sushi instead okay happy did not charge miso ramen nasty 
5.0,after sampling bunch different plates im honestly surprised ratings werent better dsc will probably new chinese food everything ordered delish even take out still better than most places vegas curry cream cheese rangoons welcome break normal rangoons much grease could lube car crispy light tasty dim sum approach less more definitely works took one bite baked sweet cream buns saved rest dessert incredible light flaky custard wasnt too sweet overdone inside just taste enough love udon noodles cook home often im partial place dont just offer soup combo udon lo mein shrimp beef chicken perfect not too salty sauced noodles still firm plenty shrimp most chinese places try save by calling something combo shrimp dish then giving only shrimp loading cheaper beef chicken not dsc lemon chicken light bit zest not too sweet drowning sauce many places offer only gripe would liked little more sauce ordering side extra sauce easy fix cashew chicken loaded vegetables hot filled tons chicken while pretty standard offering done well bonus chicken dishes clearly white meat firm cooked perfectly almost every chinese place ive been town uses dark thigh meat chewy gristly save grosses out im extremely impressed looking forward eating get fullon dim sum experience staff very friendly more than would expected take out meal nothing good things say about very large menu should accommodate just about any taste flavor think kudos 
5.0,went happy hour tonight salt pepper shrimp drums heaven excellent server soma very nice pleasant manager always says hello checks see how meal 
2.0,ordered general tso chicken ate ending up packing chicken ran out rice paid extra gave packed container rice chicken really delicious imagine horror when fourth chopstick scoop ricei find hair really dont want know where came drop phone lot camera doesnt best quality just watch what put mouth wherever think im too disgusted back anyone interested also really good pad thai wonton noodle soup 
5.0,excellent egg rolls favorite egg rolls anyplace ive eaten arizona typically get garlic shrimp spicy never been disappointed really easy chefs overcook shrimp not one friends typically orders do take out always garlic chicken fried rice fried rice some best tasted none bloating sometimes goes along eating asian cuisine either take outamazingly steaming hot when get home fresh delicious food friendly staff give try 
1.0,horrible customer service below mediocre food attitudes dirty utensilscups stomach turning flips now thanks 
4.0,after minute wait sat night waiter brought us table next window he attentive needs prompt getting order tried three dishes steamed shrimp eggs chive dumplings steamed pork chives pan fried pork bak choi dumplings good portion cooked perfectly between two us feast alongside jasmine tea overall great comfort food nice atmosphere 
3.0,late dinner after fiancés father flew already waiting us when arrived ordered lettuce wraps appetizer pretty good dinner ordered changs chicken beef broccoli shrimp lo mein chang chicken actually really yummy sweet spicy sauce broccoli cut into huge pieces wasnt completely cooked hard couldnt cut into smaller pieces hard lastly lo mein wasnt special could order chinese restaurant down street get better lo mein server alright checked us couple times second time coming pf changs definitely tell wont first choice friend family wanted meet would come 
3.0,came last minute stop before left vegas food wasnt amazing nor horrible workers nice werent annoying other asian cart ladies who try bribe eat more lights gave place uncomfortable feel overall harbor palace wasnt best dim sum place ive been 
3.0,monday mlk day ordered immediately edge soon phone picked up lady please hold didnt understand proceeded ask order delivery after minutes she finally answer very short didnt say goodbye when finished ordering she just hung up after thinking over tried call back minute later cancel order didnt work caller busy very poor customer service food did arrive hour later fairly warm still pretty good good food bad service 
4.0,place think one better dim sum places around china town area food pretty good cheap id say around each time per person gets really packed during busy hours large groups recommend reserving often reserve people theyll definitely split up into two tables fill dim sum order sheet come super fast pace waiters really efficient even theyre not smiley id recommend getting deep fried taro dumplings har how siu mai squid tentacles milk custard egg tarts lovelyyyy other classic dishes decent too havent ran into anything wouldnt eat consider terrible custard bun could better wish egg yolk custard bun though 
1.0,things will see people shoving each other get remaining bits kung pao chicken rude mainlander tourists glass looks shot through poor nonchinese just fill plates toast egg rolls fries also typical mainlander customer pushed made spill boiling soup over hand keep mind im mainland chinese descent connected makeshift gift shop only sells supplements tour bus customers plus 
2.0,drinks only pf changs general solid four star place love food especially quality consitency product decor tonight wanted grab quick brew before yelp event noda midnight madness tap impressive bartender who waited not much carded no big deal part transaction then he got little bit snippy asked take card out clear case wallet really bifocals crows feet really procedue one thing being jerk another how do know no one else even way younger twentysomething looking people came bar after got carded think he realized he crossed line tried backpedal making joke too late dude what did do tipped bucks beer killem kindness keep classy really make him feel ass 
5.0,came into town july weekend stumbled upon little gem through great reviews yelp im glad stopped by food really good talk about customer serviceit amazing customer service first thing ended up getting about half hour before closing allowed us eat without rushing us second let up counter order dim sum plates wanted cuz do better visually than through menu when comes kind stuff third kept checking up us make sure everything okay what needed top off drinks when lowvery attentive food serve dim sum day tried about different dim sum plates really good happy found place will definitely back next time town 
3.0,place always gets rave reviews coworkers finally went nice spot am sure some meals better than others wasnt blown away friends been describing good standardnothing ordinary dont think would back when know better food elsewhere sweet sour chicken crab puffs pot stickers apps best part however still just standard apps friends chicken lo mein orange chicken both eh 
5.0,yum inside decor needs some serious love updating just dragon island big heng yummy prices normal nothing more than around boyfriend got mongolian beef crispy glazed chicken extra side rice each roll roll roll not including tip everything wonderful wasnt one thing didnt devour welcome neighborhood 
4.0,very fresh food fast service has verious asian style eat just little pricy around before tax gratitude 
4.0,seating service food too sweet usually ask less than half sug price regular drink 
4.0,place pretty good some great lunch specials until tried several different items always delivered well staff nice try out way make sure everything need area chinese stop some food should happy 
4.0,not bad asian restaurant asian always rhill markham good eats im satisfied food herefinally some delicious nonfast asian food around 
5.0,hands down best wonton soup base wontons huge delicious 
5.0,scheduling phodate girlfriend she suggested needed pho chandler live way up central phoenix chandler did not sound appealing she swore best pho place valley friend boyfriend sat down waitress remembered friend well thought cool always nice touch when people working establishment try remember ordered vietnamese coffee others ordered glasses orange juice coffee came out quickly juice took awhile felt bad drinking coffee joked must picking out oranges grove freshly squeezing guess what really came out freshly squeezed sweetness fresh oranges worth wait friend boyfriend quite impressed happy food ordered plate panfried potstickers tasted very fresh well us ordered seafood pho which specialty broth made snow crabs do get pieces crab soup crab actually real actual shell not imitation kind crab not only makes soup more flavorful adds sweetness dish boyfriend wanted add assortment veggies his pho waitress made happen giant heap green vegetables would seriously recommend place everyone been dreaming about seafood pho last three days cant wait back 
1.0,omg one worst dim sum places bad did not waste time taking pictures aware look ok tasteless order chicken dish mushroom one small mushroom tasted spoiled bad mention waiter he ok he care he will take off bill definitely not repeat service slow gives dim sum bad name 
5.0,excellent food several gluten free optionssuch potatochana curry yum 
5.0,restaurant one las vegas best kept secrets flavors awesome wait staff very friendly explain whole menu detail love decor traditional hainanese chicken rice die poached egg 
5.0,probably favorite indian restaurant toronto food exceptional every dish unique flavour spice levels just optimally set liking went saturday night family dinner ordered two appetizers saffron paneer tikka mirch chicken tikka mango salty lassis garlic naans malai kofta kadhai chicken bhindi do pyaza absolutely fresh take dishes must eat 
