Artist,Song,Date,Current Rank,Last Weeks Position,Weeks on Chart,Peak Position
Bobby Day,Rock-in Robin,1958-09-01,17,25,17,5
Bobby Darin,Splish Splash,1958-09-01,18,16,3,5
Doris Day,Everybody Loves A Lover,1958-09-01,19,14,14,5
Eddie Cochran,Summertime Blues,1958-09-01,20,24,20,5
The Everly Brothers,Devoted To You,1958-09-01,21,15,15,4
Tommy Edwards,It's All In The Game,1958-09-01,22,40,22,3
Pat Boone,If Dreams Came True,1958-09-01,23,18,12,5
Little Anthony And The Imperials,Tears On My Pillow,1958-09-01,24,26,24,4
Connie Francis,Stupid Cupid,1958-09-01,25,22,22,5
Elvis Presley With The Jordanaires,Hard Headed Woman,1958-09-01,26,21,4,5
Patti Page,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),1958-09-01,27,33,13,5
Buddy Knox with the Rhythm Orchids,Somebody Touched Me,1958-09-01,28,28,22,5
Robin Luke,Susie Darlin',1958-09-01,29,23,23,4
Perry Como,Moon Talk,1958-09-01,30,36,30,5
Billy Vaughn And His Orchestra,La Paloma,1958-09-01,31,39,31,4
Bobby Hendricks,Itchy Twitchy Feeling,1958-09-01,32,42,32,5
The Rinky-Dinks,Early In The Morning,1958-09-01,33,29,24,5
Johnny Mathis,A Certain Smile,1958-09-01,34,34,22,5
The Danleers,One Summer Night,1958-09-01,35,27,16,5
Buddy Holly,Early In The Morning,1958-09-01,36,32,32,5
The Coasters,Yakety Yak,1958-09-01,37,35,7,5
The Four Preps,Lazy Summer Night,1958-09-01,38,44,38,3
Marty Robbins,She Was Only Seventeen (He Was One Year More),1958-09-01,39,38,38,5
Big Bopper,Chantilly Lace,1958-09-01,40,30,29,5
Sam Cooke,Win Your Love For Me,1958-09-01,41,45,41,5
The Crickets,Think It Over,1958-09-01,42,31,27,5
The Quin-Tones,Down The Aisle Of Love,1958-09-01,43,87,43,3
Bobby Freeman,Betty Lou Got A New Pair Of Shoes,1958-09-01,44,37,37,5
Jimmie Rodgers,The Wizard,1958-09-01,45,51,45,4
Nat King Cole,Come Closer To Me (Acercate Mas),1958-09-01,46,56,46,5
Bobby Day,Over And Over,1958-09-01,47,41,41,5
Jerry Butler and The Impressions,For Your Precious Love,1958-09-01,48,46,15,5
Les Paul And Mary Ford,Put A Ring On My Finger,1958-09-01,49,59,49,3
Jerry Wallace,How The Time Flies,1958-09-01,50,49,49,3
Chuck Willis,What Am I Living For,1958-09-01,51,50,25,5
Don Gibson,Blue Blue Day,1958-09-01,52,43,32,5
Duane Eddy His Twangy Guitar And The Rebels,Ramrod,1958-09-01,53,91,53,2
Johnny Cash And The Tennessee Two,Guess Things Happen That Way,1958-09-01,54,55,21,5
Roger Williams,Near You,1958-09-01,55,88,55,3
Chuck Berry,Carol,1958-09-01,56,57,56,2
The Jamies,"Summertime, Summertime",1958-09-01,57,61,57,3
Johnny Cash And The Tennessee Two,The Ways Of A Woman In Love,1958-09-01,58,62,58,2
Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery Moon,1958-09-01,59,52,50,5
The Tune Rockers,The Green Mosquito,1958-09-01,60,78,60,2
The Diamonds,Kathy-O,1958-09-01,61,53,45,5
Betty Madigan,Dance Everyone Dance,1958-09-01,62,68,62,3
Boots Brown And His Blockbusters,Cerveza,1958-09-01,63,67,63,4
Eydie Gorme,Gotta Have Rain,1958-09-01,64,66,64,5
Chuck Willis,My Life,1958-09-01,65,89,65,3
Jody Reynolds,Fire Of Love,1958-09-01,66,90,66,3
The Champs,Chariot Rock,1958-09-01,67,69,67,4
George Hamilton IV,When Will I Know,1958-09-01,68,65,65,2
The Shields,You Cheated,1958-09-01,69,94,69,2
Elvis Presley With The Jordanaires,Don't Ask Me Why,1958-09-01,70,54,34,5
The Four Lads,Enchanted Island,1958-09-01,71,48,29,5
Ray Price,City Lights,1958-09-01,72,72,72,2
The Rivieras,Count Every Star,1958-09-01,73,74,73,2
The Tommy Dorsey Orchestra,Tea For Two Cha Cha,1958-09-01,74,0,0,0
Bobby Freeman,Do You Want To Dance,1958-09-01,75,47,20,5
Tony And Joe,The Freeze,1958-09-01,76,58,33,5
Tommy Mara,Where The Blue Of The Night,1958-09-01,77,-,77,2
David Seville,Little Brass Band,1958-09-01,78,97,78,2
Andy Williams,"Promise Me, Love",1958-09-01,79,0,0,0
The McGuire Sisters,"Volare (Nel Blu, Dipinto Di Blu)",1958-09-01,80,0,0,0
Cozy Cole,Topsy II,1958-09-01,81,82,81,2
Janice Harper,Devotion,1958-09-01,82,86,82,3
Gogi Grant,Strange Are The Ways Of Love,1958-09-01,83,80,80,2
Dion & The Belmonts,No One Knows,1958-09-01,84,95,84,2
Dale Wright And The Wright Guys With the Dons,Please Don't Do It,1958-09-01,85,0,0,0
Eileen Rodgers,Treasure Of Your Love,1958-09-01,86,100,86,2
Pat Boone,That's How Much I Love You,1958-09-01,87,64,39,5
Dean Martin,Angel Baby,1958-09-01,88,60,30,5
Jack Scott,Leroy,1958-09-01,89,83,56,4
Warren Storm,Prisoner's Song,1958-09-01,90,81,81,2
Oscar McLollie and Jeanette Baker,Hey Girl - Hey Boy,1958-09-01,91,76,61,4
Jody Reynolds,Endless Sleep,1958-09-01,92,71,17,5
The Playboys,Over The Weekend,1958-09-01,93,0,0,0
Tommy Sands And The Raiders,Blue Ribbon Baby,1958-09-01,94,0,0,0
The Chargers,Old MacDonald,1958-09-01,95,0,0,0
The Kingsmen,Week End,1958-09-01,96,0,0,0
Johnnie Ray,Up Until Now,1958-09-01,97,0,0,0
Dale Hawkins,La-Do-Dada,1958-09-01,98,0,0,0
Teresa Brewer,Pickle Up A Doodle,1958-09-01,99,0,0,0
Jill Corey,Big Daddy,1958-09-01,100,0,0,0
Domenico Modugno,Nel Blu Dipinto Di Blu (Volar),1958-09-08,1,1,1,6
The Elegants,Little Star,1958-09-08,2,2,1,6
The Everly Brothers,Bird Dog,1958-09-08,3,3,3,6
Jimmy Clanton And His Rockets,Just A Dream,1958-09-08,4,4,4,6
Perez Prado And His Orchestra,Patricia,1958-09-08,5,6,2,6
Ricky Nelson,Poor Little Fool,1958-09-08,6,5,1,6
Jack Scott,My True Love,1958-09-08,7,7,3,6
Bobby Day,Rock-in Robin,1958-09-08,8,17,8,6
Frankie Avalon,Ginger Bread,1958-09-08,9,9,9,6
The Olympics,Western Movies,1958-09-08,10,14,10,6
Tommy Edwards,It's All In The Game,1958-09-08,11,22,11,4
Peggy Lee,Fever,1958-09-08,12,12,8,6
Little Anthony And The Imperials,Tears On My Pillow,1958-09-08,13,24,13,5
Poni-Tails,Born Too Late,1958-09-08,14,11,8,6
Dean Martin,Volare (Nel Blu Dipinto Di Blu),1958-09-08,15,15,15,6
Jimmie Rodgers,Are You Really Mine,1958-09-08,16,10,10,6
The Johnny Otis Show,Willie And The Hand Jive,1958-09-08,17,16,9,6
Doris Day,Everybody Loves A Lover,1958-09-08,18,19,14,6
Duane Eddy His Twangy Guitar And The Rebels,Rebel-'rouser,1958-09-08,19,13,6,6
Connie Francis,Stupid Cupid,1958-09-08,20,25,20,6
Kalin Twins,When,1958-09-08,21,8,5,6
The Everly Brothers,Devoted To You,1958-09-08,22,21,15,5
The Quin-Tones,Down The Aisle Of Love,1958-09-08,23,43,23,4
Pat Boone,If Dreams Came True,1958-09-08,24,23,12,6
Roger Williams,Near You,1958-09-08,25,55,25,4
Billy Vaughn And His Orchestra,La Paloma,1958-09-08,26,31,26,5
The Four Preps,Lazy Summer Night,1958-09-08,27,38,27,4
Robin Luke,Susie Darlin',1958-09-08,28,29,23,5
Perry Como,Moon Talk,1958-09-08,29,30,29,6
Johnny Cash And The Tennessee Two,The Ways Of A Woman In Love,1958-09-08,30,58,30,3
Eddie Cochran,Summertime Blues,1958-09-08,31,20,20,6
The Danleers,One Summer Night,1958-09-08,32,35,16,6
Buddy Knox with the Rhythm Orchids,Somebody Touched Me,1958-09-08,33,28,22,6
Big Bopper,Chantilly Lace,1958-09-08,34,40,29,6
Sam Cooke,Win Your Love For Me,1958-09-08,35,41,35,6
Bobby Hendricks,Itchy Twitchy Feeling,1958-09-08,36,32,32,6
Johnny Mathis,A Certain Smile,1958-09-08,37,34,22,6
The Rinky-Dinks,Early In The Morning,1958-09-08,38,33,24,6
Marty Robbins,She Was Only Seventeen (He Was One Year More),1958-09-08,39,39,38,6
Les Paul And Mary Ford,Put A Ring On My Finger,1958-09-08,40,49,40,4
Nat King Cole,Come Closer To Me (Acercate Mas),1958-09-08,41,46,41,6
Betty Madigan,Dance Everyone Dance,1958-09-08,42,62,42,4
Dion & The Belmonts,No One Knows,1958-09-08,43,84,43,3
The Tommy Dorsey Orchestra,Tea For Two Cha Cha,1958-09-08,44,74,44,2
Bobby Darin,Splish Splash,1958-09-08,45,18,3,6
The Shields,You Cheated,1958-09-08,46,69,46,3
Buddy Holly,Early In The Morning,1958-09-08,47,36,32,6
The Jamies,"Summertime, Summertime",1958-09-08,48,57,48,4
Don Gibson,Blue Blue Day,1958-09-08,49,52,32,6
Bobby Freeman,Betty Lou Got A New Pair Of Shoes,1958-09-08,50,44,37,6
Duane Eddy His Twangy Guitar And The Rebels,Ramrod,1958-09-08,51,53,51,3
Chuck Berry,Carol,1958-09-08,52,56,52,3
Bobby Day,Over And Over,1958-09-08,53,47,41,6
Jimmie Rodgers,The Wizard,1958-09-08,54,45,45,5
Patti Page,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),1958-09-08,55,27,13,6
Elvis Presley With The Jordanaires,Hard Headed Woman,1958-09-08,56,26,4,6
Johnny Cash And The Tennessee Two,Guess Things Happen That Way,1958-09-08,57,54,21,6
Jerry Wallace,How The Time Flies,1958-09-08,58,50,49,4
The Tune Rockers,The Green Mosquito,1958-09-08,59,60,59,3
The Crickets,Think It Over,1958-09-08,60,42,27,6
Chuck Willis,My Life,1958-09-08,61,65,61,4
Boots Brown And His Blockbusters,Cerveza,1958-09-08,62,63,62,5
Eydie Gorme,Gotta Have Rain,1958-09-08,63,64,63,6
The Four Lads,Enchanted Island,1958-09-08,64,71,29,6
Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery Moon,1958-09-08,65,59,50,6
Cozy Cole,Topsy II,1958-09-08,66,81,66,3
The Champs,Chariot Rock,1958-09-08,67,67,67,5
Andy Williams,"Promise Me, Love",1958-09-08,68,79,68,2
Eileen Rodgers,Treasure Of Your Love,1958-09-08,69,86,69,3
Dale Hawkins,La-Do-Dada,1958-09-08,70,98,70,2
Ray Price,City Lights,1958-09-08,71,72,71,3
George Hamilton IV,Your Cheatin' Heart,1958-09-08,72,0,0,0
Chuck Willis,What Am I Living For,1958-09-08,73,51,25,6
The Coasters,Yakety Yak,1958-09-08,74,37,7,6
George Hamilton IV,When Will I Know,1958-09-08,75,68,65,3
Tommy Mara,Where The Blue Of The Night,1958-09-08,76,77,76,3
Dale Wright And The Wright Guys With the Dons,Please Don't Do It,1958-09-08,77,85,77,2
Jim Reeves,Blue Boy,1958-09-08,78,-,45,5
Faron Young,Alone With You,1958-09-08,79,-,51,4
The Diamonds,Kathy-O,1958-09-08,80,61,45,6
Johnnie Ray,Up Until Now,1958-09-08,81,97,81,2
The Rivieras,Count Every Star,1958-09-08,82,73,73,3
Gogi Grant,Strange Are The Ways Of Love,1958-09-08,83,83,80,3
The Kingsmen,Week End,1958-09-08,84,96,84,2
Jerry Lee Lewis And His Pumping Piano,I'll Make It All Up To You,1958-09-08,85,0,0,0
Pat Boone,That's How Much I Love You,1958-09-08,86,87,39,6
The Playboys,Over The Weekend,1958-09-08,87,93,87,2
Tony Bennett,Firefly,1958-09-08,88,0,0,0
Tommy Sands And The Raiders,Blue Ribbon Baby,1958-09-08,89,94,89,2
Oscar McLollie and Jeanette Baker,Hey Girl - Hey Boy,1958-09-08,90,91,61,5
Little Willie John,You're A Sweetheart,1958-09-08,91,-,66,4
Ray Price,Invitation To The Blues,1958-09-08,92,0,0,0
Carl Smith,Guess I've Been Around Too Long,1958-09-08,93,0,0,0
Ivory Joe Hunter,Yes I Want You,1958-09-08,94,0,0,0
Robert Mitchum,The Ballad Of Thunder Road,1958-09-08,95,0,0,0
Doug Franklin With The Bluenotes,My Lucky Love,1958-09-08,96,0,0,0
Jody Reynolds,Endless Sleep,1958-09-08,97,92,17,6
Jack Scott,Leroy,1958-09-08,98,89,56,5
Dean Martin,Angel Baby,1958-09-08,99,88,30,6
Tony And Joe,The Freeze,1958-09-08,100,76,33,6
Domenico Modugno,Nel Blu Dipinto Di Blu (Volar),1958-09-15,1,1,1,7
The Everly Brothers,Bird Dog,1958-09-15,2,3,2,7
The Elegants,Little Star,1958-09-15,3,2,1,7
Tommy Edwards,It's All In The Game,1958-09-15,4,11,4,5
Jimmy Clanton And His Rockets,Just A Dream,1958-09-15,5,4,4,7
Bobby Day,Rock-in Robin,1958-09-15,6,8,6,7
Poni-Tails,Born Too Late,1958-09-15,7,14,7,7
The Olympics,Western Movies,1958-09-15,8,10,8,7
Little Anthony And The Imperials,Tears On My Pillow,1958-09-15,9,13,9,6
Robin Luke,Susie Darlin',1958-09-15,10,28,10,6
Perez Prado And His Orchestra,Patricia,1958-09-15,11,5,2,7
Jack Scott,My True Love,1958-09-15,12,7,3,7
Ricky Nelson,Poor Little Fool,1958-09-15,13,6,1,7
The Everly Brothers,Devoted To You,1958-09-15,14,22,14,6
Jimmie Rodgers,Are You Really Mine,1958-09-15,15,16,10,7
Eddie Cochran,Summertime Blues,1958-09-15,16,31,16,7
Frankie Avalon,Ginger Bread,1958-09-15,17,9,9,7
Connie Francis,Stupid Cupid,1958-09-15,18,20,18,7
Doris Day,Everybody Loves A Lover,1958-09-15,19,18,14,7
The Quin-Tones,Down The Aisle Of Love,1958-09-15,20,23,20,5
Dean Martin,Volare (Nel Blu Dipinto Di Blu),1958-09-15,21,15,15,7
Peggy Lee,Fever,1958-09-15,22,12,8,7
The Four Preps,Lazy Summer Night,1958-09-15,23,27,23,5
Johnny Cash And The Tennessee Two,The Ways Of A Woman In Love,1958-09-15,24,30,24,4
Jerry Wallace,How The Time Flies,1958-09-15,25,58,25,5
Roger Williams,Near You,1958-09-15,26,25,25,5
Marty Robbins,She Was Only Seventeen (He Was One Year More),1958-09-15,27,39,27,7
Duane Eddy His Twangy Guitar And The Rebels,Ramrod,1958-09-15,28,51,28,4
Chuck Berry,Carol,1958-09-15,29,52,29,4
The Jamies,"Summertime, Summertime",1958-09-15,30,48,30,5
The Tommy Dorsey Orchestra,Tea For Two Cha Cha,1958-09-15,31,44,31,3
The Johnny Otis Show,Willie And The Hand Jive,1958-09-15,32,17,9,7
The Shields,You Cheated,1958-09-15,33,46,33,4
Betty Madigan,Dance Everyone Dance,1958-09-15,34,42,34,5
Big Bopper,Chantilly Lace,1958-09-15,35,34,29,7
Buddy Knox with the Rhythm Orchids,Somebody Touched Me,1958-09-15,36,33,22,7
Dion & The Belmonts,No One Knows,1958-09-15,37,43,37,4
Les Paul And Mary Ford,Put A Ring On My Finger,1958-09-15,38,40,38,5
Sam Cooke,Win Your Love For Me,1958-09-15,39,35,35,7
Kalin Twins,When,1958-09-15,40,21,5,7
Duane Eddy His Twangy Guitar And The Rebels,Rebel-'rouser,1958-09-15,41,19,6,7
Billy Vaughn And His Orchestra,La Paloma,1958-09-15,42,26,26,6
The Danleers,One Summer Night,1958-09-15,43,32,16,7
Tony Bennett,Firefly,1958-09-15,44,88,44,2
Jimmie Rodgers,The Wizard,1958-09-15,45,54,45,6
Perry Como,Moon Talk,1958-09-15,46,29,29,7
Bobby Hendricks,Itchy Twitchy Feeling,1958-09-15,47,36,32,7
The Tune Rockers,The Green Mosquito,1958-09-15,48,59,48,4
Andy Williams,"Promise Me, Love",1958-09-15,49,68,49,3
Cozy Cole,Topsy II,1958-09-15,50,66,50,4
Nat King Cole,Come Closer To Me (Acercate Mas),1958-09-15,51,41,41,7
Buddy Holly,Early In The Morning,1958-09-15,52,47,32,7
Johnny Mathis,A Certain Smile,1958-09-15,53,37,22,7
Eileen Rodgers,Treasure Of Your Love,1958-09-15,54,69,54,4
Pat Boone,If Dreams Came True,1958-09-15,55,24,12,7
Chuck Willis,My Life,1958-09-15,56,61,56,5
Bobby Freeman,Betty Lou Got A New Pair Of Shoes,1958-09-15,57,50,37,7
Bobby Darin,Splish Splash,1958-09-15,58,45,3,7
Harvey & The Moonglows,Ten Commandments Of Love,1958-09-15,59,0,0,0
Bobby Day,Over And Over,1958-09-15,60,53,41,7
Joni James,There Goes My Heart,1958-09-15,61,0,0,0
The Playboys,Over The Weekend,1958-09-15,62,87,62,3
Dale Hawkins,La-Do-Dada,1958-09-15,63,70,63,3
Don Gibson,Blue Blue Day,1958-09-15,64,49,32,7
Conway Twitty,It's Only Make Believe,1958-09-15,65,0,0,0
Boots Brown And His Blockbusters,Cerveza,1958-09-15,66,62,62,6
Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery Moon,1958-09-15,67,65,50,7
The Crickets,Think It Over,1958-09-15,68,60,27,7
The Rinky-Dinks,Early In The Morning,1958-09-15,69,38,24,7
Gordon MacRae,The Secret,1958-09-15,70,0,0,0
Patti Page,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),1958-09-15,71,55,13,7
Little Richard,Baby Face,1958-09-15,72,0,0,0
Jerry Lee Lewis And His Pumping Piano,Break-Up,1958-09-15,73,0,0,0
Tommy Sands And The Raiders,Blue Ribbon Baby,1958-09-15,74,89,74,3
Doug Franklin With The Bluenotes,My Lucky Love,1958-09-15,75,96,75,2
The Applejacks,Mexican Hat Rock,1958-09-15,76,0,0,0
The Rivieras,Count Every Star,1958-09-15,77,82,73,4
Elvis Presley With The Jordanaires,Hard Headed Woman,1958-09-15,78,56,4,7
Tommy Mara,Where The Blue Of The Night,1958-09-15,79,76,76,4
The Champs,Chariot Rock,1958-09-15,80,67,67,6
The Slades,You Cheated,1958-09-15,81,-,42,5
Jody Reynolds,Fire Of Love,1958-09-15,82,-,66,4
Faron Young,Alone With You,1958-09-15,83,79,51,5
The Redjacks,Big Brown Eyes,1958-09-15,84,0,0,0
Jan & Arnie,Gas Money,1958-09-15,85,-,81,2
The Kingsmen,Week End,1958-09-15,86,84,84,3
Earl Grant,The End,1958-09-15,87,0,0,0
Robert Mitchum,The Ballad Of Thunder Road,1958-09-15,88,95,88,2
Jim Reeves,Blue Boy,1958-09-15,89,78,45,6
The Coasters,Yakety Yak,1958-09-15,90,74,7,7
Johnny Cash And The Tennessee Two,Guess Things Happen That Way,1958-09-15,91,57,21,7
Cozy Cole,Topsy I,1958-09-15,92,0,0,0
Dale Wright And The Wright Guys With the Dons,Please Don't Do It,1958-09-15,93,77,77,3
Chuck Willis,What Am I Living For,1958-09-15,94,73,25,7
The Diamonds,Kathy-O,1958-09-15,95,80,45,7
Johnnie Ray,Up Until Now,1958-09-15,96,81,81,3
Eydie Gorme,Gotta Have Rain,1958-09-15,97,63,63,7
The Platters,I Wish,1958-09-15,98,0,0,0
George Hamilton IV,Your Cheatin' Heart,1958-09-15,99,72,72,2
The Four Lads,Enchanted Island,1958-09-15,100,64,29,7
Domenico Modugno,Nel Blu Dipinto Di Blu (Volar),1958-09-22,1,1,1,8
The Everly Brothers,Bird Dog,1958-09-22,2,2,2,8
Tommy Edwards,It's All In The Game,1958-09-22,3,4,3,6
The Elegants,Little Star,1958-09-22,4,3,1,8
Bobby Day,Rock-in Robin,1958-09-22,5,6,5,8
Jimmy Clanton And His Rockets,Just A Dream,1958-09-22,6,5,4,8
Little Anthony And The Imperials,Tears On My Pillow,1958-09-22,7,9,7,7
Robin Luke,Susie Darlin',1958-09-22,8,10,8,7
Poni-Tails,Born Too Late,1958-09-22,9,7,7,8
The Everly Brothers,Devoted To You,1958-09-22,10,14,10,7
Eddie Cochran,Summertime Blues,1958-09-22,11,16,11,8
Roger Williams,Near You,1958-09-22,12,26,12,6
Jack Scott,My True Love,1958-09-22,13,12,3,8
Jerry Wallace,How The Time Flies,1958-09-22,14,25,14,6
Perez Prado And His Orchestra,Patricia,1958-09-22,15,11,2,8
The Olympics,Western Movies,1958-09-22,16,8,8,8
Connie Francis,Stupid Cupid,1958-09-22,17,18,17,8
Doris Day,Everybody Loves A Lover,1958-09-22,18,19,14,8
Ricky Nelson,Poor Little Fool,1958-09-22,19,13,1,8
The Tommy Dorsey Orchestra,Tea For Two Cha Cha,1958-09-22,20,31,20,4
The Four Preps,Lazy Summer Night,1958-09-22,21,23,21,6
The Quin-Tones,Down The Aisle Of Love,1958-09-22,22,20,20,6
Chuck Berry,Carol,1958-09-22,23,29,23,5
Jimmie Rodgers,Are You Really Mine,1958-09-22,24,15,10,8
Johnny Cash And The Tennessee Two,The Ways Of A Woman In Love,1958-09-22,25,24,24,5
The Jamies,"Summertime, Summertime",1958-09-22,26,30,26,6
Frankie Avalon,Ginger Bread,1958-09-22,27,17,9,8
Dion & The Belmonts,No One Knows,1958-09-22,28,37,28,5
Dean Martin,Volare (Nel Blu Dipinto Di Blu),1958-09-22,29,21,15,8
Tony Bennett,Firefly,1958-09-22,30,44,30,3
The Shields,You Cheated,1958-09-22,31,33,31,5
Les Paul And Mary Ford,Put A Ring On My Finger,1958-09-22,32,38,32,6
Peggy Lee,Fever,1958-09-22,33,22,8,8
Big Bopper,Chantilly Lace,1958-09-22,34,35,29,8
Andy Williams,"Promise Me, Love",1958-09-22,35,49,35,4
Buddy Knox with the Rhythm Orchids,Somebody Touched Me,1958-09-22,36,36,22,8
Duane Eddy His Twangy Guitar And The Rebels,Ramrod,1958-09-22,37,28,28,5
Marty Robbins,She Was Only Seventeen (He Was One Year More),1958-09-22,38,27,27,8
Sam Cooke,Win Your Love For Me,1958-09-22,39,39,35,8
Betty Madigan,Dance Everyone Dance,1958-09-22,40,34,34,6
Conway Twitty,It's Only Make Believe,1958-09-22,41,65,41,2
The Johnny Otis Show,Willie And The Hand Jive,1958-09-22,42,32,9,8
Cozy Cole,Topsy II,1958-09-22,43,50,43,5
The Tune Rockers,The Green Mosquito,1958-09-22,44,48,44,5
Eileen Rodgers,Treasure Of Your Love,1958-09-22,45,54,45,5
Harvey & The Moonglows,Ten Commandments Of Love,1958-09-22,46,59,46,2
Gordon MacRae,The Secret,1958-09-22,47,70,47,2
Bobby Day,Over And Over,1958-09-22,48,60,41,8
Earl Grant,The End,1958-09-22,49,87,49,2
Tommy Sands And The Raiders,Blue Ribbon Baby,1958-09-22,50,74,50,4
Joni James,There Goes My Heart,1958-09-22,51,61,51,2
Duane Eddy His Twangy Guitar And The Rebels,Rebel-'rouser,1958-09-22,52,41,6,8
Nat King Cole,Come Closer To Me (Acercate Mas),1958-09-22,53,51,41,8
Pat Boone,For My Good Fortune,1958-09-22,54,0,0,0
Jimmie Rodgers,The Wizard,1958-09-22,55,45,45,7
Patti Page,Fibbin',1958-09-22,56,0,0,0
Bobby Hendricks,Itchy Twitchy Feeling,1958-09-22,57,47,32,8
The Danleers,One Summer Night,1958-09-22,58,43,16,8
The Champs,Chariot Rock,1958-09-22,59,80,59,7
Jane Morgan,The Day The Rains Came,1958-09-22,60,0,0,0
Billy Vaughn And His Orchestra,La Paloma,1958-09-22,61,42,26,7
Dale Hawkins,La-Do-Dada,1958-09-22,62,63,62,4
Little Richard,Baby Face,1958-09-22,63,72,63,2
Kalin Twins,When,1958-09-22,64,40,5,8
The Applejacks,Mexican Hat Rock,1958-09-22,65,76,65,2
Johnny Mathis,A Certain Smile,1958-09-22,66,53,22,8
The Playboys,Over The Weekend,1958-09-22,67,62,62,4
Perry Como,Moon Talk,1958-09-22,68,46,29,8
Pat Boone,"Gee, But It's Lonely",1958-09-22,69,0,0,0
Jerry Lee Lewis And His Pumping Piano,Break-Up,1958-09-22,70,73,70,2
Cozy Cole,Topsy I,1958-09-22,71,92,71,2
Bobby Darin,Splish Splash,1958-09-22,72,58,3,8
The Rinky-Dinks,Early In The Morning,1958-09-22,73,69,24,8
Ruth Brown,This Little Girl's Gone Rockin',1958-09-22,74,0,0,0
Bobby Freeman,Betty Lou Got A New Pair Of Shoes,1958-09-22,75,57,37,8
Georgie Young,"Nine More Miles (The ""Faster-Faster"" Song)",1958-09-22,76,0,0,0
Ritchie Valens,"Come On, Let's Go",1958-09-22,77,0,0,0
Dale Wright And The Wright Guys With the Dons,Please Don't Do It,1958-09-22,78,93,77,4
Boots Brown And His Blockbusters,Cerveza,1958-09-22,79,66,62,7
Doug Franklin With The Bluenotes,My Lucky Love,1958-09-22,80,75,75,3
The Four Esquires,Hideaway,1958-09-22,81,0,0,0
Pat Boone,If Dreams Came True,1958-09-22,82,55,12,8
George Hamilton IV,Your Cheatin' Heart,1958-09-22,83,99,72,3
The Four Coins,"Wendy, Wendy",1958-09-22,84,0,0,0
Ivan,Real Wild Child,1958-09-22,85,0,0,0
The Slades,You Cheated,1958-09-22,86,81,42,6
Don Gibson,Blue Blue Day,1958-09-22,87,64,32,8
The Teddy Bears,"To Know Him, Is To Love Him",1958-09-22,88,0,0,0
The Redjacks,Big Brown Eyes,1958-09-22,89,84,84,2
Jody Reynolds,Fire Of Love,1958-09-22,90,82,66,5
The Platters,I Wish,1958-09-22,91,98,91,2
Fats Domino,Young School Girl,1958-09-22,92,0,0,0
Eddie Fontaine,Nothin' Shakin',1958-09-22,93,0,0,0
Elvis Presley With The Jordanaires,Hard Headed Woman,1958-09-22,94,78,4,8
Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery Moon,1958-09-22,95,67,50,8
