,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
3214,Noise Disturbance,Kathmandu,3/22/2015,1503220005,3/22/2015,1:43 AM,Loud talking and music,Information Only
3215,Noise Disturbance,Kathmandu,3/22/2015,1503220007,3/22/2015,2:40 AM,,Information Only
3216,Illegal Camping,Pangea Parking Structure,3/22/2015,1503220008,3/22/2015,2:58 AM,,Information Only
3217,Non Injury Accident,Campus Point Dr/Genesee Ave,3/22/2015,2015‐0435,3/22/2015,7:05 AM,Vehicle collided with center divide,"Closed By Citation, Adult/Released To Friend"
3218,Vandalism,Tamarack Apartments,3/22/2015,2015‐0436,3/22/2015,9:00 AM‐1:15 PM,Cooking oil sprayed all over suite,Report Taken
3219,Annoying/Harassing Phone Call,Thornton ER,3/22/2015,1503220017,3/21/2015‐3/22/2015,Unknown,Multiple phone calls received and kiosk with subject stating I don't like nurses,Information Only
3220,Petty Theft,Tioga‐Bus Stop,3/22/2015,2015‐0437,3/22/2015,4:02 PM,Report of possible bike theft in progress,Closed By Adult Arrest
3221,Information,Revelle Apartments,3/22/2015,1503220032,3/22/2015,11:14 PM,Lights are out,Information Only
3222,Citizen Contact,Discovery Wy/Redwood Dr,3/22/2015,1503220033,3/22/2015,11:23 PM,Smoking violation,Information Only
3223,Information,North Break Bookstore,3/22/2015,1503220035,3/22/2015,11:28 PM,Door handle broken,Referred To Other Agency‐Housing Maintenance
3224,Suspicious Person,North Mesa Apartments,3/2/2015,1503020002,3/2/2015,2:12 AM,,Unable To Locate
3225,Disturbance ‐ Psych Subject,Campus Point Dr,3/2/2015,2015‐0329,3/2/2015,2:33 AM,Report of psych subject who has gun in vehicle,Checks OK
3226,Illegal Camping,Gilman Parking Structure,3/2/2015,1503020006,3/2/2015,5:55 AM,,Checks OK
3227,Suspicious Vehicle,North Mesa Apartments,3/2/2015,1503020007,3/2/2015,6:19 AM,,Information Only
3228,Suspicious Vehicle,1 Miramar Parking Structure,3/2/2015,1503020011,3/2/2015,6:54 AM,,Unable To Locate
3229,Vandalism To Vehicle,Stuart Commons,3/2/2015,2015‐0330,2/27/2015‐3/2/2015,3:00 PM‐5:30 AM,"Vandalism to UCSD grounds keeper cart, damage $85.00",Report Taken
3230,Traffic Hazard,Scholars Dr North,3/2/2015,1503020019,3/2/2015,8:08 AM,Delivery truck broke down and is blocking roadway,Information Only
3231,Information,Biomedical,3/2/2015,1503020034,3/2/2015,9:41 AM,"Staff member advised ex‐boyfriend attempted to add her on social media site, no physical or verbal contact attempted at this time",Information Only
3232,Citizen Contact,UCSD Police Department,3/2/2015,1503020035,3/2/2015,9:49 AM,Dispute between van pool riders,Information Only
3233,Incomplete Phone Call/911 Hang‐Up,Geisel Library,3/2/2015,1503020040,3/2/2015,10:47 AM,,Checks OK
3234,Hit & Run‐No Injuries,Lot 704,3/2/2015,2015‐0331,2/26/2015,9:30 AM‐6:00 PM,,Report Taken
3235,Injury,Athena Circle/Health Sciences Dr,3/2/2015,2015‐0332,2/12/2015,6:00 PM,"adult male fell off skateboard while traveling over steel plate, causing injury to face",Report Taken
3236,Ticket Sign Off,UCSD Police Department,3/2/2015,1503020047,3/2/2015,3:59 PM,,Information Only
3237,Citizen Contact,Revelle Provost,3/2/2015,2015‐0333,12/30/2012,1:00 PM,Courtesy Rape Report for El Cajon Police,Report Taken
3238,Hazard Situation,Asia Hall,3/2/2015,1503020049,3/2/2015,4:25 PM,,Gone On Arrival
3239,Bicyclist Stop,Oceania Hall,3/2/2015,1503020050,3/2/2015,5:04 PM,,Verbal Warning Issued
3240,Incomplete Phone Call/911 Hang‐Up,Humanities & Social Sciences,3/2/2015,1503020051,3/2/2015,5:30 PM,,Checks OK
3241,Illegal Parking,Lot 359,3/2/2015,1503020052,3/2/2015,6:08 PM,,Cited
3242,Suspicious Person,North Mesa Apartments,3/2/2015,1503020056,3/2/2015,7:08 PM,,Information Only
3243,Security Alarm,Price Center‐Chase Bank,3/2/2015,1503020058,3/2/2015,7:22 PM,,False Alarm
3244,Injury,RIMAC,3/2/2015,1503020060,3/2/2015,8:29 PM,Young adult male with possible dislocated elbow,Transported To Hospital
3245,Suspicious Person,Price Center,3/2/2015,1503020062,3/2/2015,11:30 PM,,Field Interview
3246,Suspicious Vehicle,Campus Point Dr/Genesee Ave,3/4/2015,1503040001,3/4/2015,12:15 AM,,Checks OK
3247,Suspicious Vehicle,Torrey Pines Scenic Dr/North Torrey Pines Rd,3/4/2015,1503040003,3/4/2015,12:34 AM,,Field Interview
3248,Suspicious Vehicle,Glider Port,3/4/2015,1503040004,3/4/2015,12:50 AM,,Checks OK
3249,Suspicious Vehicle,La Jolla Shores Dr,3/4/2015,1503040006,3/4/2015,1:19 AM,,Field Interview
3250,Suspicious Vehicle,Lot 002,3/4/2015,1503040007,3/4/2015,1:28 AM,,Field Interview
3251,Noise Disturbance,The Village West Building 6,3/4/2015,1503040008,3/4/2015,1:50 AM,,Quiet On Arrival
3252,Suspicious Person,Lot 510,3/4/2015,2015‐0338,3/4/2015,2:56 AM,Male laying in bushes,Closed By Adult Arrest
3253,Suspicious Person,Lot 704,3/4/2015,1503040012,3/4/2015,4:49 AM,,Checks OK
3254,Citizen Contact,UCSD Police Department,3/4/2015,1503040023,3/4/2015,7:14 AM,Report of reckless driving,Information Only
3255,Medical Aid,Preuss School,3/4/2015,1503040036,3/4/2015,9:14 AM,Student having an allergic reaction to peanuts,Transported To Hospital
3256,Security Alarm,Student Center,3/4/2015,1503040038,3/4/2015,10:31 AM,,False Alarm
3257,Security Alarm,Mt. Soledad Facility,3/4/2015,1503040042,3/4/2015,11:08 AM,,False Alarm
3258,Illegal Vendor/Solicitor,La Jolla Del Sol Apartments,3/4/2015,1503040044,3/4/2015,11:13 AM,,Information Only
3259,Citizen Flagdown,Health Sciences Biomedical Research,3/4/2015,1503040048,3/4/2015,12:28 PM,,Information Only
3260,Vandalism,Pepper Canyon Hall,3/4/2015,2015‐0340,Unknown‐3/4/2015,Unknown‐12:37 AM,"Graffiti in men's restroom, damage $400.00",Report Taken
3261,Annoying/Harassing Phone Call,UCSD Health Sciences Internal Medicine,3/4/2015,2015‐0339,3/4/2015,10:13 AM‐11:56 AM,Report of adult son of two patients repeatedly making harassing phone calls to receptionists and hanging up,Report Taken
3262,Security Alarm,Engineering Building,3/4/2015,1503040056,3/4/2015,2:52 PM,,False Alarm
3263,Attempt To Contact,"Rosecroft Wy, San Diego, CA",3/4/2015,1503040057,3/4/2015,3:52 PM,Related to case 2015‐0339,Information Only
3264,Petty Theft,North Mesa Apartments,3/4/2015,2015‐0341,3/2/2015‐3/3/2015,8:20 PM‐8:45 AM,"Stolen catalytic converter, loss $500.00",Report Taken
3265,Illegal Parking,1 Miramar Building 3,3/4/2015,1503040062,3/4/2015,5:54 PM,,Cited
3266,Medical Aid,Student Health,3/4/2015,1503040063,3/4/2015,6:11 PM,Young adult male with possible hemorrhoid,Transported To Hospital
3267,Illegal Parking,Regents Rd,3/4/2015,1503040067,3/4/2015,7:26 PM,,Gone On Arrival
3268,Citizen Flagdown,The Village East Building 1,3/4/2015,1503040068,3/4/2015,8:36 PM,Ticket sign off,Information Only
3269,Noise Disturbance,Rita Atkinson Residences,3/4/2015,1503040069,3/4/2015,9:12 PM,Report of resident playing flute,Unable To Locate
3270,Lost Property,Price Center,3/4/2015,1503040070,3/4/2015,10:28 PM,Unsecured bicycle,Impounded
3271,Suspicious Person,Marshall Apartments West,3/4/2015,1503040074,3/4/2015,11:49 PM,,Unable To Locate
3272,Quiet Hours Contact,Tamarack Apartments,3/24/2015,1503240001,3/24/2015,12:01 AM,,Information Only
3273,Suspicious Vehicle,Pangea Parking Structure,3/24/2015,1503240002,3/24/2015,12:19 AM,,Gone On Arrival
3274,Suspicious Person,1 Miramar Parking Structure,3/24/2015,1503240008,3/24/2015,2:31 AM,,Information Only
3275,Suspicious Person,Asia Hall,3/24/2015,1503240018,3/24/2015,6:57 AM,,Field Interview
3276,Citizen Flagdown,ERC Admin,3/24/2015,1503240019,3/24/2015,7:15 AM,,Field Interview
3277,Assist Other Agency,Blacks Beach Gate,3/24/2015,1503240020,3/24/2015,7:41 AM,"Per San Diego Police: person down on blacks beach, possible suicide",Information Only
3278,Suspicious Circumstances,Spanos Athletic Training Facility,3/24/2015,1503240025,3/24/2015,9:11 AM,Report of two bicycles in bushes with cut bike locks,Bicycles Impounded
3279,Disturbance,Lot 705,3/24/2015,1503240027,3/24/2015,9:22 AM,Female yelling and throwing trash everywhere,Field Interview
3280,Vandalism,Main Gym,3/24/2015,2015‐0448,3/24/2015,11:39 AM,Graffiti,Reports Taken
3281,Animal Call,SIO Pier,3/24/2015,1503240035,3/24/2015,12:33 PM,Dead sea lion,Referred To Other Agency‐Beach Maintenance
3282,Citizen Contact,UCSD Campus Services Complex Building A,3/24/2015,1503240036,3/24/2015,12:39 PM,,Checks OK
3283,Citizen Flagdown,Lot 304,3/24/2015,1503240038,3/24/2015,1:01 PM,Ticket sign off,Information Only
3284,Citizen Contact,Internal Medicine Group Building 4,3/24/2015,1503240040,3/24/2015,1:26 PM,Report of unknown person accessing office and moving things around,Checks OK
3285,Ticket Sign Off,UCSD Police Department,3/24/2015,1503240044,3/24/2015,2:11 PM,,Information Only
3286,Security Alarm,Black Resource Center,3/24/2015,1503240048,3/24/2015,4:12 PM,,False Alarm
3287,Medical Aid,Gilman Dr/Myers Dr,3/24/2015,1503240051,3/24/2015,5:24 PM,Young adult female feeling faint and having trouble breathing,Transported To Hospital
3288,Suicide Attempt,VA Hospital,3/24/2015,1503240053,3/24/2015,7:12 PM,Report of female inside vehicle making suicidal threats,Voluntarily Check Into Hospital
3289,Assist Other Agency,Gilman Dr/Voigt Dr,3/24/2015,1503240054,3/24/2015,7:45 PM,,Information Only
3290,Illegal Parking,Rita Atkinson Residences,3/24/2015,1503240055,3/24/2015,9:08 PM,,Information Only
3291,Medical Aid,Health Sciences Dr,3/24/2015,1503240058,3/24/2015,10:11 PM,Patient having reaction to contrast MRI exam,Referred To Other Agency‐Paramedics Enroute
3292,Suspicious Person,Goldberg Hall,3/24/2015,1503240059,3/24/2015,10:36 PM,,Unable To Locate
3293,Noise Disturbance,Regents Rd,3/24/2015,1503240060,3/24/2015,11:26 PM,Complaint of person(s) playing loud games,Gone On Arrival
3294,Suspicious Vehicle,Bookstore,3/24/2015,1503240063,3/24/2015,11:46 PM,,Checks OK
3295,Suspicious Person,North Torrey Pines Rd/La Jolla Shores Dr,3/24/2015,1503240064,3/24/2015,11:51 PM,,Field Interview
3296,Petty Theft,Sequoyah Hall,3/24/2015,2015-0450,3/20/2015-3/23/2015,5:00 PM - 9:00 AM,"Stolen computer equipment, loss $100.00",Online Report
3297,Noise Disturbance,The Village Building 4,3/30/2015,1503300001,3/30/2015,12:01 AM,Loud talking,Quiet On Arrival
3298,Welfare Check,Europe Hall,3/30/2015,1503300003,3/30/2015,12:29 AM,Parent unable to get ahold of daughter,Unable To Locate
3299,Illegal Camping,Meteor Hall,3/30/2015,1503300009,3/30/2015,2:02 AM,,Information Only
3300,Assist Other Agency,"Fridays, La Jolla, CA",3/30/2015,1503300010,3/30/2015,3:18 AM,San Diego Police searching for robbery suspect,Information Only
3301,Assist Other Agency,"Ralphs, La Jolla, CA",3/30/2015,1503300013,3/30/2015,5:36 AM,Intoxicated male in bathroom,Field Interview
3302,Fire Alarm,Sixth College Building 701,3/30/2015,1503300016,3/30/2015,6:43 AM,,False Alarm
3303,Suspicious Person,Center Hall,3/30/2015,2015‐0456,3/30/2015,8:50 AM,,Closed By Adult Arrest
3304,Security Alarm,University House,3/30/2015,1503300030,3/30/2015,9:10 AM,,False Alarm
3305,911 Hang‐up From A Payphone,Stephen Birch Aquarium,3/30/2015,1503300036,3/30/2015,10:57 AM,,Checks OK
3306,Unknown Event,Caroline's Café,3/30/2015,2015‐0457,3/30/2015,11:07 AM,Adult male bleeding from head after falling and hitting a table,Transported To Hospital
3307,Lost Property,Price Center,3/30/2015,1503300041,3/30/2015,11:58 AM,Found wallet,Returned To Owner
3308,Security Alarm,Black Resource Center,3/30/2015,1503300042,3/30/2015,12:02 PM,,False Alarm
3309,Citizen Flagdown,Bonner Hall,3/30/2015,1503300044,3/30/2015,12:23 PM,Suspicious person in building,Unable To Locate
3310,Fire Alarm,Center Hall,3/30/2015,1503300046,3/30/2015,1:02 PM,,False Alarm
3311,Shoplifting,Bookstore,3/30/2015,2015‐0458,3/30/2015,2:26 PM,,"Closed By Citation, Adult"
3312,Ticket Sign Off,Regents Rd/Regents Park Row,3/30/2015,1503300054,3/30/2015,4:04 PM,,Information Only
3313,Information,UCSD Police Department,3/30/2015,1503300058,3/30/2015,5:13 PM,Doctor requesting we contact student that they may have pneumonia and need to go to hospital,Information Only
3314,Drunk In Public,Villa La Jolla Dr/Holiday Court,3/30/2015,2015‐0459,3/30/2015,5:47 PM,,Closed By Adult Arrest
3315,Lost Property,UNEX A,3/30/2015,1503300063,3/30/2015,6:20 PM,Lost wallet,Information Only
3316,Disturbance,Parking Lot,3/30/2015,15033000066,3/30/2015,6:56 PM,Group of males shooting BB guns at soda cans,Will Cooperate
3317,Fraud,UCSD Police Department,3/30/2015,2015‐0460,3/30/2015,12:00 PM,Unknown suspect used victim's credit card to purchase parking pass,Report Taken
3318,Citizen Contact,North Mesa Apartments,3/30/2015,1503300078,3/30/2015,9:52 PM,Subject stating father in‐law is at his apartment and will not leave,Will Cooperate
3319,Ticket Sign Off,UCSD Police Department,3/30/2015,1503300083,3/30/2015,10:49 PM,,Information Only
3320,Unknown Event,Tamarack Apartments,3/30/2015,1503300087,3/30/2015,11:36 PM,Blue light box making a loud buzzing sound,Information Only
3321,Fire Alarm,Argo Hall,3/30/2015,1503300088,3/30/2015,11:43 PM,,False Alarm
3322,Person Down,Lot 704,3/30/2015,1503300090,3/30/2015,11:46 PM,Male down in front of shuttle stop,Checks OK
3323,Suspicious Person,Miramar Street,3/30/2015,1503300092,3/30/2015,11:53 PM,,Unable To Locate
3324,Noise Disturbance,Marshall Apartments East,3/11/2015,1503110004,3/11/2015,1:57 AM,Loud talking and playing games,Quiet On Arrival
3325,Suspicious Vehicle,1 Miramar Building 5,3/11/2015,1503110005,3/11/2015,3:33 AM,,Checks OK
3326,Security Alarm,Student Health,3/11/2015,1503110014,3/11/2015,6:33 AM,,False Alarm
3327,Fire Alarm,Pharmaceutical Sciences,3/11/2015,1503110019,3/11/2015,7:29 AM,,False Alarm
3328,Bicyclist Stop,Leichtag Biomedical Building,3/11/2015,1503110022,3/11/2015,7:58 AM,,Cited
3329,Collision ‐ No Injuries,I‐5/Genesee Ave,3/11/2015,2015‐0369,3/11/2015,8:00 AM,,Report Taken
3330,Bicyclist Stop,Voigt Dr/Gilman Dr,3/11/2015,1503110041,3/11/2015,8:59 AM,,Cited
3331,Fire Alarm,UNEX B,3/11/2015,1503110064,3/11/2015,1:11 PM,,False Alarm
3332,Grand Theft,Nirenberg Hall,3/11/2015,2015‐0370,2/26/2015‐3/4/2015,Unknown,Stolen video projector,Report Taken
3333,Injury,Ridgewalk/Urey Hall,3/11/2015,2015‐0371,3/9/2015,12:00 PM,Collision between two bicyclists,Report Taken
3334,Incomplete Phone Call/911 Hang‐Up,Leichtag Biomedical Building,3/11/2015,1503110073,3/11/2015,3:20 PM,,Checks OK
3335,Lost Property,Price Center,3/11/2015,1503110074,3/11/2015,4:22 PM,Found debit card,Returned To Owner
3336,Chemical Spill,Natural Sciences Building,3/11/2015,1503110075,3/11/2015,4:51 PM,Small amount of mercury leaked from broken thermometer,Referred To Other Agency‐EH&S
3337,Suspicious Package,Par Course,3/11/2015,1503110077,3/11/2015,5:31 PM,Dead porcupine inside box,Referred To Other Agency‐EH&S
3338,Citizen Contact,UCSD Police Department,3/11/2015,1503110079,3/11/2015,6:29 PM,Regarding filing complaint,Information Only
3339,Attempted Petty Theft,Visual Arts 1,3/11/2015,2015‐0372,3/11/2015,8:00 PM,Attempted theft of bicycle,Report Taken
3340,Suspicious Person,Lot 709,3/11/2015,1503110084,3/11/2015,9:05 PM,,Unable To Locate
3341,Security Alarm,"Campus Services Complex, Building E",3/11/2015,1503110085,3/11/2015,10:11 PM,,False Alarm
3342,Marijuana Contact,Muir Tennis Courts,3/11/2015,2015‐0373,3/11/2015,11:20 PM,,Marijuana Impounded
3343,Petty Theft,Mayer Hall,3/11/2015,2015‐0385,3/2/2015‐3/3/2015,6:00 PM‐9:00 AM,"Stolen projector, loss $300.00",Online Report
3344,Noise Disturbance,Brennan Hall,3/9/2015,1503090002,3/9/2015,1:18 AM,,Will Cooperate
3345,Welfare Check,Tioga Hall,3/9/2015,1503090003,3/9/2015,1:50 AM,,Checks OK
3346,Noise Disturbance,The Village Building 6,3/9/2015,1503090004,3/9/2015,1:51 AM,,Quiet On Arrival
3347,Domestic Violence Disturbance,South Mesa Apartments,3/9/2015,2015‐0358,3/5/2015‐3/9/2015,5:00 PM‐3:00 AM,"Family dispute, verbal argument only between married couple, one half took daughter out of city without informing other parent",Report Taken
3348,Citizen Contact,Discovery Hall,3/9/2015,1503090009,3/9/2015,4:09 AM,Escorting subject to bus stop,Information Only
3349,Disturbance ‐ Group,Lot 208,3/9/2015,1503090010,3/9/2015,4:20 AM,,Checks OK
3350,Illegal Camping,Guava,3/9/2015,1503090018,3/9/2015,7:36 AM,,Information Only
3351,Bicyclist Stop,Library Walk,3/9/2015,1503090035,3/9/2015,8:47 AM,,Verbal Warning Issued
3352,Vandalism,York Hall,3/9/2015,2015‐0359,Unknown‐3/9/2015,Unknown‐8:54 AM,"Graffiti, damage $400.00",Report Taken
3353,Non Injury Accident Report,"22 Freeway, Long Beach, CA",3/9/2015,2015‐0360,3/7/2015,10:00 AM‐10:30 AM,Solo UC vehicle involved accident,Report Taken
3354,Illegal Camping,Downwind Wy/La Jolla Shores Dr,3/9/2015,1503090048,3/9/2015,11:10 AM,,Field Interview
3355,Incomplete Wireless 911 Call,Pepper Canyon Hall,3/9/2015,1503090056,3/9/2015,12:12 PM,,Checks OK
3356,Person Down,Voigt Dr/Hopkins Dr,3/9/2015,2015‐0362,3/9/2015,12:37 PM,"Psych subject, report of female lying in the roadway crying hysterically and non‐responsive",Transported To Hospital For Evaluation
3357,Incomplete Wireless 911 Call,Price Center,3/9/2015,1503090064,3/9/2015,1:05 PM,,Checks OK
3358,Clery Incident Reported,Student Health,3/9/2015,1503090065,2/28/2015,1:08 PM,Report of Off Campus sexual assault,Information Only
3359,Non Injury Accident,UCSD Campus Services Complex Building G,3/9/2015,2015‐0361,3/9/2015,1:15 PM,,Report Taken
3360,Vandalism,Dance Studio,3/9/2015,1503090068,3/9/2015,1:48 PM,"Dry erase marker on window, no permanent damage",Information Only
3361,Vandalism,Student Services Center,3/9/2015,2015‐0363,3/9/2015,1:49 PM,"Graffiti inside men's restroom, damage $160.00",Report Taken
3362,Non Injury Accident Report,VA Hospital,3/9/2015,1503090070,3/9/2015,11:00 AM‐2:00 PM,"Other involved motorist left note for reporting party, but RP is still requesting to speak with an officer",Information Only
3363,Security Alarm,Student Center Building A,3/9/2015,1503090071,3/9/2015,3:03 PM,,False Alarm
3364,Citizen Contact,North Torrey Pines Rd,3/9/2015,2015‐0364,3/9/2015,3:24 PM,Reporting party wants to make a report regarding being harassed by another student,Report Taken
3365,Incomplete Wireless 911 Call,Applied Physics & Mathematics,3/9/2015,1503090073,3/9/2015,3:54 PM,,Checks OK
3366,Illegal Parking,Regents Rd,3/9/2015,1503090082,3/9/2015,6:50 PM,,Gone On Arrival
3367,Vehicle Burglary,Pangea Parking Structure,3/9/2015,2015‐0365,1/5/2015‐2/5/2015,Unknown,"Unknown suspect(s) slashed through top of victim's car, estimated damage $500.00",Report Taken
3368,Noise Disturbance,Argo Hall,3/9/2015,1503090101,3/9/2015,11:13 PM,Loud music,Unable To Locate
3369,Ticket Sign Off,UCSD Police Department,3/9/2015,1503090102,3/9/2015,11:41 PM,,Information Only
3370,Quiet Hours Contact,The Village West Building 6,3/29/2015,1503290001,3/29/2015,1:06 AM,,Will Cooperate
3371,Drunk In Public,Central Mesa Apartments,3/29/2015,1503290002,3/29/2015,1:29 AM,People getting into vehicle and talking about how much they have been drinking,Checks OK
3372,Citizen Contact,Geneva Hall,3/29/2015,1503290006,3/29/2015,2:39 AM,Smoking,Information Only
3373,Illegal Camping,Muir Apartments,3/29/2015,1503290008,3/29/2015,4:21 AM,,Information Only
3374,Disturbance‐ Domestic Violence,North Mesa Apartments,3/29/2015,2015‐0455,3/29/2015,8:45 AM,,Closed By Adult Arrest
3375,Security Alarm,UCTR 965,3/29/2015,1503290012,3/29/2015,10:11 AM,,False Alarm
3376,Security Alarm,Leichtag Biomedical Building,3/29/2015,1503290013,3/29/2015,10:23 AM,,False Alarm
3377,Fire Alarm,Pangea Parking Structure,3/29/2015,1503290017,3/29/2015,11:09 AM,,False Alarm
3378,Security Alarm,University House,3/29/2015,1503290021,3/29/2015,12:27 PM,,False Alarm
3379,Suspicious Vehicle,La Jolla Farms Rd/La Jolla Shores Dr,3/29/2015,1503290026,3/29/2015,2:32 PM,,Information Only
3380,Call For Help,La Jolla Shores Dr/North Torrey Pines Rd,3/29/2015,1503290027,3/29/2015,2:37 PM,"Call from call box, no answer, nothing heard",Checks OK
3381,Security Alarm,Mt. Soledad MPL Facility Building 2,3/29/2015,1503290052,3/29/2015,6:09 PM,,False Alarm
3382,Information,Lot 701,3/29/2015,1503290064,3/29/2015,9:40 PM,Vehicle with heavy rear end damage,Checks OK
3383,Information,The Village West Building 1,3/29/2015,1503290067,3/29/2015,10:18 PM,Spill coming from elevator,Referred To Other Agency‐ Housing Maintenance
3384,Noise Disturbance,Tamarack Apartments,3/29/2015,1503290072,3/29/2015,11:05 PM,,Quiet On Arrival
3385,Information,Price Center,3/29/2015,1503290074,3/29/2015,11:56 PM,Report of male in bathroom for long time,Information Only
3386,Information,The Village East Building 2,3/21/2015,1503210002,3/21/2015,12:09 AM,,Bicycle Impounded
3387,Quiet Hours Contact,The Village West Building 2,3/21/2015,1503210005,3/21/2015,1:09 AM,,Information Only
3388,Quiet Hours Contact,The Village West Building 2,3/21/2015,1503210007,3/21/2015,1:29 AM,,Information Only
3389,Quiet Hours Contact,Discovery Hall,3/21/2015,1503210008,3/21/2015,1:32 AM,,Information Only
3390,Alcohol Contact,Pangea Parking Structure,3/21/2015,2015‐0431,3/21/2015,1:38 AM,Public intoxication,Transported To Detox
3391,Disturbance ‐ Party,The Village Building 2,3/21/2015,1503210010,3/21/2015,1:40 AM,,Group Dispersed
3392,Quiet Hours Contact,The Village Building 1,3/21/2015,1503210011,3/21/2015,2:01 AM,,Information Only
3393,Quiet Hours Contact,Asante Hall,3/21/2015,1503210012,3/21/2015,2:08 AM,,Information Only
3394,Noise Disturbance,The Village East Building 1,3/21/2015,1503210014,3/21/2015,2:17 AM,Loud party,Will Cooperate
3395,Disturbance ‐ Group,Northview Information Booth,3/21/2015,1503210015,3/21/2015,2:23 AM,,Information Only
3396,Quiet Hours Contact,The Village Building 1,3/21/2015,1503210016,3/21/2015,2:28 AM,,Information Only
3397,Noise Disturbance,1 Miramar,3/21/2015,1503210019,3/21/2015,5:17 AM,Loud stomping and yelling,Quiet On Arrival
3398,Security Alarm,Student Health,3/21/2015,1503210023,3/21/2015,6:53 AM,,False Alarm
3399,Suspicious Vehicle,North Torrey Pines Rd/North Point Dr,3/21/2015,1503210038,3/21/2015,12:28 PM,,Information Only
3400,Citizen Contact,The Village East Building 1,3/21/2015,1503210039,3/21/2015,12:28 PM,Unable to turn in keys to Res Life office due to being closed for spring break,Information Only
3401,Traffic Stop,North Torrey Pines Rd/La Jolla Scenic,3/21/2015,2015‐0432,3/21/2015,2:12 PM,,"Closed By Citation, Adult"
3402,Noise Disturbance,La Jolla Del Sol Apartments,3/21/2015,1503210052,3/21/2015,6:17 PM,,Quiet On Arrival
3403,Citizen Contact,Thornton Hospital,3/21/2015,1503210060,3/21/2015,9:32 PM,Unknown male continues to call phone line,Information Only
3404,Medical Aid,Thornton Hospital,3/21/2015,1503210063,3/21/2015,9:46 AM,Subject outside hospital possible suffering from alcohol poisoning,Turned Over To Hospital
3405,Illegal Parking,Canyonview Pool,3/21/2015,1503210064,3/21/2015,9:49 PM,,Information Only
3406,Information,The Village East,3/21/2015,1503210067,3/21/2015,10:04 PM,Elevator sounds like it is going to break,Referred To Other Agency‐Housing Maintenance
3407,Attempt To Contact,Central Mesa Apartments,3/21/2015,1503210068,3/21/2015,10:09 PM,,Information Only
3408,Welfare Check,North Mesa Apartments,3/21/2015,2015‐0433,3/21/2015,10:19 PM‐11:23 PM,Domestic violence incident: verbal argument between couple,Report Taken
3409,Petty Theft,Price Center,3/21/2015,2015-0442,3/10/2015-3/21/2015,1:30 PM - 2:30 PM,"Stolen cell phone, loss $80.00",Online Report
3410,Illegal Camping,Warren College,3/1/2015,1503010003,3/1/2015,1:10 AM,,Information Only
3411,Disturbance ‐ Party,Brown Hall,3/1/2015,1503010009,3/1/2015,1:54 AM,,RSO Report Taken
3412,Marijuana Contact,The Village East Building 1,3/1/2015,1503010011,3/1/2015,2:06 AM,Resident Advisor smells odor of marijuana,RSO Report Taken
3413,Drunk Driving ‐ No Injuries,The Village Building 2,3/1/2015,1503010013,3/1/2015,2:46 AM,,Checks OK
3414,Alcohol Contact,The Village East Building 1,3/1/2015,2015‐0327,3/1/2015,3:09 AM,"Excessive alcohol, RSO located young adult male passed out and unresponsive on couch inside suite",Transported To Hospital
3415,Fire Alarm,Center Hall,3/1/2015,1503010019,3/1/2015,8:36 AM,,False Alarm
3416,Missing Juvenile,Telemedicine Building,3/1/2015,1503010023,3/1/2015,9:58 AM,Parent unable to locate juvenile daughter who ran in 5k race,Checks OK
3417,Escapee,Scripps Memorial Hospital,3/1/2015,1503010025,3/1/2015,11:26 AM,"Young adult male brought in by San Diego Police for ingesting narcotics, subject ran out when police officers left",Unable To Locate
3418,Marijuana Contact,Pepper Canyon Hall,3/1/2015,1503010026,3/1/2015,12:24 PM,2 Subjects smoking marijuana inside room,Field Interview
3419,Collision ‐ No Injuries,Greenhouse Ln/Voigt Dr,3/1/2015,2015‐0328,3/1/2015,2:15 PM,Vehicle vs. Pole,Report Taken
3420,Citizen Flagdown,Gilman Dr,3/1/2015,1503010030,3/1/205,2:41 PM,,Information Only
3421,Illegal Parking,Lot 309,3/1/2015,1503010031,3/1/2015,4:30 PM,,Cancelled Before Dispatched
3422,Disturbance,Gilman Dr/Eucalyptus Grove Ln,3/1/2015,1503010033,3/1/2015,5:41 PM,Adult male at bus stop yelling at people,Gone On Arrival
3423,Fire Alarm,Europe Hall,3/1/2015,1503010036,3/1/2015,8:38 PM,,False Alarm
3424,Reckless Driving,Lot 104,3/1/2015,1503010043,3/1/2015,11:15 PM,,Field Interview
3425,Noise Disturbance,Marshall Res Halls,3/14/2015,1503140001,3/14/2015,12:09 AM,,Information Only
3426,Citizen Contact,Lot 208,3/14/2015,1503140002,3/14/2015,12:35 AM,,Field Interview
3427,Drunk In Public,Equality Ln/Voigt Dr,3/14/2015,1503140003,3/14/2015,12:40 AM,"Per CSO, adult male on curb possible publicly intoxicated",Checks OK
3428,Disturbance,The Village Building 2,3/14/2015,2015‐0397,3/14/2015,1:35 AM,"Non‐affiliate in housing area for UCSD affiliates only, refusing to identify self to RSO",Stay Away Order Issued
3429,Citizen Contact,Geisel Library,3/14/2015,1503140005,3/14/2015,2:36 AM,Adult female upset about being woken up from a nap by security guards and being asked for identification,Field Interview
3430,Noise Disturbance,The Village East Building 1,3/14/2015,1503140007,3/14/2015,4:06 AM,Loud music and talking,Unable To Locate
