,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
4664,Suspicious Person,Lot 304,8/6/2013,130806065,8/6/2013,11:38 PM,,Checks OK
4665,Security Alarm,Biomedical Sciences Building,8/12/2013,130812007,8/12/2013,5:19 AM,,False Alarm
4666,"Disturbance, Domestic Violence",South Mesa Apartments,8/12/2013,2013-1286,8/12/2013,5:35 AM,Subjects have been arguing for the last 30 minutes,Report Taken
4667,Unknown Injury Accident,Marine Ecosystem Sensing,8/12/2013,2013-1287,8/12/2013,5:00 AM - 6:00 AM,Vehicle went off the road and onto steps of building,Report Taken
4668,Suspicious Person,Argo Hall,8/12/2013,130812033,8/12/2013,10:27 AM,,Unable to Locate
4669,Reckless Driving,Parking Lot 506,8/12/2013,130812034,8/12/2013,10:50 AM,Vehicle almost hit another vehicle coming from opposite direction,Information Only
4670,Security Alarm,SIO Library,8/12/2013,130812035,8/12/2013,10:53 AM,,False Alarm
4671,Suspicious Person,Geisel Library,8/12/2013,2013-1288,8/12/2013,11:48 AM,,Closed By Adult Arrest - booked into San Diego County Jail
4672,Report of Petty Theft,Pines,8/12/2013,2013-1289,8/12/2013,12:22 PM,Theft of bike.  Loss:  $500.00,Report Taken
4673,Security Alarm,Cash Office,8/12/2013,130812040,8/12/2013,12:43 PM,,False Alarm
4674,Citizen Contact,UCSD Police Department,8/12/2013,130812049,8/12/2013,3:42 PM,,Information Only
4675,Report of Hit and Run No Injuries,Parking Lot 208,8/12/2013,2013-1290,8/12/2013,12:00 PM - 12:30 PM,Vehicle hit another vehicle while backing up,Report Taken
4676,Welfare Check,Coast Apartments,8/12/2013,130812061,8/12/2013,10:20 PM,,Unable to Locate
4677,Suspicious Person,Glider Port,8/12/2013,130812063,8/12/2013,11:09 PM,Subject looking into vehicles,Field Interview
4678,"Disturbance, Noise",Rita Atkinson,8/12/2013,130812064,8/12/2013,11:57 PM,Subjects talking loud,Will Cooperate
4679,Grand Theft,Miramar Parking Structure,8/1/2013,2013-1291,7/31/2013 - 8/1/213,10:00 PM - 11:55 AM,Loss:  $1200.00,Online Report
4680,Petty Theft,Main Gym Outdoor Basketball Court,8/5/2013,2013-1292,8/4/2013 - 8/5/2013,7:00 PM - 8:30 PM,Loss:  $649.99,Online Report
4681,Petty Theft,Gallery at the Village,8/9/2013,2013-1293,8/8/2013,6:30 PM - 7:00 PM,Loss:  $55.00,Online Report
4682,Suspicious Person,International Center,8/14/2013,130814002,8/14/2013,3:07 AM,,Field Interview
4683,Suspicious Person,UCTR 965,8/14/2013,130814006,8/14/2013,7:31 AM,,Checks OK
4684,Bicyclist Stop,Lot 705,8/14/2013,130814017,8/14/2013,8:54 AM,,Verbal Warning Issued
4685,Bicyclist Stop,Health Sciences Dr/Athena Circle,8/14/2013,130814018,8/14/2013,8:59 AM,,Verbal Warning Issued
4686,Bicyclist Stop,Lot 703,8/14/2013,130814022,8/14/2013,9:15 AM,,Verbal Warning Issued
4687,Non Injury Accident,Off Campus‐Washington & Kurtz Street,8/14/2013,130814026,8/13/2013,12:10 PM,"UC Shuttle bus vs. other vehicle, no damage or injury",Information Only
4688,Fire Alarm,Robinson Complex Bldg 1,8/14/2013,130814028,8/14/2013,11:30 AM,,False Alarm
4689,Fire Alarm,Center For Molecular Medicine,8/14/2013,130814034,8/14/2013,1:49 PM,,False Alarm
4690,Security Alarm,Warren CAPS Office,8/14/2013,130814037,8/14/2013,3:08 PM,,False Alarm
4691,Citizen Contact,UCSD Police Department,8/14/2013,130814038,8/14/2013,3:13 PM,Regarding money lost at Gilman information booth,Money Found/Checks OK
4692,Injury,Peterson Hall,8/14/2013,2013‐1310,8/14/2013,7:20 PM,"Bicyclist & pedestrian collided, young adult male has head injury",Transported To Hospital
4693,Fire Alarm,Wells Fargo Hall,8/21/2013,130821006,8/21/2013,6:52 AM,,False Alarm
4694,Citizen Contact,Voigt Dr/Matthews Ln,8/21/2013,130821021,8/21/2013,8:35 AM,Directions needed,Information Only
4695,Fire Alarm,Mayer Hall,8/21/2013,130821028,8/21/2013,9:27 AM,,False Alarm
4696,Citizen Contact,Gilman Dr,8/21/2013,130821031,8/21/2013,10:08 AM,Directions needed,Information Only
4697,Chemical Spill,Villa La Jolla Dr/La Jolla Village Dr,8/21/2013,130821036,8/21/2013,10:38 AM,"Per San Diego Police, possible chemical spill, blue liquid leaking from vehicle",Unable To Locate/Gone On Arrival
4698,Security Alarm,Pepper Canyon,8/21/2013,130821038,8/21/2013,11:17 AM,,False alarm
4699,Smoke Check,Applied Physics & Mathematics,8/21/2013,130821040,8/21/2013,12:26 PM,,Checks OK
4700,Bicyclist Stop,Voigt Dr/Lot 701,8/21/2013,130821043,8/21/2013,1:53 PM,,Verbal Warning Issued
4701,Lost Property,Lot 103,8/21/2013,130821047,8/21/2013,3:17 PM,Property left near tree,Unable To Locate
4702,Petty Theft,Urey Hall,8/21/2013,2013‐1340,8/21/2013,Unknown,"Theft of bicycle, amount of loss unknown",Report Taken
4703,Welfare Check,Spanos Athletic Training Facility,8/21/2013,130821050,8/21/2013,5:19 PM,Subject sleeping inside vehicle,Checks OK
4704,Assist Other Agency,Lot 006,8/21/2013,130821052,8/21/2013,6:05 PM,Lifeguards chasing subjects caught going thru backpacks,"Closed By Citation‐1 Adult, 2 Juveniles"
4705,Lost Property,Revelle Apartments,8/21/2013,130821054,8/21/2013,6:21 PM,Unattended property,Turned Into Lost & Found
4706,Medical Aid,Stephen Birch Aquarium,8/21/2013,130821057,8/21/2013,8:14 PM,Adult female fainted,Transported To Hospital
4707,Medical Aid,Stephen Birch Aquarium,8/21/2013,130821058,8/21/2013,8:35 PM,Subject feeling light headed,Transported To Hospital
4708,Hazard Situation,Campus Point Dr/Genesee Ave,8/19/2013,130819002,8/19/2013,12:09 AM,Motorist driving without lights on,Gone On Arrival
4709,Citizen Flagdown,Mobile Station,8/19/2013,130819004,8/19/2013,5:59 AM,Directions,Information Only
4710,Illegal Dumping,VA Embankment,8/19/2013,130819006,8/19/2013,6:32 AM,,Field Interview
4711,Burglary To Vehicle,1 Miramar Bldg 1,8/19/2013,2013‐1322,8/18/2013‐8/19/2013,6:00 PM‐8:30 AM,"Loss: $1,690.00",Report Taken
4712,Citizen Flagdown,Lot 756,8/19/2013,130819028,8/19/2013,10:45 AM,Regarding vehicle parked in handicap parking with no placard,Checks OK
4713,Petty Theft,Tuolumne Apartments,8/19/2013,130819029,8/19/2013,10:54 AM,Reporting party may have witnessed bicycle theft,Unable To Locate
4714,Vandalism To Vehicle,Central Mesa Apartments,8/19/2013,2013‐1323,8/19/2013,12:50 PM,Vehicle damaged by falling tree branch,Report Taken
4715,Fire Alarm,RIMAC,8/19/2013,130819039,8/19/2013,2:15 PM,,False Alarm
4716,Medical Aid,The Village Bldg 4,8/19/2013,130819042,8/19/2013,3:01 PM,Adult male experiencing swelling and pain in eyes,Transported To Hospital
4717,Burglary,Café Ventanas Housing Dispatch Offices,8/19/2013,2013‐1324,6/29/2013‐8/18/2013,4:00 PM‐4:00 PM,Loss: $10.00,Report Taken
4718,Petty Theft,UCTR 201 Center Hall,8/19/2013,2013‐1325,8/19/2013,8:00 AM‐4:30 PM,"Theft of bicycle, loss: $760.00",Report Taken
4719,"Disturbance, Juvenile",Thornton Hospital,8/19/2013,130819048,8/19/2013,6:09 PM,Juvenile patient being aggressive,Field Interview/Released To Family
4720,Citizen Contact,Mesa Day Care,8/19/2013,130819049,8/19/2013,6:11 PM,Two subjects washing their vehicles at location which is not allowed according to reportingparty,Field Interview
4721,Citizen Contact,La Jolla Shores Dr/North Torrey Pines Rd,8/19/2013,2013‐1326,8/19/2013,8:14 PM,False crime reported to peace officer,Report Taken
4722,Fire Alarm,Muir Apartments,8/19/2013,130819058,8/19/2013,10:33 PM,,False Alarm
4723,Assist Other Agency,Gilman Dr/Myers Dr,8/19/2013,2013‐1327,8/19/2013,10:51 PM,Per San Diego Police: call received from Nebraska national hotline of a suicidal subject oncampus,Transported To Hospital For Evaluation
4724,Security Alarm,Jacaranda,8/19/2013,130819063,8/19/2013,11:21 PM,,False Alarm
4725,Noise Disturbance,Muir Apartments,8/19/2013,130819065,8/19/2013,11:27 PM,Loud talking,Field Interview
4726,Theft Of Bicycle,Coast Apartments,8/13/2013,2013‐1328,8/13/2013,12:00 AM‐10:00 AM,Loss: $350.00,Online Report
4727,Theft Of Bicycle,Argo Hall‐Bike Racks,8/13/2013,2013‐1329,8/12/2013‐8/13/2013,6:00 PM‐3:20 PM,Loss: $400.00,Online Report
4728,Theft Of Bicycle,Spanos Athletic Training Center,8/15/2013,2013‐1330,6/15/2013‐8/15/2013,1:55 PM‐1:55 PM,Loss: $200.00,Online Report
4729,Theft Of Bicycle,EBU1‐Bike Racks,8/16/2013,2013‐1331,8/16/2013,12:00 PM‐3:00 PM,Loss: $700.00,Online Report
4730,Theft Of Bicycle,1 Miramar Street‐Bike Racks,8/18/2013,2013‐1332,8/10/2013‐8/16/2013,11:30 AM‐11:00 AM,Loss: $200.00,Online Report
4731,Theft Of Bicycle,AP&M Building,8/19/2013,2013‐1333,8/16/2013‐8/19/2013,2:00 PM‐11:10 PM,Loss: $190.00,Online Report
4732,Theft Of Bicycle,South Mesa Apartments,8/20/2013,2013‐1334,8/20/2013,7:45 AM,Loss: $500.00,Online Report
4733,Noise Disturbance,1 Miramar Bldg 1,8/11/2013,130811001,8/11/2013,12:08 AM,Loud music,Will Cooperate
4734,Tampering With A Vehicle,Lot 104,8/11/2013,130811004,8/11/2013,2:22 AM,,Checks OK
4735,Vandalism To Vehicle,VA Hospital,8/11/2013,2013‐1284,8/06/2013‐8/11/2013,7:00 AM‐9:00 AM,Hit & Run,Report Taken
4736,Medical Aid,Kennel Way/Naga Way,8/11/2013,130811015,8/11/2013,1:07 PM,Female surfer hit head with surfboard,Medics Responded
4737,Assist Other Agency,Villa La Jolla Dr/La Jolla Village Dr,8/11/2013,130811017,8/11/2013,3:43 PM,San Diego Police on attempted suicide call requesting help with traffic control,Information Only
4738,Citizen Contact,Biomedical Library Call Box,8/11/2013,130811020,8/11/2013,6:48 PM,Caller here visiting friends but unable to locate where friends live,Information Only
4739,Suspicious Vehicle,La Jolla Institute For Allergy,8/11/2013,130811021,8/11/2013,7:21 PM,,Checks OK
4740,Citizen Flagdown,Gilman Dr/Rupertus Ln,8/11/2013,130811023,8/11/2013,7:41 PM,Directions needed,Information Only
4741,Noise Disturbance,1 Miramar Bldg 3,8/11/2013,130811028,8/11/2013,10:01 PM,Loud music,Will Cooperate
4742,Stolen Vehicle,1 Miramar Street,8/11/2013,2013‐1285,8/11/2013,1:00 AM‐11:10 PM,,Report Taken
4743,Security Alarm,Student Center Bldg A,8/5/2013,130805009,8/5/2013,7:58 AM,,Checks OK
4744,Security Alarm,Price Center,8/5/2013,130805010,8/5/2013,8:11 AM,,Checks OK
4745,Bicyclist Stop,North Torrey Pines Rd/Salk Institute Rd,8/5/2013,130805017,8/5/2013,8:42 AM,,Information Only
4746,Fire Alarm,Urey Hall,8/5/2013,130805019,8/5/2013,9:15 AM,,False Alarm
4747,Bicyclist Stop,Gilman Dr/Voigt Dr,8/5/2013,130805027,8/5/2013,10:13 AM,,Verbal Warning Issued
4748,Bicyclist Stop,Cashiers Office,8/5/2013,130805039,8/5/2013,12:06 PM,,Verbal Warning Issued
4749,Citizen Contact,Geisel Library,8/5/2013,130805045,8/5/2013,2:02 PM,Requesting to speak to officer about possible suicidal subject,Checks OK
4750,Citizen Contact,UCSD Police Department,8/5/2013,130805054,8/5/2013,3:01 PM,Requesting to speak to officer about possibly harassment issue,Field Interview
4751,Citizen Flagdown,Gilman Parking Structure,8/5/2013,130805056,8/5/2013,4:28 PM,Suspicious vehicle,Information Only
4752,Citizen Flagdown,Gilman Parking Structure,8/5/2013,130805057,8/5/2013,4:32 PM,"Welfare check: elderly female on bus, possibly has Alzheimers",Checks OK
4753,Citizen Contact,Porters Pub,8/5/2013,130805058,8/5/2013,4:53 PM,Found property,Returned To Owner
4754,Vandalism To Vehicle,Torrey Pines Center South,8/5/2013,2013‐1263,7/22/2013‐8/02/2013,Unknown,"Tamper with vehicle, damage $350.00",Report Taken
4755,Citizen Flagdown,Voigt Dr/Lot 702,8/5/2013,130805064,8/5/2013,7:31 PM,Suspicious person,Field Interview
4756,Assist Other Agency,Lot 303,8/5/2013,130805074,8/5/2013,9:28 PM,Parking requesting assistance with handicap placard violation,Parking Issued Citation
4757,Suspicious Person,South Mesa Apartments,8/5/2013,130805075,8/5/2013,9:48 PM,,Field Interview
4758,Suspicious Person,Blake Hall,8/5/2013,130805077,8/5/2013,10:30 PM,,Information Only
4759,Traffic Hazard,Revelle Plaza,8/5/2013,130805082,8/5/2013,11:53 PM,Vehicle drove from lot 103 onto Revelle Plaza,Information Only
4760,Fire Alarm,North Mesa Apartments,8/24/2013,130824001,8/24/2013,12:20 AM,,False Alarm
4761,Traffic Stop,Villa La Jolla Dr/Nobel Dr,8/24/2013,2013‐1350,8/24/2013,1:24 AM,,"Closed By Citation, Adult"
4762,Citizen Contact,Revelle Commons,8/24/2013,130824007,8/24/2013,3:59 AM,Suspicious person,Checks OK
4763,"Disturbance, Argument",La Jolla Institute For Allergy,8/24/2013,130824009,8/24/2013,7:02 AM,Security guard relieved of his duties is refusing to leave,Checks OK
4764,Illegal Parking,North Mesa Apartments,8/24/2013,130824018,8/24/2013,9:12 AM,,Will Cooperate
4765,Suspicious Vehicle,Lot 401,8/24/2013,130824025,8/24/2013,11:38 AM,,Field Interview
4766,Injury,Argo Hall,8/24/2013,2013‐1351,8/24/2013,12:30 PM,Young adult female complaining of pain in her ankle after slipping and falling in shower,Transported To Hospital
4767,Battery,Cardiovascular Center,8/24/2013,2013‐1352,8/24/2013,1:45 PM,Physical confrontation between adult brother and sister,Report Taken
4768,Incomplete Wireless 911 Call,Café Ventanas,8/24/2013,130824035,8/24/2013,2:16 PM,,Checks OK
4769,Security Alarm,Mt Soledad,8/24/2013,130824043,8/24/2013,7:42 PM,,False Alarm
4770,Information,1 Miramar Bldg 3,8/24/2013,130824044,8/24/2013,7:53 PM,Dispute between roommates,Referred To Other Agency‐Housing
4771,Suspicious Person,Blacks Beach Gate,8/24/2013,130824047,8/24/2013,9:27 PM,,Gone On Arrival
4772,Suspicious Person,Center For Molecular Medicine,8/24/2013,130824050,8/24/2013,10:35 PM,,Unable To Locate
4773,Suicide Attempt,Lebon Dr,8/24/2013,130824051,8/24/2013,10:46 PM,"No suicide attempt, 2 subjects on roof because of lock out",Field Interview
4774,"Disturbance, Party",Rita Atkinson Residences,8/24/2013,130824053,8/24/2013,11:45 PM,Loud party,Will Cooperate
4775,Security Alarm,Student Center Bldg A,8/30/2013,130830002,8/30/2013,12:19 AM,,Checks OK
4776,Medical Aid,Argo Hall,8/30/2013,130830004,8/30/2013,3:01 AM,Young adult female experiencing chest pains,Transported To Hospital
4777,Security Alarm,SIO Library,8/30/2013,130830028,8/30/2013,9:40 AM,,False Alarm
4778,Illegal Parking,Blacks Beach Gate,8/30/2013,130830032,8/30/2013,10:06 AM,,Cited
4779,Fire Alarm,Stephen Birch Aquarium,8/30/2013,130830037,8/30/2013,12:38 PM,,False Alarm
4780,Suspicious Person,Lot 104,8/30/2013,130830041,8/30/2013,1:38 PM,,Gone On Arrival
4781,Incomplete Wireless 911 Call,Revelle Commons,8/30/2013,130830047,8/30/2013,3:22 PM,,Unable To Locate
4782,Medical Aid,Rebecca & John Moores Cancer Center,8/30/2013,130830050,8/30/2013,3:47 PM,Adult female having reaction to medication,Paramedics Responded
4783,Burglary To Vehicle,VA Hospital,8/30/2013,2013‐1375,8/30/2013,3:49 PM,Loss: $410.00,Report Taken
4784,Person Down,Voigt Dr/Lot 701,8/30/2013,130830055,8/30/2013,5:06 PM,,Checks OK
4785,Information,Science & Engineering Research,8/30/2013,130830056,8/30/2013,6:17 PM,Suspicious persons,Checks OK
4786,Petty Theft,CMM East,8/30/2013,2013‐1376,8/30/2013,6:15 PM,Loss: $200.00,Report Taken
4787,Petty Theft,Muir Basketball Courts,8/30/2013,2013‐1377,8/30/2013,4:30 PM‐6:25 PM,Loss: $200.00,Report Taken
4788,Security Alarm,Student Services Center‐Admissions Office,8/30/2013,130830060,8/30/2013,7:18 PM,,False Alarm
4789,Drunk In Public,"Pontiac Drive, San Diego, CA",8/30/2013,2013‐1378,8/30/2013,10:21 PM,Subject contacted during a multi‐agency special detail at San Diego State University,"Closed By Citation, Adult"
4790,Noise Disturbance,Bates Hall,8/30/2013,130830073,8/30/2013,11:37 PM,Loud television,Will Cooperate
4791,Drunk In Public,1 Miramar Bldg 4,8/29/2013,2013‐1371,8/29/2013,2:30 AM,,Closed By Adult Arrest
4792,Security Alarm,Engineering Bldg Unit 3A,8/29/2013,130829013,8/29/2013,7:12 AM,,False Alarm
4793,Bicyclist Stop,Pangea Dr,8/29/2013,1308290109,8/29/2013,7:53 AM,,Verbal Warning Issued
4794,"Distrubance, Argument",Lot 603,8/29/2013,130829021,8/29/2013,8:13 AM,Verbal argument between parking and motorist over disabled placard,Field Interview
4795,Bicyclist Stop,Voigt Dr/Matthews Ln,8/29/2013,130829022,8/29/2013,8:32 AM,,Written Warning Issued
4796,Hazerdous Materials Incident,Rogers Place & Market,8/29/2013,130829032,8/29/2013,10:29 AM,A bag filled with miscellaneous chemicals turned in to staff as lost and found,Referred To Other Agency‐EH&S
4797,Medical Aid,Robinson Complex Bldg 2,8/29/2013,130829037,8/29/2013,11:07 PM,Adult female fainted,Transported To Hospital
4798,Vandalism,Applied Physics & Mathematics,8/29/2013,2013‐1373,Unknown,Unknown,"Graffiti, damage: $100.00",Report Taken
4799,Illegal Camping,Above Lot 017,8/29/2013,130829044,8/29/2013,12:41 PM,,Checks OK
4800,"Disturbance, Juvenile",Urey Hall,8/29/2013,130829051,8/29/2013,2:50 PM,Group of juvenile males trick skating,Field Interview
4801,Hit & Run‐No Injuries,Lot 416,8/29/2013,130829055,8/29/2013,3:57 PM,No report wanted at this time,Information Only
4802,Fire Alarm,Engineering Bldg Unit 3A,8/29/2013,130829058,8/29/2013,4:54 PM,,False Alarm
4803,Suspicious Person,Center For Molecular Medicine,8/29/2013,130829068,8/29/2013,8:09 PM,,Unable To Locate
4804,Bicyclist Stop,Gilman Information Booth,8/29/2013,130829085,8/29/2013,11:04 PM,,Verbal Warning Issued
4805,Noise Disturbance,Tamarack Apartments,8/29/2013,130829086,8/29/2013,11:36 PM,Loud music,Unable To Locate
4806,Petty Theft,EBU2,8/26/2013,2013‐1374,6/3/2013,12:00 AM‐1:00 PM,Loss: $800.00,Online Report
4807,Suspicious Person,North Torrey Pines Rd/La Jolla Shores Dr,8/8/2013,130808001,8/8/2013,12:18 AM,,Field Interview
4808,Suspicious Vehicle,1 Miramar Parking Structure,8/8/2013,130808002,8/8/2013,12:32 AM,,Field Interview
4809,Citizen Contact,Nierenberg Hall,8/8/2013,130808003,8/8/2013,1:37 AM,Model helicopter landed on roof,Unable To Locate
4810,Fire Alarm,Engineering Bldg Unit 3A,8/8/2013,130808016,8/8/2013,8:46 AM,,False Alarm
4811,Bicyclist Stop,Myers Dr,8/8/2013,130808029,8/8/2013,12:58 PM,,Verbal Warning Issued
4812,Hit & Run‐No Injuries,Lot P14,8/8/2013,2013‐1274,8/8/2013,12:30 PM‐2:00 PM,,Report Taken
4813,Hit & Run‐No Injuries,Lot P16,8/8/2013,2013‐1275,7/23/2013,Unknown,,Report Taken
4814,Welfare Check,Geisel Library,8/8/2013,2013‐1271,8/7/2013‐8/8/2013,5:49 PM‐4:51 PM,Adult male acting erratic,Transported To Hospital
4815,Security Alarm,Dean's Office,8/8/2013,130808042,8/8/2013,6:01 PM,,False Alarm
4816,Citizen Contact,RIMAC,8/8/2013,130808047,8/8/2013,9:01 PM,Resident Dean requesting assistance with contacting campers using BBQ's on basketball courts,Information Only
4817,Noise Disturbance,Central Mesa Apartments,8/8/2013,130808048,8/8/2013,10:07 PM,Loud talking,Will Cooperate
4818,Noise Disturbance,Lebon Dr,8/8/2013,130808049,8/8/2013,10:46 PM,Loud hammering,Will Cooperate
4819,Security Alarm,Medical Teaching Facility,8/8/2013,130808051,8/8/2013,11:37 PM,,False Alarm
4820,Noise Disturbance,Argo Hall,8/22/2013,130822002,8/22/2013,2:26 AM,Loud music,Quiet On Arrival
4821,Vandalism To Vehicle,1 Miramar Parking Structure,8/22/2013,2013‐1342,8/21/2013‐8/22/2013,9:40 PM‐7:05 AM,"Vehicle burglary & vandalism, several victims, total loss approximately $555.00",Report Taken
4822,Citizen Contact,Housing & Dining,8/22/2013,130822016,8/22/2013,8:50 AM,Directions needed,Information Only
4823,Burglary,Internal Medicine Group Bldg 3,8/22/2013,2013‐1346,8/21/2013‐8/22/2013,5:30 PM‐8:00 AM,Loss: $13.00,Report Taken
4824,Citizen Contact,Muir College Dr,8/22/2013,130822025,8/22/2013,9:32 AM,Directions needed,Information Only
4825,Security Alarm,Student Center Bldg A,8/22/2013,130822031,8/22/2013,12:15 PM,,Checks OK
4826,Suspicious Person,Sixth College Apartments,8/22/2013,130822041,8/22/2013,3:21 PM,,Unable To Locate
4827,Citizen Contact,UCSD Police Department,8/22/2013,130822042,8/22/2013,3:30 PM,Regarding ID verification,Information Only
4828,Suspicious Person,Cognitive Sciences Bldg,8/22/2013,130822049,8/22/2013,8:22 PM,,Unable To Locate
4829,Citizen Flagdown,Library Walk,8/22/2013,130822054,8/22/2013,9:39 PM,,Information Only
4830,Theft Of Bicycle,1 Miramar Bldg 3,8/20/2013,2013‐1343,8/19/2013‐8/20/2013,8:00 PM‐11:45 AM,Loss: $500.00,Online Report
4831,Theft Of Bicycle,Biomedical Library,8/20/2013,2013‐1344,8/18/2013‐8/20/2013,3:00 PM‐3:00 PM,Loss: $420.00,Online Report
4832,Theft Of Bicycle,Eucalyptus Grove Ln,8/21/2013,2013‐1345,7/26/2013,8:00 PM‐10:00 PM,"Loss: $1,599.00",Online Report
4833,Security Alarm,Chase ATM Price Center,8/3/2013,130803002,8/3/2013,12:20 AM,,False Alarm
4834,Medical Aid,Mandeville Auditorium,8/3/2013,130803015,8/3/2013,11:57 AM,Subject experiencing chest pains,Transported to Hospital by Medics
4835,Illegal Parking,Parking Lot 504,8/3/2013,130803019,8/3/2013,12:55 PM,,Cited
4836,Illegal Parking,Warren Field,8/3/2013,130803023,8/3/2013,3:52 PM,,Cited
4837,Security Alarm,Medical Teaching Facility,8/3/2013,130803028,8/3/2013,6:58 PM,,Cancelled Before Dispatch
4838,Report of Stolen Vehicle,Mesa Boat Lot,8/3/2013,2013-1262,7/20/2013 - 8/3/2013,,,Report Taken
4839,Noise Disturbance,1 Miramar Bldg 4,8/17/2013,130817001,8/17/2013,12:17 AM,Loud music and talking,Will Cooperate
4840,Fire Alarm,Mayer Hall,8/17/2013,130817003,8/17/2013,1:05 AM,,False Alarm
4841,Quiet Hours Contact,Galathea Hall,8/17/2013,130817005,8/17/2013,1:41 AM,,Information Only
4842,Fire Alarm,Tenaya Hall,8/17/2013,130817012,8/17/2013,8:12 AM,No signs of smoke or fire,Referred To Other Agency‐Housing Maintenance
4843,Medical Aid,The Village Bldg 4,8/17/2013,130817014,8/17/2013,9:30 AM,Adult male with possible food poisoning,Transported To Hospital
4844,Citizen Flagdown,Matthews Ln,8/17/2013,130817015,8/17/2013,11:51 AM,Fix it ticket,Information Only
4845,Citizen Flagdown,Glider Port,8/17/2013,130817017,8/17/2013,11:58 AM,,Field Interview
4846,Citizen Contact,EBU 1‐Loading Dock,8/17/2013,2013‐1316,8/16/2013‐8/17/2013,2:30 PM‐6:15 AM,"Missing electrical cart, later found",Informational Report Taken
4847,Suspicious Vehicle,North Mesa Apartments,8/17/2013,130817022,8/17/2013,1:15 PM,,Verbal Warning Issued
4848,Ticket Sign Off,UCSD Police Departments,8/17/2013,130817023,8/17/2013,1:24 PM,,Information Only
4849,Person Down,Southwest Fisheries‐La Jolla Shores Dr,8/17/2013,130817027,8/17/2013,3:34 PM,Bicycle rider,Information Only
4850,Citizen Flagdown,Discovery Wy/La Jolla Shores Dr,8/17/2013,130817028,8/17/2013,3:41 PM,Directions needed,Information Only
4851,Injury,Warren Mall,8/17/2013,2013‐1317,8/17/2013,5:59 PM,Adult male injured while skateboarding,Transported To Hospital
4852,Citizen Flagdown,Price Center,8/17/2013,130817034,8/17/2013,6:29 PM,Lock out,Information Only
4853,Citizen Flagdown,VA Hospital,8/17/2013,130817037,8/17/2013,7:21 PM,Missing vehicle,Checks OK
4854,Suspicious Vehicle,VA Hospital,8/17/2013,130817038,8/17/2013,7:26 PM,,Checks OK
4855,Citizen Contact,VA Embankment,8/17/2013,2013‐1318,8/17/2013,7:49 PM,Two adult males contacted for unauthorized fire inside city limits,Closed By Adult Arrest
4856,Gas/Water/Sewer Leak,UCSD Police Department,8/17/2013,130817047,8/17/2013,10:56 PM,Smell of natural gas,Unable To Locate
4857,Citizen Contact,South Mesa Apartments,8/17/2013,130817048,8/17/2013,10:59 PM,Civil matter regarding child visitation,Referred To Other Agency‐Family Court
4858,Security Alarm,Center For Molecular Medicine,8/10/2013,130810003,8/10/2013,12:28 AM,,False Alarm
4859,Petty Theft,North Mesa Apartments,8/10/2013,130810018,8/10/2013,11:38 AM,"Theft of bicycles, Reporting party needed to leave, will make report at later time",Information Only
4860,Security Alarm,Leichtag Biomedical Bldg,8/10/2013,130810031,8/10/2013,5:55 PM,,False Alarm
4861,Grand Theft,Black's Bech,8/10/2013,2013‐1283,8/10/2013,6:45 PM‐7:30 PM,"Loss: $1,810.00",Report Taken
4862,Injury,Muir Field,8/10/2013,2013‐1282,8/10/2013,7:52 PM,"Cheerleading camp: Two cheerleaders collided, one complaining of neck pain",1 Transported To Hospital
4863,Information,Mesa Housing/Laundry Room,8/10/2013,130810037,8/10/2013,10:33 PM,"Per CSO, group having party and consuming alcohol",Checks OK
4864,Suspicious Person,Muir Tennis Courts,8/10/2013,130810038,8/10/2013,10:53 PM,,Information Only
4865,Disturbance,Rady School Of Management,8/10/2013,130810040,8/10/2013,11:25 PM,People running around on the roof,Gone On Arrival
4866,Suspicious Vehicle,VA Hospital,8/31/2013,130831001,8/31/2013,12:06 AM,,Checks OK
4867,Suspicious Person,Naga Wy,8/31/2013,130831003,8/31/2013,1:09 AM,,Field Interview
4868,Traffic Stop,Mobil Station,8/31/2013,2013‐1379,8/31/2013,2:00 AM,,"Closed By Citation, Adult"
4869,Security Alarm,Price Center‐Chase ATM,8/31/2013,130831014,8/31/2013,10:03 AM,,False Alarm
4870,Suspicious Vehicle,Lot 702,8/31/2013,130831015,8/31/2013,10:16 AM,,Checks OK
4871,Medical Aid,La Jolla Playhouse,8/31/2013,130831029,8/31/2013,2:15 PM,Adult male with possible heat exhaustion,Transported To Hospital
4872,Security Alarm,Campus Services Complex Bldg A,8/31/2013,130831032,8/31/2013,2:22 PM,,False Alarm
4873,Stolen Vehicle,Sanford Consortium,8/31/2013,2013‐1380,8/31/2013,9:30 AM‐2:50 PM,,Report Taken
4874,Illegal Parking,Lot 357,8/31/2013,130831035,8/31/2013,3:33 PM,,Gone On Arrival
4875,Citizen Flagdown,Lot 207,8/31/2013,130831039,8/31/2013,4:34 PM,Elderly motorist having trouble putting vehicle into gear,Information Only
4876,Grand Theft,Pharmaceutical Sciences,8/31/2013,2013‐1381,8/31/2013‐9/01/2013,5:00 P M‐3:00 PM,"Loss: $1,200.00",Report Taken
4877,Suspicious Person,Central Mesa Apartments,8/31/2013,130831049,8/31/2013,10:49 PM,,Gone On Arrival
4878,Noise Disturbance,Bates Hall,8/31/2013,130831051,8/31/2013,11:01 PM,Loud talking and yelling,Will Cooperate
