,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
3710,Possession of Marijuana,Stewart Hall,4/5/2012,120405044,4/5/2012,3:11 PM,,Unable to locate
3711,Welfare Check,Sixth College Apts,4/5/2012,120405045,4/5/2012,3:33 PM,,Transported to hospital
3712,Suspicious Person,Rady Bldg,4/5/2012,120405048,4/5/2012,6:38 PM,Subjects in construction area,Unable to locate
3713,Citizen Flagdown,Lot 359,4/5/2012,120405050,4/5/2012,7:02 PM,,Information only
3714,Burglary Alarm,Student Services Center,4/5/2012,120405051,4/5/2012,7:15 PM,,Cancelled before dispatched
3715,Injury Accident,Geisel Library,4/5/2012,2012-0406,4/5/2012,7:50 PM,Cart vs. bicyclist,"Cyclist transported to hospital for minor injuries, report taken"
3716,Possession of Marijuana,Marshall Activity Center,4/5/2012,120405055,4/5/2012,9:27 PM,,Unable to locate
3717,Drunk In Public,Lot 703,4/5/2012,2012-0407,4/5/2012,10:00 PM,,Transported to hospital by paramedics
3718,Reckless Driving,Scholar's Drive North,4/5/2012,120405057,4/5/2012,10:16 PM,,Unable to locate
3719,Welfare Check,Canyonview Pool,4/5/2012,120405059,4/5/2012,10:17 PM,Female having difficulty walking,Checks ok
3720,"Disturbance, Noise",Bates Hall,4/5/2012,120405063,4/5/2012,10:46 PM,Loud basketball game,Will cooperate
3721,Citizen Contact,The Village Bldg 1,4/5/2012,120405065,4/5/2012,11:19 PM,Officer requested to assist in identifying subject,Information only
3722,"Disturbance, Noise",Kathmandu,4/30/2012,120430001,4/30/2012,12:27 AM,Loud party,Information Only
3723,Incomplete Phone Call,Sun God,4/30/2012,120430003,4/30/2012,12:38 AM,"Second activation from call box, nothing heard",Checks Ok
3724,Possession of Marijuana,The Village Building 3,4/30/2012,120430008,4/30/2012,1:23 AM,Strong smell of marijuana in the hallway,Checks Negative
3725,Suspicious Person,Biomedical Sciences Building,4/30/2012,120430010,4/30/2012,1:52 AM,Possible transient,Verbal Warning
3726,Non Injury Accident,Leichtag Biomedical Building,4/30/2012,2012-0503,4/30/2012,2:38 AM,Collision involving a UC vehicle,Report Taken
3727,Suspicious Vehicle,Parking Lot 104,4/30/2012,120430015,4/30/2012,2:40 AM,Vehicle has been parked for 10 minutes and no one has gotten out,Checks Ok
3728,Incomplete Phone Call/911 Hangup,La Jolla Professional Center,4/30/2012,120430027,4/30/2012,8:24 AM,"Hang up, possible misdial",Checks Ok
3729,Suspicious Person,Main Gym,4/30/2012,2012-0504,4/30/2012,12:14 PM,Transient went into men's locker room,Report Taken
3730,Found Property,International House,4/30/2012,120430037,4/30/2012,12:28 PM,Wallet,Returned to Owner
3731,Report of Hit and Run No Injuries,Sanford Consortium on Torrey Pines Scenic Drive,4/30/2012,120430040,4/30/2012,12:39 PM,Car nearby with damage matching Reporting Party's vehicle,Information Only
3732,Report of Petty Theft,Loading Dock on Parking Lot 105,4/30/2012,2012-0505,4/27/2012 - 4/30/2012,4:30 PM - 8:30 AM,Theft of exhaust.  Loss: no value given,Report Taken
3733,Hazard Situation,Rebecca and John Moores Cancer Center,4/30/2012,120430043,4/30/2012,1:51 PM,"Injury, medics not needed",Referred to Other Agency - EH&S
3734,Incomplete Phone Call from a Payphone,Stephen Birch Aquarium,4/30/2012,120430045,4/30/2012,1:51 PM,Nothing heard,Checks Ok
3735,Petty Theft,Bookstore,4/30/2012,2012-0506,4/30/2012,5:35 PM,Unknown loss,Report Taken
3736,Incomplete Wireless Call,Pines on Muir Commons,4/30/2012,120430054,4/30/2012,7:24 PM,,Checks Ok
3737,Incomplete Wireless Call,Sierra Summit,4/30/2012,120430055,4/30/2012,7:42 PM,,Checks Ok
3738,Suspicious Vehicle,Parking Lot 020,4/30/2012,120430058,4/30/2012,8:46 PM,Reporting Party said he heard someone hit something inside a vehicle,Checks Ok
3739,Possession of Marijuana,Muir Apartments,4/30/2012,120430059,4/30/2012,9:03 PM,,Checks Ok
3740,"Disturbance, Noise",1 Miramar Building 4,4/30/2012,120430065,4/30/2012,11:22 PM,Loud music from apartment below,Quiet on Arrival
3741,Theft,Geisel Library,4/19/2012,2012-0480,4/19/2012,4:25 PM - 7:10 PM,Theft of bicycle. Loss: $300.00,Report taken
3742,Theft,Pangea,4/20/2012,2012-0481,4/18/12-4/19/12,11:15 PM - 7:45 AM,Theft of bicycle brakes. Loss: $30.00.,Report taken
3743,Theft,Revelle Apartments,4/23/2012,2012-0483,4/14/2012,8:00 AM - 2:00 PM,Theft of Ipod touch. Loss: $300.00,Report taken
3744,Theft,Geisel Library,4/23/2012,2012-0484,4/20/12-4/22/12,6:00 PM - 10:00 PM,Theft of jacket and ID. Loss: $31.00,Report taken
3745,Found Property,IRPS Library,4/24/2012,120424003,4/24/2012,12:33 AM,,Returned to owner
3746,Citizen Contact,Tamarack Apartments,4/24/2012,120424005,4/24/2012,1:12 AM,Reporting party heard someone trying to get in through front door.,Unable to locate
3747,"Disturance, Noise",1 Miramar,4/24/2012,120424006,4/24/2012,1:24 AM,"Loud yelling, possibly a party",Will cooperate
3748,Suspicious Person,Price Center,4/24/2012,120424011,4/24/2012,2:18 AM,Possible sleeper,Checks ok
3749,Citizen Contact,The Village East - Bldg 1,4/24/2012,120424014,4/24/2012,2:45 AM,Possible harassment,Information only
3750,Found Property,Lot 101,4/24/2012,120424018,4/24/2012,3:04 AM,Unsecured property,Information only
3751,Burglary Alarm,BSB,4/24/2012,120424021,4/24/2012,4:30 AM,,False alarm
3752,Citizen Contact,Unknown Location,4/24/2012,120424034,Unknown,Unknown,Possible email threats,Information only
3753,Incomplete Wireless Call,Center Hall,4/24/2012,120424035,4/24/2012,9:18 AM,,Checks ok
3754,Report of Threat,Geisel Library,4/24/2012,2012-0482,4/24/2012,9:30 AM,Threatening remarks by spouse,Report taken
3755,Assist Other Agency,El Paseo Grande/Paseo Del Ocaso,4/24/2012,120424043,4/24/2012,11:36 AM,Attempt to locate assault suspect,Unable to locate
3756,Incomplete Wireless Call,Library Walk,4/24/2012,120424044,4/24/2012,12:08 PM,,Checks ok
3757,Non-Injury Accident Report,Pepper Canyon Hall,4/24/2012,120424045,4/24/2012,12:41 PM,UC vehicle vs. private vehicle,"Information only, will call back when all parties are available"
3758,Medical Aid,McGill Hall,4/24/2012,120424048,4/24/2012,1:23 PM,Subject feeling faint,Transported to hospital
3759,Citizen Contact,Home Plate/RIMAC,4/24/2012,120424049,4/24/2012,2:12 PM,Possible online fraud,Information only
3760,Fire Alarm,Revelle Apartments,4/24/2012,120424050,4/24/2012,2:34 PM,,False alarm
3761,Drunk in Public,Gilman Dr/Villa La Jolla Dr,4/24/2012,120424051,4/24/2012,3:17 PM,,Field Interview
3762,Incomplete Wireless Call,Main Gym,4/24/2012,120424053,4/24/2012,3:44 PM,,Checks ok
3763,Medical Aid,York Hall,4/24/2012,120424054,4/24/2012,5:18 PM,Subject fainted,Information only
3764,Medical Aid,Blake Hall,4/24/2012,120424055,4/24/2012,6:10 PM,Extreme abdominal pain,Transported to hospital
3765,Burglary Alarm,Urey Hall Annex,4/24/2012,120424062,4/24/2012,8:14 PM,,False alarm
3766,Citizen Flagdown,Voigt Dr/Justice Ln,4/24/2012,120424065,4/24/2012,9:12 PM,,Checks ok
3767,Possession of Marijuana,Sixth College Apartments,4/24/2012,2012-0485,4/24/2012,10:02 PM,,"Marijuana impounded, report taken"
3768,Citizen Contact,Pacific Hall,4/8/2012,120408003,4/8/2012,12:14 AM,,Information Only
3769,Illegal Parking,Mesa Verde Hall,4/8/2012,120408007,4/8/2012,1:52 AM,,Information Only
3770,Alcohol Contact,Sixth College Apartments,4/8/2012,120408008,4/8/2012,1:56 AM,,Information Only
3771,"Disturbance, Domestic Violence",Northview Information Booth,4/8/2012,120408011,4/8/2012,2:28 AM,Male and female yelling,Field Interview
3772,Citizen Contact,Muir Apartments,4/8/2012,120408012,4/8/2012,2:49 AM,Odor of smoke in apartment,Information Only
3773,"Disturbance, Noise",Coast Apartments,4/8/2012,120408013,4/8/2012,3:07 AM,Loud television at location,Quiet on Arrival
3774,"Disturbance, Domestic Violence",Northview Information Booth,4/8/2012,2012-0419,4/8/2012,3:10 AM,Male grabbed females arm and pulled her into vehicle,Closed By Adult Arrest
3775,"Disturbance, Fight",Earth Hall South,4/8/2012,120408015,4/8/2012,3:23 AM,Multiple males fighting,Unfounded
3776,Citizen Contact,Campus Service Complex Building B,4/8/2012,120408026,4/8/2012,1:50 PM,Reporting Party wants to talk about arrest of husband,Information Only
3777,Incomplete Wireless Call,Mandeville Center,4/8/2012,120408031,4/8/2012,3:23 PM,Phone reception poor and was cut off,Checks Ok
3778,Hazard Situation,La Jolla Village Drive,4/8/2012,120408032,4/8/2012,3:51 PM,Large eucalyptus branch in roadway,Referred to Other Agency - Central Plant
3779,Citizen Flagdown,Parking Lot 701,4/8/2012,120408035,4/8/2012,6:04 PM,,Information Only
3780,Suicide Attempt,Via Alicante,4/8/2012,2012-0420,4/8/2012,7:44 PM,,Report Taken
3781,Information,Black Beach Gate,4/8/2012,120408040,4/8/2012,8:30 PM,Illegal campfire,Information Only
3782,Citizen Contact,Parking Lot 104,4/8/2012,120408049,4/8/2012,10:39 PM,,Information Only
3783,Suspicious Person,Stewart Hall,4/8/2012,120408050,4/8/2012,11:06 PM,,Unable to Locate
3784,Petty Theft,Student Conference Room,3/26/2012,2012-0393,3/19/2012,2:00 AM - 3:00 AM,Theft of laptop.  Loss: $500.00,Report Taken
3785,Vandalism,Economics Building,3/28/2012,2012-0394,3/28/2012,9:20 AM,Graffiti image on the wall,Report Taken
3786,Petty Theft,Beagle Hall,4/8/2012,2012-0395,4/8/2012,11:06 PM,Theft of long board.  Loss: $100.00,Report Taken
3787,Traffic Hazard,La Jolla Village Drive / Regents Road,4/29/2012,120429002,4/29/2012,12:08 AM,Vehicle traveling at high speed,Information Only
3788,Disturbance Noise,Meteor Hall,4/29/2012,120429003,4/29/2012,12:11 AM,"Loud talking from location, possible drinking",Will Cooperate
3789,Incomplete Wireless Call,Marshall Apartments West,4/29/2012,120429006,4/29/2012,12:23 AM,Accidental dial,Checks Ok
3790,Alcohol Contact,Earth Hall South,4/29/2012,120429007,4/29/2012,12:30 AM,,Information Only
3791,Disturbance Party,Sixth College Apartments,4/29/2012,120429008,4/29/2012,12:34 AM,,Field Interview
3792,Disturbance Noise,Stewart Hall,4/29/2012,120429013,4/29/2012,2:08 AM,Loud talking,Information Only
3793,Suspicious Person,Price Center,4/29/2012,120429015,4/29/2012,2:45 AM,Possible transient sleeping in commuter lounge,Field Interview
3794,Welfare Check,Europe Hall,4/29/2012,120429017,4/29/2012,2:55 AM,Female being followed by two males,Checks Ok
3795,Welfare Check,Gilman Drive / Eucalyptus Grove Lane,4/29/2012,120429029,4/29/2012,12:56 PM,Subject sleeping on grass near shuttle stop,Checks Ok
3796,Incomplete Wireless Call,Blake Hall,4/29/2012,120429031,4/29/2012,2:03 PM,Nothing heard,Checks Ok
3797,Citizen Flagdown,Parking Lot 702,4/29/2012,120429035,4/29/2012,2:38 PM,,Information Only
3798,Incomplete Wireless Call,Tioga Hall,4/29/2012,120429039,4/29/2012,4:27 PM,Accidental dial,Checks Ok
3799,Citizen Contact,Argo Hall,4/29/2012,120429040,4/29/2012,4:57 PM,Sexual text messages sent by ex boyfriend,Information Only
3800,Welfare Check,Village East 2,4/29/2012,120429042,4/29/2012,6:22 PM,,Checks Ok
3801,Skateboard Stop,Parking Lot 503,4/29/2012,120429043,4/29/2012,6:29 PM,5 skateboarders jumping from railing,Cancelled Before Dispatch
3802,Medical Aid,Main Gym,4/29/2012,2012-0502,4/29/2012,9:04 PM,Subject fell off bicycle,Transported to Hospital by medics
3803,Possession of Marijuana,Porters Pub,4/29/2012,120429058,4/29/2012,10:39 PM,People smoking marijuana on and off stage,Information Only
3804,Quiet Hours Contact,Kathmandu,4/29/2012,120429060,4/29/2012,11:24 PM,,Information Only
3805,"Disturbance, Noise",1 Miramar Building 3,4/29/2012,120429062,4/29/2012,11:47 PM,Loud music,Field Interview
3806,Citizen Contact,Revelle Plaza,4/22/2012,120422001,4/22/2012,12:21 AM,,Information Only
3807,"Disturbance, General",Price Center,4/22/2012,2012-0473,4/22/2012,12:24 AM,Verbal argument,"Closed By Citation, Adult"
3808,Vandalism,Main Gym,4/22/2012,120422003,4/22/2012,12:28 AM,Group of 7-8 males on bikes knocking trash cans over,Unable to Locate
3809,Trespass,Main Gym,4/22/2012,120422004,4/22/2012,12:32 AM,Group of 4 people in hot tub,Information Only
3810,Illegal Parking,Galbraith Hall,4/22/2012,120422005,4/22/2012,12:53 AM,,Cited
3811,"Disturbance, Domestic Violence",The Village Building 4,4/22/2012,2012-0474,4/22/2012,1:13 AM,Boyfriend and girlfriend yelling and possibly fighting,Closed By Adult Arrest
3812,Quiet Hours Contact,The Village Building 1,4/22/2012,120422011,4/22/2012,1:37 AM,Possible possession of marijuana,Will Cooperate
3813,"Disturbance, Argument",The Village Building 1,4/22/2012,120422014,4/22/2012,2:07 AM,Reporting Party had argument with roommate over being loud,Information Only
3814,Quiet Hours Contact,Argo Hall,4/22/2012,120422015,4/22/2012,2:13 AM,,Will Cooperate
3815,"Disturbance, Noise",Tamarack Apartments,4/22/2012,120422016,4/22/2012,2:57 AM,Loud Party,Information Only
3816,Quiet Hours Contact,Tioga Hall,4/22/2012,120422018,4/22/2012,3:25 AM,,Will Cooperate
3817,Citizen Contact,Tenaya Hall,4/22/2012,120422021,4/22/2012,4:02 AM,Contact regarding roommate's boyfriend visiting her room,Field Interview
3818,Suspicious Person,Tioga Hall,4/22/2012,120422024,4/22/2012,5:04 AM,"Male driving van, threw something at building",Checks Ok
3819,Call for Help,North Mesa Apartments,4/22/2012,120422031,4/22/2012,9:06 AM,"Male and Female on a 911 open line, doesn't sound physical",Checks Ok
3820,Welfare Check,Stewart Hall,4/22/2012,120422040,4/22/2012,1:32 PM,Subject said they were going to jump off bridge,Checks Ok
3821,Person Down,Parking Lot 406,4/22/2012,120422047,4/22/2012,3:45 PM,,Checks Ok
3822,Suspicious Person,Galbraith Hall,4/22/2012,120422061,4/22/2012,8:55 PM,Transient in women's bathroom,Gone on Arrival
3823,"Disturbance, General",Peterson Hall,4/22/2012,120422065,4/22/2012,9:56 PM,Fraternity refusing to let maintenance into space,Field Interview
3824,Suspicious Vehicle,Parking Lot 206,4/22/2012,120422070,4/22/2012,11:34 PM,Alarm coming from possible red Honda,Gone on Arrival
3825,Welfare Check,Engineering Building Unit 1,4/22/2012,120422072,4/22/2012,11:54 PM,Reporting Party disconnected with colleague on the phone,Cancelled After Dispatch
3826,"Disturbance, Noise",La Jolla Del Sol Apartments,4/22/2012,120422073,4/22/2012,11:57 PM,5 subjects in jacuzzi being very loud,Will Cooperate
3827,Petty Theft,Meteor Hall Restroom,4/12/2012,2012-0449,4/6/2012,7:00 PM - 11:00 PM,Theft of IPAD. Loss: $400.00,Report taken
3828,Suspicious Person,Scholar's Dr North,4/17/2012,120417002,4/17/2012,12:57 AM,Loitering near tennis courts,Unable to locate
3829,"Disturbance, Noise",Earth Hall North,4/17/2012,120417004,4/17/2012,1:17 AM,,Quiet on arrival
3830,Welfare Check,Blake Hall,4/17/2012,120417006,4/17/2012,2:43 AM,Sleeper in lounge area,Will cooperate
3831,Burglary Alarm,Torrey Pines Center South,4/17/2012,120417010,4/17/2012,6:14 AM,,False alarm
3832,Minor Injury Accident,Price Center,4/17/2012,2012-0455,4/17/2012,7:40 AM,"Vehicle struck sign, driver transported to hospital",Report taken
3833,Suspicious Person,EBU 3,4/17/2012,120417022,4/17/2012,9:18 AM,"Subject, possibly transient, sleeping on couch",Subject left area
3834,Animal Call,Price Center,4/17/2012,120417030,4/17/2012,11:57 AM,"Swarm of bees, possibly a hive in area",Referred to other agency - EHS
3835,Bicyclist Stop,Voigt Dr/Lot 701,4/17/2012,120417031,4/17/2012,1:08 PM,,Verbal warning
3836,Bicyclist Stop,Baseball Field,4/17/2012,120417032,4/17/2012,1:14 PM,,Verbal warning
3837,Bicyclist Stop,Voigt Dr/Gilman Dr,4/17/2012,120417033,4/17/2012,1:23 PM,,Information only
3838,Non Injury Accident Report,"Old Town, San Diego",4/17/2012,2012-0456,Unknown,Unknown,UC shuttle bus vs. tree,Report taken
3839,Vandalism,Villa La Jolla Dr/VA Hospital,4/17/2012,120417039,4/17/2012,5:30 PM,Subject possibly gluing flyers to electrical box,Unfounded
3840,Medical Aid,SERF,4/17/2012,120417040,4/17/2012,5:55 PM,"Subject vomiting, possible food poisoning",Transported to hospital by paramedics
3841,Citizen Flagdown,Lot 705,4/17/2012,120417041,4/17/2012,5:55 PM,,Information only
3842,Burglary Alarm,EBU 3,4/17/2012,120417042,4/17/2012,6:37 PM,,False alarm
3843,Citizen Contact,Marshall Field,4/17/2012,120417045,4/17/2012,,,Information only
3844,Quiet Hours Contact,The Village West Bldg 3,4/17/2012,120417048,4/17/2012,11:45 PM,,Will cooperate
3845,"Disturbance, Argument",Lot 303,4/17/2012,120417049,4/17/2012,11:49 PM,Subjects with stick,"Subjects calmed down, information only"
3846,Found Property,Kathmandu,4/3/2012,120403001,4/3/2012,12:02 AM,Found bicycle,Information Only
3847,Petty Theft,Geisel Library,4/3/2012,120403002,4/3/2012,12:05 AM,Subjects in recycling bin,Field Interview
3848,Disturbance,Tuolomne Apts,4/3/2012,120403003,4/3/2012,12:10 AM,Loud talking and yelling for past hour,Will cooperate
3849,Suspicious Person,Hopkins Parking Structure,4/3/2012,120403004,4/3/2012,12:28 AM,"Subjects in parked truck, one laying in bed of truck",Gone on arrival
3850,Audible Alarm,Biology Field Station,4/3/2012,12040312,4/3/2012,5:57 AM,Sewer overflow alarm,Referred to other agency - Facilities Management
3851,Fire Alarm,Center for Molecular Medicine East,4/3/2012,12040313,4/3/2012,6:43 AM,Caused by contractors,False alarm
3852,Citizen Contact,Campus Services Complex Bldg B,4/3/2012,12040324,4/2/2012,8:50 AM,Concern over reckless vehicle in the area on previous day,Gone on arrival
3853,Suspicious Person,Price Center East,4/3/2012,120403026,4/3/2012,9:22 AM,"Subject previously contacted for rubbing up against women, has stay away order",Unable to locate
3854,Suspicious Person,Rec Gym,4/3/2012,120403029,4/3/2012,10:49 AM,Possible transient in men's restroom,Field Interview
3855,Citizen Contact,Campus Services Complex Bldg B,4/3/2012,120403030,4/3/2012,11:48 AM,Bike possibly impounded,Information Only
3856,Information,Warren Lecture Hall,4/3/2012,120403031,4/3/2012,12:11 PM,Graffiti on front door,Referred to other agency - Facilities Management
3857,Incomplete Wireless 911 Call,"Housing, Dining & Hospitality",4/3/2012,120403034,4/3/2012,2:52 PM,,Checks ok
3858,Burglary Alarm,Groundworks Books,4/3/2012,120403035,4/3/2012,2:57 PM,,False Alarm
3859,911 Hangup,Bookstore,4/3/2012,120403036,4/3/2012,3:03 PM,,Checks ok
3860,Battery,Cardiovascular Center,4/3/2012,2012-0396,4/3/2012,3:05 PM,Nurse struck by patient,Report taken
3861,Chemical Spill,Sanford Consortium,4/3/2012,120403039,4/3/2012,3:58 PM,"Formaldehyde spill, contained in small room",Referred to other agency - EHS
3862,"Disturbance, Psych Subject","CAPS Office, Galbraith",4/3/2012,2012-0397,4/3/2012,4:51 PM,,Transported to hospital
3863,Shoplifting,Bookstore,4/3/2012,2012-0398,4/3/2012,5:45 PM,Loss: $258.00,"Closed by Citation, Adult"
3864,Suspicious Person,Torrey Pines Center North,4/3/2012,120403046,4/3/2012,6:31 PM,Subject looking into cars in parking lot,Gone on arrival
3865,Incomplete Wireless 911 Call,Rimac,4/3/2012,120402047,4/3/2012,7:18 PM,Accidental misdial,Checks ok
3866,Burglary Alarm,University Extension,4/3/2012,120403048,4/3/2012,7:33 PM,,False Alarm
3867,Possession of Marijuana,Lot 208,4/3/2012,120403049,4/3/2012,7:45 PM,,Field Interview
3868,Welfare Check,"The Village, Bldg 1",4/3/2012,120403050,4/3/2012,8:29 PM,Unable to reach student who has recently been depressed,Checks ok
3869,Drunk Driver,Scholars Drive South,4/3/2012,120403055,4/3/2012,11:38 PM,,Unable to locate
3870,Citizen Contact,Telemedicine Bldg,4/3/2012,120403056,4/3/2012,11:48 PM,,Field Interview
3871,"Disturbance, Fight",Tuolomne Apts,4/3/2012,120403057,4/3/2012,11:52 PM,Verbal,Information Only
3872,Ticket Sign-off,Northpoint Information Booth,4/10/2012,120410003,4/10/2012,12:36 AM,,Information Only
3873,Incomplete Wireless 911 Call,The Village Bldg 5,4/10/2012,120410006,4/10/2012,1:15 AM,Misdial,Checks ok
3874,Suspicious Person,La Jolla Village Dr/Gilman Dr,4/10/2012,120410008,4/10/2012,1:31 AM,Subject sleeping under bridge,Unable to locate
3875,Skateboard Stop,Mesa Verde,4/10/2012,120410012,4/10/2012,1:52 AM,,Information Only
3876,Burlgary Alarm,Robert Paine Center,4/10/2012,120410014,4/10/2012,3:25 AM,,False Alarm
3877,Suspicious Person,EBU 3,4/10/2012,2012-0425,4/10/2012,4:56 AM,Issued stay away order,Report taken
3878,Chemical Spill,"Athena Circle, near Lot 784",4/10/2012,120410019,4/10/2012,7:36 AM,"Unknown chemical, possibly from a vehicle",Referred to other agency - EHS
3879,Possible Vandalism,Spanos Athletic Training Facility,4/10/2012,2012-0427,4/10/2012,Unknown,Damage to fence,Report taken
3880,Theft,Spanos Athletic Training Facility,4/10/2012,2012-0428,4/10/2012,Unknown time in AM,Theft from gym locker,Report taken
3881,Non-Injury Accident,La Jolla Village Dr between Nobel Dr and Regents Rd,4/10/2012,2012-0426,4/10/2012,8:00 AM,UC vehicle vs private vehicle,Report taken
3882,Battery,York Hall,4/10/2012,120410031,4/10/2012,9:57 AM,Subject hitting another,Unable to locate
3883,Incomplete Phone Call/911 Hangup,Geisel Library,4/10/2012,120410035,4/10/2012,12:18 PM,,Checks ok
3884,Drunk in Public,St. Germains Store,4/10/2012,120410040,4/10/2012,3:24 PM,,Field Interview
3885,Medical Aid,Moores Cancer Center,4/10/2012,120410042,10-Apr,4:09 PM,Elderly female suffering heart attack,Transported to hospital by paramedics
3886,Ticket Sign-off,Campus Services Complex Bldg B,4/10/2012,120410043,4/10/2012,4:47 PM,,Information Only
3887,Incomplete Wireless 911 Call,Geneva,4/10/2012,120410044,4/10/2012,5:06 PM,Accidental,Checks ok
3888,Incomplete Wireless 911 Call,Galbraith,4/10/2012,120410046,4/10/2012,6:41 PM,,Checks ok
3889,Suspicious Person,Biomedical Library,4/10/2012,120410048,4/10/2012,6:54 PM,Male checking bikes,Field Interview
3890,Found Property,Geisel Library,4/10/2012,120410050,4/10/2012,8:15 PM,Computer turned in to front desk,Information Only
3891,Citizen Contact,Geisel Library,4/10/2012,120410057,4/10/2012,11:15 PM,Bike impounded,Returned to owner
3892,Suspicious Person,Price Center,4/10/2012,120410059,4/10/2012,11:38 PM,Transient sleeping on 2nd floor,Field Interview
3893,Suspicious Person,Lot 352,4/10/2012,120410060,4/10/2012,11:41 PM,Subject sleeping in vehicle,Field Interview
3894,Suspicious Person,Center for Coastal Studies,4/10/2012,120410061,4/10/2012,11:44 PM,"Subjects looking into windows, SIO Security advised",Information Only
3895,Citizen Contact,Lot 303,4/4/2012,120404001,4/4/2012,12:28 AM,Left cell phone inside nearby bldg,Information Only
3896,Welfare Check,The Village Bldg 3,4/4/2012,120404002,4/4/2012,12:41 AM,"Boyfriend may be overintoxicated, not answering phone",Transported to hospital
3897,Possession of Marijuana,Tenaya Hall,4/4/2012,120404006,4/4/2012,2:19 AM,,Information Only
3898,Burglary Alarm,Geisel Library,4/4/2012,120404009,4/4/2012,5:59 AM,,False alarm
3899,Burglary Alarm,Mandeville Art Gallery,4/4/2012,120404016,4/4/2012,8:24 AM,,False alarm
3900,Medical Aid,"University Events Office, 4th floor",4/4/2012,120404022,4/4/2012,10:24 AM,"Female feels dizzy, body feels numb",Transported to hospital by paramedics
3901,"Disturbance, Argument",Lot 705,4/4/2012,120404023,4/4/2012,10:31 AM,,Field Interview
3902,Medical Aid,"1200 Gardenview Rd, Encinitas (UCSD Radiation)",4/4/2012,120404024,4/4/2012,10:47 AM,Elderly female having problems breathing,Referred to other agency -  Fire dispatch
3903,Animal Call,Lot 751,4/4/2012,120404029,4/4/2012,11:20 AM,Dog left in vehicle,"Dog removed from vehicle, checks ok"
3904,Call for help,Birch Aquarium,4/4/2012,120404030,4/4/2012,11:28 AM,Disconnected call from payphone,Checks ok
3905,Non-Injury Accident Report,Campus Services Complex Bldg G,4/4/2012,2012-0399,4/4/2012,12:19 PM,Collision involving UC vehicle,Report taken
3906,Incomplete 911 Call,Lot 702,4/4/2012,120404038,4/4/2012,2:22 PM,Open line on call box,Checks ok
3907,Incomplete 911 Call,Lot 303,4/4/2012,120404040,4/4/2012,3:15 PM,Call box,Checks ok
3908,Grand Theft,9444 Medical Center Dr North,4/4/2012,120404041,4/4/2012,Between 3: 37 PM - 4:07 PM,Possible stolen bicycle,No report desired at this time
3909,Medical Aid,Sanford Consortium,4/4/2012,120404042,4/4/2012,4:29 PM,"Possible diabetic suffered seizure, unresponsive","Paramedics responsded, subject refused treatment"
3910,Incomplete Wireless 911 Call,Mandeville Center Turnaround,4/4/2012,120404049,4/4/2012,9:26 PM,Accidental,Checks ok
3911,Possession of Marijuana,Blake Hall,4/4/2012,120404052,4/4/2012,10:33 PM,,Information Only
3912,Incomplete Wireless 911 Call,Revelle Commons,4/4/2012,120404054,4/4/2012,10:38 PM,Accidental,Checks ok
3913,Citizen Contact,Tuolomne Apts,4/4/2012,120404055,4/4/2012,10:51 PM,Smoking indoors,Referred to other agency - Housing staff
3914,Citizen Contact,1 Miramar Bldg 3,4/4/2012,120404061,4/4/2012,11:35 PM,Unsecured bike,Owner contacted
3915,Welfare Check,Marshall Res Halls,4/25/2012,120425002,4/25/2012,1:09 AM,Possible suicidal threats,Field Interview
3916,"Disturbance, Noise",Sixth College Apartments,4/25/2012,120425006,4/25/2012,2:10 AM,Loud talking,Unable to Locate
3917,Citizen Contact,Pangea Drive/Scholars Drive North,4/25/2012,120425008,4/25/2012,2:33 AM,Possible intoxicated female,Information Only
3918,"Disturbance, Party",Sixth College Apartments,4/25/2012,120425010,4/25/2012,2:58 AM,Loud music and loud talking,Will Cooperate
3919,Medical Aid,Gilman Drive/Myers Drive,4/25/2012,2012-0486,4/25/2012,6:28 AM,Male hit his chin stepping off bus,Transported to Hospital by medics
3920,Citizen Contact,Gilman Drive/Myers Drive,4/25/2012,120425021,4/25/2012,8:13 AM,Possible medaid,Information Only
3921,Citizen Contact,Campus Services Complex Building B,4/25/2012,120425027,4/25/2012,8:39 AM,Road rage incident when driving a UC vehicle,Information Only
3922,Suspicious Vehicle,Parking Lot 208,4/25/2012,120425030,4/25/2012,9:16 AM,Checking on a sleeper,Checks Ok
3923,Tow Request,Parking Lot 304,4/25/2012,2012-0488,4/25/2012,1:49 PM,,Report Taken
3924,Suicide Attempt,Galbraith Hall,4/25/2012,2012-0489,4/25/2012,5:40 PM,Reporting Party had suicidal thoughts,Report Taken
3925,Incomplete Wireless Call,Tenaya Hall,4/25/2012,120425047,4/25/2012,6:25 PM,Nothing heard on call back,Checks Ok
3926,Incomplete Wireless Call,Rogers Place,4/25/2012,120425052,4/25/2012,9:29 PM,Talking heard in background,Checks Ok
3927,Incomplete Wireless Call,Pepper Canyon Hall,4/25/2012,120425056,4/25/2012,9:51 PM,"Nothing heard, unable to make call back",Unable to Locate
3928,Suspicious Person,Stein Clinical Research Building,4/25/2012,2012-0490,4/25/2012,10:41 PM,Suspicious person sleeping on the top floor of the south stairwell,Report Taken
3929,"Disturbance, Argument",Muir Apartments,4/9/2012,120409005,4/9/2012,12:46 AM,Verbal argument,Information Only
