,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
1266,Information,Jacobs Medical Center,4/24/2018,2018‐0614,4/24/2018,,"Per nurse, spouse of terminally ill patient stated he would no longer be visiting after receiving verbal threat over telephone from patients relative, unknown what was said",Report Taken
1267,Information,Pangea Parking Structure,4/24/2018,2018‐0616,4/15/2018,7:05 PM,"Original report of hit & run collision, officer facilitated information exchange between involved parties, no criminal case wanted",Report Taken
1268,Property Damage,Campus Services Complex Building C,4/24/2018,2018‐0615,4/24/2018,7:00 PM,UC shuttle bus damaged during car wash,Report Taken
1269,Reckless Driving,Voigt Dr/North Point Dr,4/24/2018,1804240064,4/24/2018,8:58 PM,Report of vehicle driving at hight rate of speed,Information Only
1270,Noise Disturbance,Central Mesa Apartments,4/24/2018,1804240069,4/24/2018,10:42 PM,Loud music,Referred To Student Conduct
1271,Noise Disturbance,Mesa Nueva Building A,4/24/2018,1804240071,4/24/2018,11:11 PM,Report of loud people in pool area,Will Cooperate
1272,Clery Incident Report ‐ Rape,UCSD On Campus ‐ Residential,4/24/2018,2018‐0611,3/17/2018,Unknown,,Information Only
1273,Clery Incident Report ‐ Aggrevated Assault,Mexico,4/24/2018,2018‐0612,4/5/2018,Unknown,,Information Only
1274,Petty Theft ‐ Bicycle,1 Miramar Street,4/24/2018,2018‐0617,4/23/2018‐4/24/2018,10:00 PM‐9:00 AM,Loss $200.00,Online Report
1275,Petty Theft,1 Miramar Street Garage,4/24/2018,2018‐0618,4/10/2018‐4/11/2018,8:00 PM‐7:00 PM,"Stolen parking permit, loss $50.00",Online Report
1276,Battery,UCSD Medical Center ‐ Hillcrest,4/24/2018,HC18‐04‐24‐0769,4/23/2018,10:30 PM,"Staff member reported being hit by patient, no injuries",Hospital Security Report Taken
1277,Psych Subject,The Village West,4/2/2018,2018‐0489,4/2/2018,12:00 AM,Report of male making suicidal threats over the telephone,Transported To Hospital
1278,Found Property,Center Hall,4/2/2018,2018‐0490,4/2/2018,12:50 AM,CSO found bolt cutters and a cut bike lock next to bike racks,Report Taken
1279,Noise Disturbance,The Village East Building 4,4/2/2018,1804020005,4/2/2018,12:58 AM,Loud talking,Service Provided
1280,Discharging A Firearm,La Jolla Del Sol Apartments,4/2/2018,1804020010,4/2/2018,2:57 AM,Shot spotter alert,Unable To Locate
1281,Security Alarm,Price Center,4/2/2018,1804020011,4/2/2018,5:16 AM,,Checks OK
1282,Citizen Contact,John's Market,4/2/2018,1804020012,4/2/2018,5:29 AM,Employee found bag of marijuana and an unknown person came by to claim it,Service Provided
1283,Welfare Check,Coast Apartments,4/2/2018,1804020020,4/2/2018,9:42 AM,"Reporting party hasn't heard from friend in two weeks, parent also stated they had not heard from her",Service Provided
1284,Petty Theft,Argo Hall,4/2/2018,1804020025,4/2/2018,10:52 AM,"Report of 3 male students carrying a couch from Res Hall towards Geisel, couch belongs to housing",Field Interview
1285,Trespass,Chancellor House,4/2/2018,1804020027,4/2/2018,12:10 PM,Male found wandering around property,Gone On Arrival
1286,Disturbance ‐ Fight,Taco Villa,4/2/2018,1804020028,4/2/2018,12:19 PM,,Unfounded
1287,Bicyclist Stop,Lot 510,4/2/2018,1804020034,4/2/2018,1:25 PM,,Verbal Warning Issued
1288,Hit & Run ‐ No Injuries,Gilman Parking Structure,4/2/2018,1804020036,4/2/2018,1:43 PM,,Cancelled
1289,Vandalism,Campus Services Complex ‐ Access Road,4/2/2018,2018‐0496,3/20/2018‐4/2/2018,5:00 PM‐3:00 PM,"Graffiti on freeway retaining wall and UCSD corporation yard fence, damage $1000.00+",Report Taken
1290,Disturbance ‐ Psych Subject,Villa La Jolla Dr,4/2/2018,1804020040,4/2/2018,3:24 PM,Request for evaluation of client who is feeling suicidal,Transported To Hospital
1291,Collision With Injury,Mandeville Center,4/2/2018,2018‐0494,4/2/2018,3:55 AM,Bicyclist vs. Pedestrian,Report Taken
1292,Information,UCSD Police Department,4/2/2018,1804020043,4/2/2018,4:20 PM,"Reporting party requesting welfare check of brother, who has not been heard from in two weeks",Information Only
1293,Information,UCSD Police Department,4/2/2018,1804020044,4/2/2018,6:50 PM,Inquiry about lost keys,Information Only
1294,Noise Disturbance,Mesa Nueva Building B,4/2/2018,1804020049,4/2/2018,7:15 PM,"Honking coming from parking structure or construction zone, for last two hours",Quiet On Arrival
1295,Information,Thornton Pavilion,4/2/2018,1804020050,4/2/2018,7:57 PM,"Discharged patient left hospital with IV still in his arm, refused to let medical staff remove it",Information Only
1296,Animal Call,Institute Of Americas,4/2/2018,1804020053,4/2/2018,9:37 PM,Bob cat in tree,Gone On Arrival
1297,Injury,RIMAC,4/2/2018,1804020057,4/2/2018,10:55 PM,Young adult male with dislocated shoulder,Transported To Hospital
1298,Suspicious Person,Mesa Nueva Building E,4/2/2018,1804020059,4/2/2018,11:16 PM,,Field Interview
1299,Noise Disturbance,Tenaya Hall,4/2/2018,1804020060,4/2/2018,11:22 PM,Loud music,Unable To Locate
1300,Petty Theft ‐ Bicycle,The Village West Tower,4/2/2018,2018‐0493,3/20/2018‐3/21/2018,8:00 PM‐7:30 AM,Loss $500.00,Report Taken
1301,Suspicious Vehicle,CMG Loading Doc,4/25/2018,1804250003,4/25/2018,1:21 AM,,Checks OK
1302,Found Property,Roger's Place,4/25/2018,1804250006,4/25/2018,3:04 AM,Bicycle registration sticker,Service Provided
1303,Suspicious Vehicle,Lot 352,4/25/2018,1804250007,4/25/2018,3:53 AM,,Checks OK
1304,Fire Alarm,Powell Structural Systems Lab,4/25/2018,1804250010,4/25/2018,7:04 AM,,Cancelled
1305,Information,UCSD Police Department,4/25/2018,1804250015,4/25/2018,8:18 AM,911 call from off campus location,Referred To Other Agency ‐ San Diego Police
1306,Skateboard Stop,Voigt Dip,4/25/2018,1804250017,4/25/2018,8:20 AM,,Verbal Warning Issued
1307,Animal Call,Lot 510,4/25/2018,1804250019,4/25/2018,8:36 AM,Request for welfare check of dog locked inside vehicle,Service Provided
1308,Bicyclist Stop,Lot 302,4/25/2018,1804250020,4/25/2018,8:42 AM,,Verbal Warning Issued
1309,Information,La Jolla Del Sol Apartments,4/25/2018,1804250021,4/25/2018,8:50 AM,"Reporting party advising her vehicle was  broken into the previous night, no contact/report wanted",Information Only
1310,Information,Interstate 5/La Jolla Village Dr,4/25/2018,1804250028,4/25/2018,9:54 AM,911 call,Referred To Other Agency ‐ California Highway Patrol
1311,Information,UCSD Police Department,4/25/2018,1804250034,4/25/2018,10:26 AM,"911 call, accidental",Logged Event
1312,Drunk In Public,UCSD Shuttles,4/25/2018,1804250037,4/25/2018,10:45 AM,Report of possibly intoxicated employee,Checks OK
1313,Incomplete Wireless 911 Call,UCSD Police Department,4/25/2018,1804250042,4/25/2018,11:56 AM,,Logged Event
1314,Fire Alarm,Institute Of The Americas,4/25/2018,1804250045,4/25/2018,12:542 PM,,Cancelled
1315,Disturbance,Geisel Library,4/25/2018,1804250048,4/25/2018,1:29 PM,"Per Security, male harassing staff",Field Interview
1316,Bicyclist Stop,Voigt Dr/Lot 701,4/25/2018,1804250050,4/25/2018,3:17 PM,,Verbal Warning Issued
1317,Incomplete Wireless 911 Call,UCSD Police Department,4/25/2018,1804250051,4/25/2018,3:36 PM,,Logged Event
1318,Incomplete Phone Call/911 Hang‐Up,Torrey Pines Center North,4/25/2018,1804250053,4/25/2018,3:45 PM,,Checks OK
1319,Information,Regents Rd,4/25/2018,1804250054,4/25/2018,4:12 PM,Reporting party believes someone is hitting her apartment rooftop with unknown object,Information Only
1320,Information,UCSD Police Department,4/25/2018,1804250055,4/25/2018,4:16 PM,"911 call, accidental",Logged Event
1321,Fraud,UCSD Police Department,4/25/2018,1804250058,4/25/2018,5:42 PM,Reporting party was scammed out of $200 on Craig's List purchase,Service Provided
1322,Fire Alarm,Structural & Material Engineering Building,4/25/2018,1804250060,4/25/2018,8:11 PM,,False Alarm
1323,Welfare Check,Marshall Apartments West,4/25/2018,1804250061,4/25/2018,8:37 PM,Reporting party concerned for friend attempting to self harm,Checks OK
1324,Suspicious Person,Lot 309,4/25/2018,1804250062,4/25/2018,8:47 PM,,Checks OK
1325,Incomplete Wireless 911 Call,North Torrey Pines Rd,4/25/2018,1804250067,4/25/2018,10:16 PM,,Logged Event
1326,Incomplete Wireless 911 Call,Spanos Athletic Training Facility,4/25/2018,1804250070,4/25/2018,10:43 PM,,Logged Event
1327,Violation Of Domestic Violence Restraining Order,Rady Children's Hospital,4/25/2018,2018‐0620,4/16/2018,Unknown,Victim received non‐threatening greeting card from ex‐spouse,Report Taken
1328,Disturbance,UCSD Medical Center ‐ Hillcrest,4/25/2018,HC18‐04‐24‐0772,4/24/2018,6:58 AM,"Discharged patient refusing to leave property, became verbally and physically aggressive towards staff",Referred To Other Agency ‐ San Diego Police
1329,Shoplifting,UCSD Bookstore,4/25/2018,SC #00650‐2018,4/2/2018,12:18 PM,Student attempted to take $67.95 worth of merchandise without paying,Referred To Student Conduct
1330,Shoplifting,UCSD Bookstore,4/25/2018,SC #00662‐2018,4/3/2018,8:10 AM,Student attempted to take $30.95 worth of merchandise without paying,Referred To Student Conduct
1331,Noise Disturbance,Revelle Apartments,4/20/2018,1804200001,4/20/2018,12:08 AM,Loud movie,Referred To Student Conduct
1332,Noise Disturbance,Spanos Athletic Training Facility,4/20/2018,1804200002,4/20/2018,12:21 AM,,Checks Ok
1333,Noise Disturbance,RIMAC Field,4/20/2018,1804200005,4/20/2018,1:36 AM,Yelling,Will Cooperate
1334,UC Policy Violation,Marshall Apts East,4/20/2018,180420006,4/20/2018,1:44 AM,,Referred To Student Conduct
1335,Illegal Parking,Lot 417,4/20/2018,180420008,4/20/2018,3:28 AM,,Citation Issued
1336,Found Property,Tioga Hall,4/20/2018,1804200009,4/20/2018,3:32 AM,Found cell phone,Information Only
1337,Suspicious Person,Oceanview Terrace,4/20/2018,1804200010,4/20/2018,4:34 AM,,Checks Ok
1338,Trespass,Biomedical Sciences Building,4/20/2018,1804200013,4/20/2018,6:14 AM,Transient inside men's locker room,Gone on Arrival
1339,Suspicious Person,Internal Medicine Group Building,4/20/2018,1804200017,4/20/2018,8:08 AM,,Field Interview
1340,Annoying Phone Calls,Cognitive Sciences Bldg,4/20/2018,2018‐0594,Unknown,Unknown,Male sending unwanted text messages to reporting party,Report Taken
1341,Found Property,Warren Lecture Hall,4/20/2018,1804200026,4/20/2018,10:54 AM,Reporting party found a shoulder bag in front of classroom,Unable To Locate
1342,Citizen Contact,UCSD Police Department,4/20/2018,1804200027,4/20/2018,10:58 AM,Request to speak with officer regarding possible phone scam,Information Only
1343,Counter Collision Report,UCSD Police Department ‐ Parking Lot,4/20/2018,2018‐0595,4/19/2018,7:00 PM ‐ 7:05 PM,"Motorist of UC vehicle collided with parked UC vehicle, no injuries",Report Taken
1344,Citizen Contact,UCSD Police Department,4/20/2018,1804200033,4/20/2018,2:06 PM,Request to speak with officer regarding dispute with roommates,Service Provided
1345,Hit and Run Collision ‐ No Injuries,Lot 103,4/20/2018,1804200034,4/20/2018,2:08 PM,,Report Taken
1346,Drunk In Public,Lyman Ln/Artists Ln,4/20/2018,1804200036,4/20/2018,2:38 PM,Report of adult male staggering,Checks Ok
1347,Report of Battery,The Village West,4/20/2018,2018‐0596,4/18/2018,1:00 PM ‐ 1:30 PM,Simple assault altercation between roommates,Referred To Student Conduct
1348,Noise Disturbance,Central Mesa Apts,4/20/2018,1804200040,4/20/2018,3:54 PM,Sound of pounding or moving of furniture,Checks Ok
1349,Suspicious Person,Canyonview Pool,4/20/2018,1804200043,4/20/2018,4:00 AM,,Unable to Locate
1350,Non Injury Collision,Mandeville Ln/Gilman Dr,4/20/2018,2018‐0597,4/20/2018,8:30 PM,UC vehicle vs private vehicle,Report Taken
1351,Welfare Check,Revelle Apartments,4/20/2018,1804200050,4/20/2018,8:55 PM,"Report of student having a gradual diabetic episode, needs to see doctor, reporting party unable to get ahold of subject",Transported To Hospital
1352,Marijuana Contact,Marshall Apts West,4/20/2018,1804200055,4/20/2018,10:16 PM,,Referred To Student Conduct
1353,Petty Theft ‐ Bicycle,Mandeville,4/20/2018,2018‐0603,4/17/2018‐4/18/2018,9:30 AM‐6:45 PM,Loss $450.00,Online Report
1354,Battery,UCSD Medical Center ‐ Hillcrest,4/20/2018,HC18‐04‐19‐0744,4/19/2018,5:31 PM,Disruptive patient punched another patient,Referred To Other Agency ‐ San Diego Police
1355,Suspicious Vehicle,CMG Loading Doc,4/25/2018,1804250003,4/25/2018,1:21 AM,,Checks OK
1356,Found Property,Roger's Place,4/25/2018,1804250006,4/25/2018,3:04 AM,Bicycle registration sticker,Service Provided
1357,Suspicious Vehicle,Lot 352,4/25/2018,1804250007,4/25/2018,3:53 AM,,Checks OK
1358,Fire Alarm,Powell Structural Systems Lab,4/25/2018,1804250010,4/25/2018,7:04 AM,,Cancelled
1359,Information,UCSD Police Department,4/25/2018,1804250015,4/25/2018,8:18 AM,911 call from off campus location,Referred To Other Agency ‐ San Diego Police
1360,Skateboard Stop,Voigt Dip,4/25/2018,1804250017,4/25/2018,8:20 AM,,Verbal Warning Issued
1361,Animal Call,Lot 510,4/25/2018,1804250019,4/25/2018,8:36 AM,Request for welfare check of dog locked inside vehicle,Service Provided
1362,Bicyclist Stop,Lot 302,4/25/2018,1804250020,4/25/2018,8:42 AM,,Verbal Warning Issued
1363,Information,La Jolla Del Sol Apartments,4/25/2018,1804250021,4/25/2018,8:50 AM,"Reporting party advising her vehicle was  broken into the previous night, no contact/report wanted",Information Only
1364,Information,Interstate 5/La Jolla Village Dr,4/25/2018,1804250028,4/25/2018,9:54 AM,911 call,Referred To Other Agency ‐ California Highway Patrol
1365,Information,UCSD Police Department,4/25/2018,1804250034,4/25/2018,10:26 AM,"911 call, accidental",Logged Event
1366,Drunk In Public,UCSD Shuttles,4/25/2018,1804250037,4/25/2018,10:45 AM,Report of possibly intoxicated employee,Checks OK
1367,Incomplete Wireless 911 Call,UCSD Police Department,4/25/2018,1804250042,4/25/2018,11:56 AM,,Logged Event
1368,Fire Alarm,Institute Of The Americas,4/25/2018,1804250045,4/25/2018,12:542 PM,,Cancelled
1369,Disturbance,Geisel Library,4/25/2018,1804250048,4/25/2018,1:29 PM,"Per Security, male harassing staff",Field Interview
1370,Bicyclist Stop,Voigt Dr/Lot 701,4/25/2018,1804250050,4/25/2018,3:17 PM,,Verbal Warning Issued
1371,Incomplete Wireless 911 Call,UCSD Police Department,4/25/2018,1804250051,4/25/2018,3:36 PM,,Logged Event
1372,Incomplete Phone Call/911 Hang‐Up,Torrey Pines Center North,4/25/2018,1804250053,4/25/2018,3:45 PM,,Checks OK
1373,Information,Regents Rd,4/25/2018,1804250054,4/25/2018,4:12 PM,Reporting party believes someone is hitting her apartment rooftop with unknown object,Information Only
1374,Information,UCSD Police Department,4/25/2018,1804250055,4/25/2018,4:16 PM,"911 call, accidental",Logged Event
1375,Fraud,UCSD Police Department,4/25/2018,1804250058,4/25/2018,5:42 PM,Reporting party was scammed out of $200 on Craig's List purchase,Service Provided
1376,Fire Alarm,Structural & Material Engineering Building,4/25/2018,1804250060,4/25/2018,8:11 PM,,False Alarm
1377,Welfare Check,Marshall Apartments West,4/25/2018,1804250061,4/25/2018,8:37 PM,Reporting party concerned for friend attempting to self harm,Checks OK
1378,Suspicious Person,Lot 309,4/25/2018,1804250062,4/25/2018,8:47 PM,,Checks OK
1379,Incomplete Wireless 911 Call,North Torrey Pines Rd,4/25/2018,1804250067,4/25/2018,10:16 PM,,Logged Event
1380,Incomplete Wireless 911 Call,Spanos Athletic Training Facility,4/25/2018,1804250070,4/25/2018,10:43 PM,,Logged Event
1381,Violation Of Domestic Violence Restraining Order,Rady Children's Hospital,4/25/2018,2018‐0620,4/16/2018,Unknown,Victim received non‐threatening greeting card from ex‐spouse,Report Taken
1382,Disturbance,UCSD Medical Center ‐ Hillcrest,4/25/2018,HC18‐04‐24‐0772,4/24/2018,6:58 AM,"Discharged patient refusing to leave property, became verbally and physically aggressive towards staff",Referred To Other Agency ‐ San Diego Police
1383,Shoplifting,UCSD Bookstore,4/25/2018,SC #00650‐2018,4/2/2018,12:18 PM,Student attempted to take $67.95 worth of merchandise without paying,Referred To Student Conduct
1384,Shoplifting,UCSD Bookstore,4/25/2018,SC #00662‐2018,4/3/2018,8:10 AM,Student attempted to take $30.95 worth of merchandise without paying,Referred To Student Conduct
1385,Alcohol Contact,Lot 406,4/7/2018,1804070001,4/7/2018,12:01 AM,,Student Conduct Referral
1386,Citizen Contact,Mesa Nueva Building A,4/7/2018,1804070003,4/7/2018,12:17 PM,Three subjects in pool area,Student Conduct Referral
1387,Smoking Contact,Lot 406,4/7/2018,1804070004,4/7/2018,12:37 PM,,Student Conduct Referral
1388,Suspicious Vehicle,Lot 207,4/7/2018,1804070005,4/7/2018,12:40 AM,,Checks Ok
1389,Disturbance ‐ Party,Mesa Nueva Building E,4/7/2018,1804070007,4/7/2018,1:46 AM,,Quiet on Arrival
1390,Alcohol Contact,Tenaya hall,4/7/2018,1804070009,4/7/2018,2:19 AM,,Checks Ok
1391,Trespass,Canyonview Pool,4/7/2018,180470011,4/7/2018,2:27 AM,Male climbed out of pool area,Checks Ok
1392,Excessive Alcohol,Lot 103,4/7/2018,2018‐0518,4/7/2018,2:55 AM,Report of intoxicated male semi‐conscious,Transported to Hospital
1393,Security Alarm,University House,4/7/2018,1804070021,4/7/2018,9:34 AM,,False Alarm
1394,Incomplete Wireless Call,Pepper Canyon Hall,4/7/2018,1804070024,4/7/2018,12:44 PM,,Unfounded
1395,Welfare Check,Revelle Apartments,4/7/2018,1804070025,4/7/2018,1:02 PM,Male naseous for 3 days and requesting transportation to hospital for medical evaluation,Transported To Hospital
1396,Citizen Contact,The Village East Building 1,4/7/2018,1804070029,4/7/2018,2:02 PM,Former roommate possibly entering apartment and scattering items,Information Only
1397,Citizen Contact,Hopkins Dr / Voight Dr,4/7/2018,1804070029,4/7/2018,2:02 PM,,Information Only
1398,Fire Alarm,Natural Sciences Building,4/7/2018,1804070030,4/7/2018,2:26 AM,,False Alarm
1399,Suspicious Vehicle,Lot 303,4/7/2018,1804070047,4/7/2018,10:37 PM,,Checks Ok
1400,Disturbance ‐ Party,The Village East Building 1,4/7/2018,1804070049,4/7/2018,11:00 PM,,Checks Ok
1401,Alcohol Contact,Village East,4/7/2018,1804070052,4/7/2018,11:19 PM,,Checks Ok
1402,Tresspass,UCSD Medical Center ‐ Hillcrest,4/7/2018,HC18‐04‐06‐0643,4/6/2018,6:45 AM,Discharged patient refusing to leave property,Referred To Other Agency ‐ San Diego Police
1403,Illegal Parking,1 Miramar Parking Structure,4/5/2018,1804050004,4/5/2018,2:14 AM,,Information Only
1404,Suspicious Person,1 Miramar Parking Structure,4/5/2018,1804050005,4/5/2018,2:43 AM,,Unable To Locate
1405,Battery On Person / Dating Violence,The Village West,4/5/2018,2018‐0508,4/5/2018,3:26 AM‐5:12 AM,Involved parties claim to be assaulted by the other during a discussion,Report Taken
1406,Citizen Contact,Myers Dr/Gilman Dr,4/5/2018,1804050008,4/5/2018,7:16 AM,Reporting officer requesting to meet with officer regarding his locker situation and being on campus,Service Provided
1407,Suspicious Person,Leichtag Biomedical Building,4/5/2018,1804050011,4/5/2018,8:09 AM,,Field Interview
1408,Suspicious Person,Café Vita,4/5/2018,2018‐0509,4/5/2018,9:00 AM,Report of possible non‐affiliate inside study room,Stay Away Order Issued
1409,Hazard Situation,Robinson Complex Building 1,4/5/2018,1804050015,4/5/2018,9:40 AM,,Checks OK
1410,Bicyclist Stop,Lot 113,4/5/2018,1804050022,4/5/2018,11:04 AM,,Verbal Warning Issued
1411,Medical Aid,Gilman Dr/Myers Dr,4/5/2018,1804050024,4/5/2018,11:31 AM,Report of intoxicated subject that fell out of wheelchair,Transported To Hospital
1412,Fire Alarm,Applied Physics & Math,4/5/2018,1804050026,4/5/2018,11:54 AM,,Checks OK
1413,Incomplete Phone Call/911 Hang‐Up,Lot 201,4/5/2018,1804050028,4/5/2018,12:30 PM,,Cancelled
1414,Citizen Contact,Burning Man,4/5/2018,1804050030,4/5/2018,12:52 PM,Smoking contact,Field Interview
1415,Bicyclist Stop,Peterson Hall,4/5/2018,1804050036,4/5/2018,1:46 PM,,Written Warning Issued
1416,Bicyclist Stop,Lot 302,4/5/2018,1804050038,4/5/2018,2:00 PM,,Verbal Warning Issued
1417,Bicyclist Stop,Lot 302,4/5/2018,1804050039,4/5/2018,2:04 PM,,Verbal Warning Issued
1418,Suspicious Person,Price Center,4/5/2018,1804050041,4/5/20018,2:26 PM,,Field Interview
1419,Fire Alarm,Stephen Birch Aquarium,4/5/2018,1804050042,4/5/2018,2:35 PM,,False Alarm
1420,Bicyclist Stop,Health Sciences Dr/Regents Rd,4/5/2018,1804050044,4/5/2018,3:12 PM,,Written Warning Issued
1421,Non Injury Collision,Gilman Dr/Osler Ln,4/5/2018,1804050046,4/5/2018,3:26 PM,"Construction sign hit by UC Shuttle Bus, no damage",Information Only
1422,Suspicious Person,Gilman Dr/Myers Dr,4/5/2018,1804050047,4/5/2018,4:01 PM,,Cancelled
1423,Illegal Parking,Lot 351,4/5/2018,1804050048,4/5/2018,4:30 PM,,Will Cooperate
1424,Welfare Check,Pharmaceutical Sciences,4/5/2018,1804050051,4/5/2018,6:51 PM,,Cancelled
1425,Injury,Lot 207,4/5/2018,2018‐0511,4/5/2018,7:00 PM‐7:01,Solo skateboarding accident,Report Taken
1426,Grand Theft,UCSD Shuttle Bus ‐ Hillcrest,4/5/2018,2018‐0513,3/21/2018,12:00 PM‐11:30 PM,"Stolen bag with miscellaneous property, loss $1,500.00",Online Report
1427,Petty Theft ‐ Bicycle,Warren Lecture Hall,4/5/2018,2018‐0514,4/4/2018,5:00 PM‐6:20 PM,Loss $256.00,Online Report
1428,Disturbance / Trespass,UCSD Medical Center ‐ Hillcrest,4/5/2018,HC18‐04‐05‐0633,4/4/2018,10:40 PM,Discharged patient refused to leave hospital,Referred To Other Agency ‐ San Diego Police
1429,Incomplete Phone Call / 911 Hang‐up,UCSD Police Department,4/28/2018,1804280004,4/28/2018,1:44 AM,,Logged Event
1430,Incomplete Wireless 911 Call,UCSD Police Department,4/28/2018,1804280012,4/28/2018,6:10 AM,,Logged Event
1431,Information,Pangea Dr,4/28/2018,1804280014,4/28/2018,7:41 AM,911 call transferred to CHP for a reckless driver,Logged Event
1432,Vandalism,La Jolla Shores Dr/El Paseo Grande,4/28/2018,2018‐0635,4/28/2018,7:50 AM ‐ 11:03 AM,"Report of female acting erratic and vandalizing vehicles, 594(b)(1) PC ‐ Vandalism >$400, 69 PC ‐ Obstruct/Resist Exec Off",Closed by Adult Arrest
1436,Disturbance ‐ Party,Marshall Apartments East,4/28/2018,1804280021,4/28/2018,11:51 AM,"Resident Advisors requesting RSO assistance with loud party, 594(b)(1) PC ‐ Vandalism >$400, 69 PC ‐ Obstruct/Resist Exec Off",Referred To Student Conduct
1439,Marijuana Contact,Douglas Hall,4/28/2018,1804280022,4/28/2018,12:08 PM,,Referred To Student Conduct
1440,Suspicious Person,Marshall Apartments West,4/28/2018,1804280025,4/28/2018,12:24 PM,Subject in hammock sleeping,Checks Ok
1441,Disturbance ‐ Party,The Village West,4/28/2018,1804280027,4/28/2018,12:36 PM,Residence Advisor requesting an RSO to assist,Cancelled
1442,Alcohol Contact,Goldberg Hall,4/28/2018,1804280030,4/28/2018,1:23 PM,,Referred To Student Conduct
1443,Disturbance ‐ Party,La Jolla Scenic Dr North,4/28/2018,1804280031,4/28/2018,1:34 PM,Fraternity party,Checks Ok
1444,Alcohol Contact,The Village East Building 1,4/28/2018,1804280032,4/28/2018,1:34 PM,RA requesting assistance with subjects refusing to provide identification,Referred To Student Conduct
1445,Bicyclist Stop,Lot 101,4/28/2018,1804280033,4/28/2018,1:35 PM,,Citation Issued
1446,Marijuana Contact,Sixth College Apartments,4/28/2018,1804280035,4/28/2018,1:42 PM,,Referred To Student Conduct
1447,Disturbance,North Point Dr/Scholars Dr North,4/28/2018,1804280037,4/28/2018,1:54 PM,Student attempted to jump the fence,Information Only
1448,Alcohol Contact,Marshall Apartments West,4/28/2018,1804280038,4/28/2018,1:56 PM,,Referred To Student Conduct
1449,Alcohol Contact,Marshall Apartments West,4/28/2018,1804280039,4/28/2018,2:06 PM,,Referred To Student Conduct
1450,Excessive Alcohol,Scholars North/Marshall Ln,4/28/2018,2018‐0639,4/28/2018,2:29 PM,Officer found female passed out and unresponsive on sidewalk,Transported To Hospital
1451,Incomplete Wireless 911 Call,UCSD Police Department,4/28/2018,1804280043,4/28/2018,2:50 PM,,Logged Event
1452,Incomplete Wireless 911 Call,UCSD Police Department,4/28/2018,1804280044,4/28/2018,2:51 PM,,Logged Event
1453,Incomplete Wireless 911 Call,RIMAC,4/28/2018,1804280045,4/28/2018,2:52 PM,,Logged Event
1454,Medical Aid,The Village West Building 1,4/28/2018,1804280046,4/28/2018,2:55 PM,"Request for medics for female experiencing severe stomach cramps, has been drinking",Transported To Hospital
1455,Suspicious Vehicle,Media Center Communications,4/28/2018,1804280047,4/28/2018,2:57 PM,,Service Provided
1456,Incomplete Wireless 911 Call,UCSD Police Department,4/28/2018,1804280048,4/28/2018,3:12 PM,,Logged Event
1457,Welfare Check,Social Sciences Building,4/28/2018,1804280052,4/28/2018,3:56 PM,Friend requesting medical aid for intoxicated female,Transported To Detox ‐ Med‐aid
1458,Alcohol Contact,La Jolla Shores Dr/North Torrey Pines Rd,4/28/2018,1804280058,4/28/2018,4:34 PM,,Checks OK
1459,Animal Call,Marshall Field,4/28/2018,1804280065,4/28/2018,5:46 PM,Owner refusing to leash dog,Information Only
1460,Non Injury Collision,Downwind Wy,4/28/2018,2018‐0657,4/28/2018,6:00 PM,"Vehicle collided with chain link fence, causing vehicle to lose control and overturn",Report Taken
1461,Injury,Social Sciences Building,4/28/2018,1804280069,4/28/2018,6:26 PM,Male requesting medics for rolled ankle,Service Provided
1462,Alcohol Contact,Sixth College Apartments,4/28/2018,1804280074,4/28/2018,7:15 PM,,Referred To Student Conduct
1463,Disturbance ‐ Argument,The Village West Building 5,4/28/2018,1804280075,4/28/2018,7:33 PM,Reporting party heard aggressive screaming between group of females in room,Checks OK
1464,Suspicious Person,Lot 309,4/28/2018,1804280077,4/28/2018,7:51 PM,,Checks OK
1465,Preserve The Peace,RIMAC,4/28/2018,1804280078,4/28/2018,8:17 PM,,
1466,Fire Alarm,Sixth College Apartments,4/28/2018,1804280082,4/28/2018,8:54 PM,,False Alarm
1467,Hazard Situation,North Torrey Pines Rd/North Point Dr,4/28/2018,1804280087,4/28/2018,9:48 PM,,Checks OK
1468,Suspicious Vehicle,Lot 704,4/28/2018,1804280093,4/28/2018,10:52 PM,,Information Only
1469,Alcohol Contact,Marshall Res Halls,4/28/2018,1804280094,4/28/2018,10:55 PM,,Referred To Student Conduct
1470,Reckless Driving,Voigt Dr/Justice Ln,4/28/2018,2018‐0658,4/28/2018,11:13 PM,23103(A) VC‐ Reckless driving: highway,"Closed By Citation, Adult"
1473,Petty Theft,La Jolla Del Sol Apartments ‐ Laundry Room,4/28/2018,2018‐0669,4/27/2018‐4/28/2018,2:00 AM‐3:03 PM,"Victim's clothes stolen from dryer, loss $100.00",Online Report
1474,Suspicious Vehicle,Leichtag Biomedical Bldg,4/23/2018,1804230003,4/23/2018,12:52 AM,,Checks Ok
1475,Noise Disturbance,Douglas Hall,4/23/2018,1804230005,4/23/2018,2:06 AM,Loud stomping,Referred To Student Conduct
1476,Non Injury Collision,64 Degrees,4/23/2018,2018‐0604,4/23/2018,7:21 AM,UC vehicle vs Outside company truck,Report Taken
