,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
1863,Burglary Alarm,Unex K,8/1/2011,110801016,8/1/2011,9:27 AM,,False Alarm
1864,Assist Other Agency,Thurgood Marshall,8/1/2011,110801017,8/1/2011,9:35 AM,Trouble with bike lock.,Information Only
1865,Medical Aid,Applied Physics and Math,8/1/2011,110801026,8/1/2011,10:40 AM,"37 year old male with chest pains, conscious and breathing.",Referred to Other Agency
1866,Incomplete Wireless Call,Tioga Hall,8/1/2011,110801032,8/1/2011,11:48 AM,,Unable to Locate
1867,Shoplifting,Price Center,8/1/2011,2011‐1010,8/1/2011,12:45 PM,Suspect placed under private person's arrest. Loss: $139.50.,"Closed By Citation, Adult"
1868,Incomplete Wireless Call,Unex A,8/1/2011,110801034,8/1/2011,1:04 PM,Accidental dial.,Checks OK
1869,Injury,South Mesa Apartments,8/1/2011,2011‐1011,7/31/2011,Unknown,"Female fell in bathroom the night before, has possible broken leg, conscious and breathing,transported to hospital.",Report Taken
1870,Collision Counter Report,Lot 506,8/1/2011,2011‐1012,8/1/2011,8:55 AM,UC vehicle vs. pay station.,Report Taken
1871,Disturbance,Co‐op,8/1/2011,110801039,8/1/2011,2:23 PM,Customer refusing to pay cashier.,Will Cooperate
1872,Burglary Alarm,Engineering Bldg,8/1/2011,110801044,8/1/2011,4:18 PM,,False Alarm
1873,Disturbance,Pangea Parking Structure,8/1/2011,110801049,8/1/2011,6:14 PM,Unoccupied vehicle with engine on.,Gone on Arrival.
1874,Burglary Alarm,Blake Hall,8/1/2011,110801057,8/1/2011,9:39 PM,,Checks OK
1875,Information,Argo Hall,8/1/2011,110801058,8/1/2011,10:24 PM,Suspicious person seen with dogs.,Unable to Locate
1876,Illegal Parking,Lot 359,8/1/2011,110801059,8/1/2011,10:26 PM,,Information Only
1877,Burglary Alarm,Geisel Library,8/1/2011,110801062,8/1/2011,10:47 PM,,False Alarm
1878,Battery On Person,Thornton Hospital,8/1/2011,2011‐1014,8/1/2011,10:45 PM,Suspect placed under private citizen's arrest.,"Closed By Citation, Adult"
1879,Fire Alarm,The Village Bldg 1,8/20/2011,110820001,8/20/2011,12:22 AM,,False Alarm
1880,Illegal Parking,Lot 406,8/20/2011,110820002,8/20/2011,12:50 AM,,Information Only
1881,Suspicious Vehicle,Glider Port,8/20/2011,110820003,8/20/2011,1:24 AM,,Information Only
1882,Suspicious Person,Glider Port,8/20/2011,110820004,8/20/2011,1:44 AM,,Field Interview
1883,Suspicious Vehicle,Glider Port,8/20/2011,110820005,8/20/2011,1:50 AM,,Field Interview
1884,Information,Genesee,8/20/2011,110820006,8/20/2011,2:36 AM,Car fire.,Referred To Other Agency
1885,Hit and Run,Hopkins Parking Structure,8/20/2011,2011‐1077,08/18/2011‐08/20/2011,2:00 PM 08/18/2011‐6:45 AM 08/20/2011,,Report Taken
1886,Citizen Flagdown,Osler,8/20/2011,110820008,8/20/2011,8:19 AM,Directions needed.,Information Only
1887,Citizen Contact,Unknown,8/20/2011,110820017,8/20/2011,2:00 AM,Lost cell phone,Information Only
1888,Food Poisoning,La Jolla Village Drive,8/20/2011,110820018,08/201/2011,12:36 PM,,Referred To Other Agency
1889,Incomplete Phone Call/911 Hangup,Ritter Hall,8/20/2011,110820019,8/20/2011,2:28 PM,,Unable to Locate
1890,Illegal Parking,Lot 510,8/20/2011,110820020,8/20/2011,3:07 PM,,Cited
1891,Illegal Parking,Lot 510,8/20/2011,110820021,8/20/2011,3:15 PM,,Cited
1892,Illegal Parking,Lot 359,8/20/2011,110820022,8/20/2011,3:16 PM,,Gone On Arrival
1893,Information,Torrey Pines Center South,8/20/2011,110820027,8/20/2011,9:47 PM,Suspicious person ran from hospital.,Referred To Other Agency
1894,Suspicious Person,Glider Port,8/20/2011,110820028,8/20/2011,10:14 PM,,Field Interview
1895,Suspicious Person,Villa La Jolla Dr/ La Jolla Village Drive,8/20/2011,110820030,8/20/2011,11:13 PM,Panhandler.,Field Interview
1896,Information Only,Mesa Housing,8/20/2011,2011‐1078,8/20/2011,11:41 PM,Roommate dispute.,Report Taken
1897,Suspicious Vehicle,Parking Lot 359,8/15/2011,110815003,8/15/2011,12:26 AM,,Checks Ok
1898,Incomplete Wireless Call,Village East,8/15/2011,110815004,8/15/2011,12:30 AM,Nothing heard on call back.,Information Only
1899,Alcohol Contact,Parking Lot 208,8/15/2011,110815007,8/15/2011,2:27 AM,,Information Only
1900,Non Injury Accident,Hopkins Parking Structure,8/15/2011,2011-1062,8/14/2011,2:13 PM - 12:00 AM,Non-injury collision involving a University of California (UC) vehicle that has occurred oncampus the previous day.,Report Taken
1901,Hit and Run No Injuries,Prebys Music Center,8/15/2011,2011-1061,8/12/2011-8/15/2011,2:30 PM - 7:40 AM,"Hit and run accident that has occurred over the weekend, involving a UCSD vehicle.",Report Taken
1902,Suspicious Person,South Mesa Apartments,8/15/2011,110815020,8/15/2011,8:09 AM,Hispanic male in a large moving truck with open bed with various items near dumpster.,Checks Ok
1903,Information,Café Ventanas,8/15/2011,110815021,8/15/2011,8:18 AM,,Information Only
1904,Information,Biomedical Sciences Building,8/15/2011,110815033,8/15/2011,10:32 AM,,Information Only
1905,Incomplete Wireless Call,Supercomputer Center,8/15/2011,110815038,8/15/2011,11:31 AM,"Nothing heard, voicemail on call back.",Information Only
1906,Illegal Parking,Scholar Drive North/Muir College,8/15/2011,110815039,8/15/2011,11:47 AM,40 cars illegally parked for cheer camp.,Information Only
1907,Incomplete Wireless Call,Library Walk,8/15/2011,110815040,8/15/2011,12:18 PM,"Faint talking in background, no answer on call back.",Checks OK
1908,Information,Canyonview Pool,8/15/2011,110815041,8/15/2011,12:32 PM,,Information Only
1909,Citizen Flagdown,La Jolla Village Drive,8/15/2011,110815042,8/15/2011,2:01 PM,Ticket Sign Off,Information Only
1910,Suspicious Person,Argo Hall,8/15/2011,110815043,8/15/2011,2:52 PM,2 males tampering with pin pads on room.,Checks Ok
1911,Information,Geisel Library,8/15/2011,2011-1065,4:29 PM,4:29 PM,Stolen laptop currently in use.,Report Taken
1912,Petty Theft,Rebecca and John Moores Cancer Center,8/15/2011,2011-1063,8/15/2011,5:09 PM,Items last seen Friday.  Possible suspect information.  Value stolen: $500,Report Taken
1913,Information,Campus Service Complex,8/15/2011,110815050,8/15/2011,5:55 PM,Sister was living illegally in apartment.  Reporting party called the res life office and hadher removed from the apartment.,Information Only
1914,Petty Theft,Rebecca and John Moores Cancer Center,8/15/2011,2011-1064,8/15/2011,6:04 PM,Unknown suspect stole from the Community Outreach Program.  Value stolen:  $600,Report Taken
1915,Medical Aid,Villa La Jolla Drive/La Jolla Village Drive,8/15/2011,110815056,8/15/2011,8:47 PM,"Male was walking up the street and fell into the street, bleeding from head, consciousand breathing.",Checks Ok
1916,Information,Parking Lot 604,8/15/2011,110815057,8/15/2011,8:56 PM,UC vehicle parked with hazard light on for 3 hours.,Information Only
1917,Welfare Check,Parking Lot 104,8/15/2011,110815060,8/15/2011,9:44 PM,"White female in white BMW hatchback parked near metered spots, possible asleep withhead slumped on steering wheel, engine running for approximately 20 minutes.",Unable to Locate
1918,Illegal Parking,Parking Lot 359,8/15/2011,110815062,8/15/2011,10:22 PM,Vehicle parked in resident deans space.,Verbal Warning Issued
1919,Noise Disturbance,Village East,8/25/2011,110825001,8/25/2011,12:14 AM,Loud music.,Will Cooperate
1920,Informational Report,South Mesa Apartments,8/25/2011,2011‐1094,8/25/2011,3:07 AM,Possible suicide attempt.,Taken To Hospital
1921,Burglary Alarm,Internal Medicine Group Bldg 1,8/25/2011,110825005,8/25/2011,6:28 AM,,False Alarm
1922,Grand Theft,Mortonson Construction Site,8/25/2011,2011‐1095,08/23/2011‐08/25/2011,6:00 PM 08/23/2011‐7:00 AM 08/25/2011,Unknown suspect(s) took two large construction banners. Loss: $1200.00.,Report Taken
1923,Burglary Alarm,Round Table Pizza,8/25/2011,110825012,8/25/2011,8:46 AM,,False Alarm
1924,Fire Alarm,Economics,8/25/2011,110825016,8/25/2011,9:09 AM,Smoke in elevator machine room.,Referred To Other Agency
1925,Welfare Check,Library Walk,8/25/2011,2011‐1097,8/25/2011,10:10 AM,Possible suicidal subject.,Checks OK
1926,Citizen Contact,UCSD Police Department,8/25/2011,2011‐1096,8/24/2011,3:54 PM,Unknown person(s) posted victims telephone number on craigslist website.,Report Taken
1927,Collision Counter Report,P‐507 CSC,8/25/2011,2011‐1098,8/24/2011,4:00 PM,UC vehicle backed into another UC vehicle.,Report Taken
1928,Skateboard Stop,Warren Mall,8/25/2011,110825026,8/25/2011,11:37 AM,2 trick riders.,Will Cooperate
1929,Injury,Walkway West Of APM,8/25/2011,2011‐1100,8/25/2011,4:28 PM,"Female fell from bike, conscious and breathing.",Report Taken
1930,Battery,Thornton ER,8/25/2011,2011‐1101,8/25/2011,5:00 PM,Hospital staff reporting battery.,Report Taken
1931,Fire Alarm,North Mesa Apartments,8/25/2011,110825037,8/25/2011,7:56 PM,,False Alarm
1932,Ticket Sign Off,UCSD Police Department,8/25/2011,110825042,8/25/2011,10:58 PM,,Information Only
1933,Noise Disturbance,Regents Rd,8/25/2011,110825044,8/25/2011,11:19 PM,Two subjects in pool.,Will Cooperate
1934,Alcohol Contact,The Village,8/12/2011,110812001,8/12/2011,12:41 AM,,Information Only
1935,Quiet Hours Contact,The Village,8/12/2011,110812003,8/12/2011,1:14 AM,,Will Cooperate
1936,"Disturbance, Noise",Matthews Apartments,8/12/2011,110812004,8/12/2011,1:56 AM,"Loud talking, music, and stomping from upstairs.",Field Interview
1937,Citizen Contact,Argo Hall,8/12/2011,110812006,8/12/2011,2:10 AM,,Information Only
1938,"Disturbance, Noise",Sixth College Apartments,8/12/2011,110812007,8/12/2011,2:13 AM,Large group of people.,Will Cooperate
1939,"Disturbance, Noise",Central Mesa Apartments,8/12/2011,110812009,8/12/2011,2:46 AM,People talking outside location.,Will Cooperate
1940,Traffic Enforcement,Gilman Drive/Villa Lo Jolla,8/12/2011,2011-1053,8/12/2011,3:13 AM - 6:09 AM,Traffic violation/traffic stop.,Closed By Adult Arrest
1941,Incomplete Wireless Call,Stein Clinical Research Building,8/12/2011,110812021,8/12/2011,9:36 AM,"Disconnected, unable to call back.",Check Ok
1942,Petty Theft,La Jolla Farms,8/12/2011,2011-1054,4/15/2011-8/6/2011,8:00 AM - 12:00 PM,Unknown suspect took the victim's Black Beach parking permit from the back windowof the camper shell.  Loss: $25.00,Report Taken
1943,Hit and Run No Injuries,La Jolla Farms,8/12/2011,2011-1055,8/8/2011,,"Non-injury hit and run vehicle collision, involving a UCSD vehicle.",Report Taken
1944,Non Injury Accident Report,Parking Lot 604,8/12/2011,2011-1056,8/12/2011,6:55 PM - 12:00 AM,"Non-injury collision, involving a University California (UC) vehicle.",Report Taken
1945,Suspicious Person,Thurgood Marshall Activity Center,8/12/2011,110812033,8/12/2011,10:09 PM,Staff closing at goodies when white male entered and asked when they got off work. Male now waiting in parking lot.  Females feel unsafe.,Unable to Locate
1947,Information Only/Nonstudent Refuse to Leave School,Revelle Commons,8/12/2011,2011-1050,8/10/2011,10:45 PM - 12:00 AM,Arrest for disobeying a seven day stay away order issued 2 days prior in violation of California Penal Code 626.6(a),Closed By Adult Arrest
1949,Quiet Hours Contact,The Village Building 1,8/6/2011,110806002,8/6/2011,1:34 AM,,Information Only
1950,Assist Other Agency,La Jolla Village Drive/Villa La Jolla,8/6/2011,110806003,8/6/2011,2:25 AM,,Information Only
1951,Citizen Contact,Lot 401,8/6/2011,110806004,8/6/2011,2:54 AM,,Checks OK
1952,Alcohol Contact,Matthews Apartments,8/6/2011,110806005,8/6/2011,2:59 AM,,Field Interview
1953,Alcohol Contact,Matthews Apartments,8/6/2011,110806006,8/6/2011,3:50 AM,,Will Cooperate
1954,Information,Gilman Parking Structure,8/6/2011,110806007,8/6/2011,6:36 AM,,Information Only
1955,Illegal Parking,Campus Service Complex Building B,8/6/2011,110806009,8/6/2011,8:04 AM,,Written Warning
1956,Suspicious Person,Galbraith Hall,8/6/2011,110806013,8/6/2011,9:09 AM,People on top of building are throwing rocks at birds.,Unable to Locate
1957,Information,Student Services Center,8/6/2011,110806017,8/6/2011,10:22 AM,Left wallet in office.,Information Only
1958,Illegal Parking,Lot 504,8/6/2011,110806019,8/6/2011,12:36 PM,,Cited
1959,Illegal Parking,Lot 504,8/6/2011,110806022,8/6/2011,1:37 PM,Large group of vehicles parked illegally.,Cited
1960,Incomplete Phone Call/911 Hangup,Gilman Parking Structure,8/6/2011,110806023,8/6/2011,1:42 PM,"Callbox activation, nothing heard.",Checks Ok
1961,Illegal Parking,Lot 506,8/6/2011,110806024,8/6/2011,2:27 PM,Blue sports utility vehicle parked in loading zone.,Gone on Arrival/Unable to Locate
1962,Injury,Thornton Hospital,8/6/2011,2011-1034,8/6/2011,5:50 PM,Elderly female fell due to walkway being uneven.,Report Taken
1963,Information,La Jolla Village/Interstate 5,8/6/2011,110806031,8/6/2011,6:10 PM,,Information Only
1964,Suspicious Person,Glider Port,8/6/2011,2011-1035,8/6/2011,7:10 PM,White male adult with a possible silver handgun.  Investigation revealed it was a large pistolshaped butane lighter.,Report Taken
1965,"Disturbance, General",Muir Quad,8/6/2011,2011-1036,8/6/2011,9:33 PM,Group of 3 non-affiliate males having an argument/dispute with resident security officers.,"Closed By Citation, Adult x 2; Closed By Adult Arrest x 1"
1966,Citizen Flagdown,Hopkins Drive/Voigt Drive,8/6/2011,110806041,8/6/2011,11:21 PM,,Information Only
1967,Quiet Hours Contact,The Village Building 1,8/27/2011,110827002,8/27/2011,1:40 AM,,Will Cooperate
1968,Illegal Parking,Thurgood Marshall Lane,8/27/2011,110827004,8/27/2011,2:41 AM,Vehicle blocking one lane of traffic.,Information Only
1969,Suspicious Person,Central Mesa Apartments,8/27/2011,110827008,8/27/2011,7:04 AM,Subject is inside dumpster.,Gone On Arrival
1970,Animal Call,Brennan Hall,8/27/2011,110827014,8/27/2011,10:44 AM,Swarm of bees in apartment.,Referred to Other Agency
1971,Report of Grand Theft,Parking Lot 002,8/27/2011,2011-1106,8/27/2011,12:30 PM - 2:44 PM,Unknow suspect took cell phone and credit cards.  Loss: $1438.00,Report Taken
1972,Medical Aid,Rebecca and John Moores Cancer Center,8/27/2011,110827018,8/27/2011,3:50 PM,Female having trouble breathing.,Referred to Other Agency
1973,Skateboard Stop,Solis Hall,8/27/2011,110827022,8/27/2011,5:42 PM,4-5 skateboarders with cameras.,Will Cooperate
1974,Citizen Contact,Preuss,8/27/2011,110827029,8/27/2011,9:41 PM,Possible theft of helmet.,Information Only
1975,"Disturbance, Noise",Miramar Building 2,8/27/2011,110827030,8/27/2011,11:53 PM,Loud party music,Will Cooperate
1976,Suspicious Person,UCTR 201,8/26/2011,110826032,8/26/2011,2:47 PM,Possible transient in bushes,Gone On Arrival
1977,Noise Disturbance,1 Miramar Bldg 4,8/19/2011,110819001,8/19/2011,1:35 AM,Loud music.,Will Cooperate
1978,Information,Honduras,8/19/2011,110819007,Unknown,Unknown,Incident number requested for fraudulent charges on credit card.,Information Only
1979,Possible Theft,Center For Molecular Medicine,8/19/2011,110819023,8/19/2011,4:39 PM,"No report at this time, reporting party will call back if report needed.",Information Only
1980,Missing Juvenile,Central Mesa Apartments,8/19/2011,110819025,8/19/2011,5:49 PM,,Juvenile Found
1981,Incomplete Wireless Call,Student Center Bldg C,8/19/2011,110819026,8/19/2011,6:12 PM,,Checks Ok
1982,Assault,Social Sciences Bldg,8/19/2011,110819028,8/19/2011,9:07 PM,Group of people dropping objects from top floor.,Field Interview
1983,Noise Disturbance,1 Miramar Bldg 4,8/21/2011,110821002,8/21/2011,12:37 AM,Yelling.,Will Cooperate
1984,Disturbance,Thornton Hospital,8/21/2011,110821006,8/21/2011,2:18 AM,Suspicious Person,Field Interview
1985,Burglary Alarm,Preuss School,8/21/2011,110821007,8/21/2011,4:24 AM,,False Alarm
1986,Burglary Alarm,Preuss School,8/21/2011,110821008,8/21/2011,4:55 AM,,False Alarm
1987,Citizen Flagdown,SIO Pier,8/21/2011,110821010,8/21/2011,8:48 AM,Male stung by stingray.,Information Only
1988,Illegal Parking,Lot 359,8/21/2011,110821011,8/21/2011,9:26 AM,,Gone On Arrival
1989,Illegal Parking,SIO Library,8/21/2011,110821019,8/21/2011,11:22 AM,,Information Only
1990,Assist Other Agency,Voigt Dr/Campus Point Dr,8/21/2011,110821022,8/21/2011,11:55 AM,Thornton Security requesting help with transient.,Unable To Locate
1991,Information Only,North Mesa Apartments,8/21/2011,2011‐1079,8/21/2011,3:07 PM,Reporting Party wanting to get belongings. Locks have been changed.,Report Taken
1992,Illegal Parking,Lot 359,8/21/2011,110821028,8/21/2011,3:32 PM,,Gone On Arrival
1993,Officer Needs Help,El Cajon,8/21/2011,110821030,8/21/2011,5:25 PM,El Cajon police officer down.,Information Only
1994,Noise Disturbance,Regents Pool,8/21/2011,110821033,8/21/2011,8:39 PM,Loud teenagers.,Gone On Arrival
1995,"Disturbance, Noise",Miramar Building,8/14/2011,110814001,8/13/2011,12:04 AM,Loud music,Quiet on Arrival
1996,Assist Other Agency,Black Beach Gate,8/14/2011,110814004,8/14/2011,12:35 AM,SDPD request gate opened,Information Only
1997,Citizen Flagdown,Health Science,8/14/2011,110814005,8/14/2011,12:57 AM,,Information Only
1998,"Disturbance, Noise",The Village,8/14/2011,110814009,8/14/2011,2:20 AM,Loud music,Field Interview
1999,Minor Injury Accident,Gilman Drive/Osler Lane,8/14/2011,2011-1060,8/14/2011,5:14 AM,Single vehicle accident with injury,Report Taken
2000,Suspicious Vehicle,Parking Lot 406,8/14/2011,110814022,8/14/2011,10:42 AM,,Checks Ok
2001,"Disturbance, General",Perlman Ambulatory Care,8/14/2011,110814025,8/14/2011,3:26 PM,Non-injury accident.  Parties can not agree on who is at fault.,Field Interview
2002,Skateboard Stop,Parking Lot 602,8/14/2011,110814026,8/14/2011,4:56 PM,,Verbal Warning Issued
2003,Information,La Jolla Village Drive,8/14/2011,110814028,8/14/2011,7:05 PM,"White male 70-80 years old, dark colored shirt, walking with walker going east bound overthe overpass.",Information Only
2004,Suspicious Vehicle,Parking Lot 510,8/14/2011,110814030,8/14/2011,7:53 PM,Male sleeper with headlights on,Checks Ok
2005,Ticket Sign Off,Engineering Building,8/14/2011,110814037,8/14/2011,10:41 PM,,Information Only
2006,"Disturbance, Noise",Central Mesa Apartments,8/14/2011,110814039,8/14/2011,10:59 PM,Loud group on balcony in building south of location,Will Cooperate
2007,Citizen Contact,Blake Hall,8/14/2011,110814040,8/14/2011,11:19 PM,,Information Only
2008,Suspicious Vehicle,Redwood/Discovery,8/14/2011,110814041,8/14/2011,11:40 PM,Sleeper in vehicle,Information Only
2009,Welfare Check,Rita Atkinson Residences,8/8/2011,110808002,8/8/2011,1:52 PM,,Cancelled Before Dispatch
2010,Recovered Stolen Vehicle,Lot 017,8/8/2011,2011‐1039,8/8/2011,5:29 AM,,Information Only
2011,Animal Call,Voigt Dr/Justice Ln,8/8/2011,110808009,8/8/2011,6:11 AM,Bobcat,Checks Ok
2012,Incomplete Wireless Call,Matthews Apartments,8/8/2011,110808018,8/8/2011,9:54 AM,,Checks Ok
2013,Vandalism,IGPP Bldg,8/8/2011,2011‐1041,08/05/2011‐08/08/2011,5:30PM 08/05/2011‐8:00AM 08/08/2011,Two elevators vandalized with scratches and spray paint. Damage: $200.00.,Report Taken
2014,Information,Price Center,8/8/2011,110808024,8/8/2011,11:30 AM,Suspicious person.,Information Only
2015,Medical Aid,Ledden,8/8/2011,110808025,8/8/2011,11:33 AM,Young female having possible seizure. Transported to hospital.,Information Only
2016,Injury,Hopkins Parking Structure,8/8/2011,110808027,8/8/2011,1:42 PM,"Skateboard injury, transported to hospital",Information Only
2017,Reckless Driving,Muir College,8/8/2011,110808031,8/8/2011,4:36 PM,,Information Only
2018,Burglary Alarm,Torrey Pines Center North,8/8/2011,110808032,8/8/2011,5:00 PM,,False Alarm
2019,Illegal Parking,Blacks Beach Gate,8/8/2011,110808035,8/8/2011,6:30 PM,,Cited
2020,Disturbance,North Mesa Apartments,8/8/2011,2011‐1042,8/7/2011,Unknown,disagreement between roommates.,Report Taken
2021,Burglary Alarm,Medical Teaching Facility,8/8/2011,110808041,8/8/2011,8:59 PM,,False Alarm
2022,Illegal Parking,Laundry Room on Regents Rd,8/8/2011,110808044,8/8/2011,9:51 PM,Vehicle double parked.,Information Only
2023,Noise Disturbance,North Mesa Apartments,8/8/2011,110808046,8/8/2011,10:55 PM,Playing basketball.,Gone On Arrival
2024,Suspicious Person,Isaacs Hall,8/8/2011,110808048,8/8/2011,11:30 PM,,Information Only
2025,Illegal Parking,Lot 606,8/29/2011,110829016,8/29/2011,8:25 AM,,Referred To Other Agency
2026,Disturbance,Mail Services,8/29/2011,2011‐1108,8/29/2011,9:00 AM,Suspicious person.,Stay Away Order Issued
2027,Incomplete Wireless Call,CA Institute for Telecomm,8/29/2011,110829025,8/29/2011,10:33 AM,,Unable To Locate
2028,Suspicious Person,Burger King,8/29/2011,110829030,8/29/2011,11:38 AM,,Unable To Locate
2029,Preserve The Peace,North Mesa Apartments,8/29/2011,110829031,8/29/2011,11:58 AM,Roommate needs to pick up belongings.,Information Only
2030,Incomplete Wireless Call,North Break,8/29/2011,110829035,8/29/2011,1:36 PM,,Checks OK
2031,Incomplete Wireless Call,Warren Lecture Hall,8/29/2011,110829037,8/29/2011,1:41 PM,,Checks OK
2032,Citizen Contact,UCTR 301,8/29/2011,110829039,8/29/2011,2:09 PM,Reporting party has concerns about suspicious voicemails.,Information Only
2033,Fire Alarm,Pangea Parking Structure,8/29/2011,110829040,8/29/2011,2:32 PM,,False Alarm
2034,Medical Aid,Radiation Oncology Center,8/29/2011,2011‐1111,8/29/2011,2:48 PM,"Disorderly conduct, no medical aid needed.",Closed By Adult Arrest
2035,Theft Of Bicycle,Between MTF & BSB,8/29/2011,2011‐1110,8/29/2011,8:20AM‐3:00PM,Unknown suspect(s) stole victims bike and lock. Loss $310.00.,Report Taken
2036,Panic/Silent Alarm,Student Business Services,8/29/2011,110829049,8/29/2011,3:55 PM,,False Alarm
2037,Incomplete Phone Call/911 Hangup,Sierra Summit,8/29/2011,110829050,8/29/2011,4:28 PM,,Checks OK
2038,Hit & Run,Russell Ln/Gilman Dr,8/29/2011,2011‐1112,8/29/2011,4:43 PM,Skateboarder was hit by vehicle.,Report Taken
2039,Indecent Exposure,Lot 102,8/29/2011,2011‐1113,8/29/2011,7:00 PM,Unknown suspect willfully and lewdly exposed his genitals to victim.,Unable To Locate
2040,Disturbance,South Mesa Apartments,8/29/2011,110829056,8/29/2011,7:18 PM,Barking dog.,Unable To Locate
2041,Burglary Alarm,Laurel,8/29/2011,110829057,8/29/2011,7:39 PM,,Cancelled After Dispatch
2042,Burglary Alarm,Humanities and Social Sciences,8/29/2011,110829060,8/29/2011,10:16 PM,,False Alarm
2043,Grand Theft,Mesa Apartments,8/27/2011,2011‐1115,8/26/2011,10:15 PM,"Unknown suspect(s) stole victims bike. Loss: $1,000.00.",Online Report
2044,Bicycle Theft,Mesa Apartments,8/27/2011,2011‐1116,8/26/2011,6:00 PM‐ 11:15 PM,Unknown suspect(s) stole victims bike. Loss: $230.00.,Online Report
2045,Citizen Flagdown,La Jolla Shores Dr/ North Torrey Pines Rd,8/30/2011,110830002,08/302011,12:50 AM,,Verbal Warning Issued
2046,Suspicious Person,Biomedical Sciences Bldg,8/30/2011,110830011,8/30/2011,6:17 AM,,Unable To Locate
2047,Arson,UC 413,8/30/2011,2011‐1114,8/30/2011,5:30 AM,"Unknown suspect(s) started small fire next to classroom, causing damage to corner of building.",Report Taken
2048,Burglary Alarm,UC 402,8/30/2011,110830015,8/30/2011,7:22 AM,,Cancelled Before Dispatch
2049,Vandalism,Naga Way/ La Jolla Shores Dr,8/30/2011,2011‐1117,8/29/2011‐08/30/2011,1:00 PM‐10:00 AM,Unknown suspect(s) spray painted on two street signs. Damage: $200.00.,Report Taken
2050,Bike Patrol,Campus Services Complex,8/30/2011,110830042,8/30/2011,12:46 PM,,Information Only
2051,Bicyclist Stop,Pangea Dr/ Scholars Dr North,8/30/2011,110830045,8/30/2011,1:52 PM,,Cited
2052,Possession of Stolen Property,York Hall,8/30/2011,110830047,8/30/2011,2:15 PM,Stolen laptop being used under another user name.,Unable To Locate
2053,Information,Lot 309,8/30/2011,110830048,8/30/2011,2:21 PM,"White bunny found in bushes, possible a pet.",Information Only
2054,Skateboard Stop,Biology Bldg,8/30/2011,110830053,8/30/2011,3:08 PM,,Will Cooperate
2055,Missing Juvenile,Preuss School,8/30/2011,110830056,8/30/2011,7:05 PM,Subject found.,Information Only
2056,Citizen Flagdown,Plaza Café,8/30/2011,110830063,8/30/2011,9:40 PM,Subject trying to use call box.,Information Only
2057,Burglary Alarm,IRPS Computer Lab,8/30/2011,110830064,8/30/2011,9:43 PM,,False Alarm
2058,Fire Alarm,Pepper Canyon Hall,8/30/2011,110830066,8/30/2011,10:33 PM,,False Alarm
2059,Suspicious Person,Music Bldg,8/24/2011,110824003,8/24/2011,12:14 AM,,Unable To Locate
2060,Burglary Alarm,UCTR,8/24/2011,110824009,8/24/2011,3:02 AM,,False Alarm
2061,Report of Vandalism,Revelle Lab,8/24/2011,2011‐1089,8/24/2011,5:48 AM,Four elevators with graffiti.,Report Taken
2062,Burglary Alarm,UCTR,8/24/2011,110824013,8/24/2011,6:27 AM,,False Alarm
2063,Suspicious Person,Stein Clinical Research Bldg,8/24/2011,110824016,8/24/2011,7:34 AM,,Field Interview
2064,Fire Alarm,Main Gym,8/24/2011,110824017,8/24/2011,8:06 AM,,False Alarm
2065,Fire Alarm,Geisel Library,8/24/2011,110824018,8/24/2011,8:12 AM,Caused by construction.,False Alarm
2066,Incomplete Phone Call/911 Hangup,Student Services Center,8/24/2011,110824029,8/24/2011,11:14 AM,Misdial.,Information Only
2067,Citizen Contact,The Village East‐North Break,8/24/2011,110824032,8/24/2011,1:14 PM,Suspicious circumstances.,Referred To Other Agency
2068,Medical Aid,Thornton Hospital Bus Stop,8/24/2011,110824033,8/24/2011,2:01 PM,"Male passenger on shuttle, unresponsive. Conscious and breathing.",Transported To Hospital
2069,Burglary Alarm,Womens Resource Center,8/24/2011,110824037,8/24/2011,4:47 PM,,Cancelled After Dispatch
2070,Incomplete Wireless Call,Biomedical Library,8/24/2011,110824039,8/24/2011,5:13 PM,,Unable To Locate
2071,Burglary,Geisel Library,8/24/2011,2011‐1093,8/24/2011,9:39 PM,Suspect stole laptop.,Closed By Adult Arrest
2072,Noise Disturbance,Regents Rd,8/24/2011,110824053,8/24/2011,11:15 PM,Moving truck.,Will Cooperate
2073,Suspicious Person,Mobil Station,8/5/2011,110805002,8/5/2011,1:01 AM,,Information Only
2074,Citizen Flagdown,Sixth College Apartments,8/5/2011,110805003,8/5/2011,1:03 AM,,Information Only
2075,Welfare Check,Medical Teaching Facility,8/5/2011,110805008,8/5/2011,6:56 AM,Transient on first floor south side near elevator.,Information Only
2076,Traffic Hazard,Canyonview Pool,8/5/2011,110805013,8/5/2011,8:21 AM,Several vehicles parking on street in front of location creating a hazard.,Will Cooperate
2077,Unknown Injury Accident,Genesee and Interstate 5,8/5/2011,110805022,8/5/2011,9:51 AM,,Referred to Other Agency
2078,Incomplete Wireless Call,Stein Clinical Research Building,8/5/2011,110805023,8/5/2011,9:54 AM,Talking heard.  No answer on call back.,Checks OK
2079,Report of Hit and Run No Injuries,Campus Service Complex Building B,8/5/2011,2011‐1031,8/4/2011,9:00 AM ‐ 11:30 AM,"Occurred at Thornton Construction, UC vehicle.",Report Taken
2080,Injury,Canyon View Pool,8/5/2011,110805028,8/5/2011,12:26 PM,"Teenager injured arm, possibly broken.",Information Only
