,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
3950,Possession of Marijuana,Marshall Apartments East,10/29/2017,1710290072,10/29/2017,11:20 PM,,Student Conduct Referral
3951,Citizen Contact,Tamarack Apartments,10/29/2017,1710290073,10/29/2017,11:41 PM,Odor of cigarettes,Service Provided
3952,Smoking Contact,Sixth College Apartments,10/17/2017,1710170001,10/17/2017,12:02 AM,,Student Conduct Referral
3953,Bench Warrant for Failure to Appear,ERC Admin,10/17/2017,2017-1583,10/17/2017,12:39 AM,,Closed By Adult Arrest
3954,Suspicious Vehicle,South Mesa Apartments,10/17/2017,1710170004,10/17/2017,1:01 AM,,Checks OK
3955,Quiet Hours Contact,Goldberg Hall,10/17/2017,1710170007,10/17/2017,2:11 AM,,Student Conduct Referral
3956,Fire Alarm,Pangea Parking Structure,10/17/2017,1710170014,10/17/2017,6:17 AM,,False Alarm
3957,Property Damage,Lot 411,10/17/2017,2017-1584,10/10/2017 - 10/17/2017,4:00 AM - 4:30 AM,Damage to UCSD trash can,Report Taken
3958,Hazard Situation,La Jolla Villa Drive/Villa La Jolla Drive,10/17/2017,1710170024,10/17/2017,8:38 AM,Sign hanging down and will possibly create hazard,Service Provided
3959,Bicyclist Stop,Herbert York Lane,10/17/2017,1710170026,10/17/2017,9:00 AM,,Verbal Warning Issued
3960,Citizen Contact,Price Center,10/17/2017,1710170027,10/17/2017,9:09 AM,Subject receiving messages from someone she does not know for the past three weeks,Information Only
3961,Lost Property,Sequoyah Hall,10/17/2017,1710170028,10/17/2017,9:10 AM,Bicycle locked at location blocking walkway traffic,Cited
3962,Petty Theft,Douglas Hall,10/17/2017,2017-1585,10/17/2017,3:00 AM - 9:00 AM,"Unknown suspect(s) entered laundry room and removed victim's clothing, loss $70",Report Taken
3963,Medical Aid,Engineering Building Unit 1,10/17/2017,1710170033,10/17/2017,9:35 AM,Subject with fast heart rate,Transported to Hospital
3964,Citizen Contact,Price Center,10/17/2017,1710170036,10/17/2017,9:58 AM,Clearing vehicles at location,Service Provided
3965,Bicyclist Stop,Voigt Drive/Lot 702,10/17/2017,1710170038,10/17/2017,10:06 AM,,Verbal Warning Issued
3966,Property Damage,Lot 506,10/17/2017,2017-1587,10/14/2017,9:30 AM,Damage to UC vehicle,Report Taken
3967,Smoking Contact,Price Center,10/17/2017,1710170048,10/17/2017,11:43 AM,,Service Provided
3968,Petty Theft,Campus Services Complex Building G,10/17/2017,2017-1588,10/17/2017,8:00 AM - 12:00 PM,"Unknown suspect(s) removed victim's vehicle battery charger, loss $350",Report Taken
3969,Skateboard Stop,Perks,10/17/2017,1710170051,10/17/2017,12:10 PM,,Verbal Warning Issued
3970,Noise Disturbance,Marshall Apartments West,10/17/2017,1710170052,10/17/2017,12:22 PM,Loud music,Service Provided
3971,Vehicle Burglary,Hopkins Parking Structure,10/17/2017,2017-1589,10/17/2017,4:00 AM- 12:30 PM,"Unknown suspect(s) made entry into a locked vehicle through a window and rummaged through the car, damage estimated at $300",Report Taken
3972,Citizen Contact,Mobil Station,10/17/2017,1710170058,10/17/2017,1:44 PM,,Service Provided
3973,Hazard Situation,Voigt Drive/Gilman Drive,10/17/2017,1710170063,10/17/2017,3:03 PM,Car with a flat tire blocking traffic,Service Provided
3974,Shoplifting,Bookstore,10/17/2017,2017-1590,9/29/2017,2:26 PM,"Male seen concealing and exit the store with a textbook, loss $180",Report Taken
3975,Hit and Run No Injuries,Robinson Complex Building 1,10/17/2017,1710170065,10/17/2017,3:50 PM,New damage to vehicle with note left on it,Information Only
3976,Hazard Situation,Genessee Avenue/North Torrey Pines Road,10/17/2017,1710170066,10/17/2017,3:52 PM,Hubcap on roadway,Unable to Locate
3977,Suspicious Vehicle,Parking Office,10/17/2017,1710170068,10/17/2017,4:01 PM,,Written Warning Issued
3978,Suspicious Person,Voigt Dip,10/17/2017,1710170070,10/17/2017,4:46 PM,,Checks OK
3979,Chemical Spill,Natural Sciences Building,10/17/2017,1710170071,10/17/2017,5:08 PM,Thermometer containing mercury broke,Referred to Other Department
3980,Hit and Run No Injuries,Lot 103,10/17/2017,1710170074,10/16/2017,Unknown,New damage to vehicle,Service Provided
3981,Information,UCSD Police Department,10/17/2017,1710170076,10/17/2017,6:56 PM,Professor concerned about student,Information Only
3982,Welfare Check,Gilman Drive/Myers Drive,10/17/2017,1710170082,10/17/2017,8:42 PM,Female lost and seems distraught,Service Provided
3983,Suspicious Person,Gilman Drive/Myers Drive,10/17/2017,1710170090,10/17/2017,10:05 PM,Subject screaming and cussing,Field Interview
3984,Illegal Parking,Matthews Lane,10/17/2017,1710170091,10/17/2017,10:40 PM,,Cited
3985,Hazard Situation,Greenhouse Lane,10/17/2017,1710170092,10/17/2017,10:46 PM,Overloaded semi unable to access street,Checks OK
3986,Hazard Situation,Engineering Building Unit 3A,10/17/2017,1710170094,10/17/2017,11:14 PM,Tree branch coming off of tree,Checks OK
3987,Information,Hopkins Parking Structure,10/17/2017,2017-1586,10/17/2017,8:40 AM,Verbal altercation between staff member and student,Report Taken
3988,Information,VA Hospital,10/4/2017,1710040009,10/4/2017,1:29 AM,Streelights out at location,Referred to Other Department
3989,Medical Aid,Sixth College Building 709,10/4/2017,1710040010,10/4/2017,2:12 AM,Subject collapsed and is complaining of hurting joints and a numb body,Service Provided
3990,Carrying Switchblade on Person,Foodworx,10/4/2017,2017-1497,10/4/2017,6:45 AM - 7:20 AM,Original call for welfare check of subject sleeping at the tables,Closed by Adult Arrest
3991,Grand Theft,Pangea Parking Structure,10/4/2017,2017-1499,10/2/2017 - 10/4/2017,11:30 PM - 7:15 AM,"Unknown suspect(s) took and carried away 3 Smart Car charging cables , loss $720",Report Taken
3992,Attempted Petty Theft,Pangea Parking Structure,10/4/2017,2017-1501,10/2/2017 - 10/4/2017,5:00 PM - 8:55 AM,Unknown suspect(s) cut one side of victim's U-Lock in an attempt to take the victim's bike,Report Taken
3993,Bicycle Theft,Tenaya Hall,10/4/2017,2017-1502,10/3/2017 - 10/4/2017,7:00 PM - 8:40 AM,"Unknown suspect(s) cut victim's cable lock and carried away a bicycle, loss $145",Report Taken
3994,Report of Gang or Terrorist Threat,Price Center,10/4/2017,1710040035,10/4/2017,10:10 AM,Victim threatened verbally by subject that consistently parks in victim's reserved space,Information Only
3995,Bicyclist Stop,Voigt Drive/Campus Point Drive,10/4/2017,1710040036,10/4/2017,10:57 AM,Failure to stop at red light,Written Warning Issued
3996,Suspicious Person,Preuss School,10/4/2017,1710040037,10/4/2017,10:59 AM,Possible transient headed towards Scripps,Checks OK
3997,Bicycle Theft,Pangea Parking Structure,10/4/2017,2017-1503,10/3/2017 - 10/4/2017,11:00 PM - 9:50 AM,Loss $500,Report Taken
3998,Bicycle Theft,64 Degrees,10/4/2017,2017-1504,10/4/2017,7:00 AM - 11:00 AM,Loss $350,Report Taken
3999,Citizen Contact,Price Center,10/4/2017,1710040045,10/4/2017,12:35 PM,Reporting party requesting officers contact smokers at snake path area,Information Only
4000,Fraud,Roger's Place,10/4/2017,1710040049,10/4/2017,2:20 PM,Counterfeit $100 bill given to staff member,Referred to Other Agency
4001,Bicyclist Stop,Sixth College Lane/Lyman Lane,10/4/2017,1710040060,10/4/2017,6:33 PM,Pedestrians in roadway,Verbal Warning Issued
4002,Bicycle Theft,La Jolla Del Sol,10/4/2017,1710040061,10/4/2017,7:00 PM,,Gone On Arrival
4003,Impound Vehicle,North Torrey Pines Road/Expedition Way,10/4/2017,2017-1505,10/4/2017,7:12 PM,"Vehicle parked in bicycle lane, unoccupied, and along red curbline",Report Taken
4004,Alcohol Contact,Mesa Nueva Building F,10/4/2017,1710040075,10/4/2017,9:44 PM,,Student Conduct Referral
4005,Smoking Contact,Mesa Nueva Building A,10/4/2017,1710040081,10/4/2017,11:27 PM,,Gone On Arrival
4006,Citizen Contact,Scripps Memorial Hospital,10/4/2017,1710040082,10/4/2017,11:48 PM,Subject requesting information about buses,Service Provided
4007,Information,Miramar Street/Regents Road,10/4/2017,2017-1500,10/4/2017,8:38 AM,Subject served a temporary restraining order,Report Taken
4008,Bicycle Theft,Atlantis Hall,10/4/2017,2017-1507,10/3/2017 - 10/4/2017,4:00 PM - 8:30 AM,Loss $980,Online Report
4009,Bicycle Theft,York Hall,10/4/2017,2017-1508,10/2/2017,5:00 PM - 5:50 PM,Loss $650,Online Report
4010,Alcohol Contact,Black Hall,10/4/2017,SC #01245-2017,9/27/2017,1:15 AM,Male student had odor of alcohol and admitted to being intoxicated,Referred To Student Conduct
4011,Noise/Alcohol Contact,Sixth College Apartments,10/4/2017,SC #01252-2017,9/29/2017,9:33 PM,"After hearing loud noises coming from common study area, Resident Advisor found several residents in the presence of alcohol and playing beer pong",Referred To Student Conduct
4012,Bicycle Theft,Rimac,10/4/2017,2017-1510,9/7/2017 - 9/19/2017,1:30 PM - 1:30 PM,Loss $450,Online Report
4013,Bicycle Theft,Galathea Building,10/4/2017,2017-1538,10/3/2017 - 10/4/2017,11:00 PM - 10:00 AM,Loss $400,Online Report
4014,Bicycle Theft,La Jolla Del Sol,10/4/2017,2017-1540,10/3/2017 - 10/4/2017,9:00 PM - 6:00 PM,Loss $300,Online Report
4015,Smoking Contact,Marshall Apartments East,10/22/2017,1710220001,10/22/2017,12:11 AM,,Student Conduct Referral
4016,Public Over Intoxication to Hospital,Lot 308,10/22/2017,2017-1631,10/22/2017,12:27 AM,Original call for alcohol contact,Transported to Hospital
4017,Welfare Check,North Mesa Apartments,10/22/2017,1710220005,10/22/2017,1:04 AM,Reporting party has not heard back from subject since last night,Checks OK
4018,Citizen Contact,Central Mesa Apartments,10/22/2017,1710220008,10/22/2017,2:30 AM,,Checks OK
4019,Inflicting Corporal Injuries on Spouse,South Mesa Apartments,10/22/2017,2017-1632,10/22/2017,12:51 AM,,Report Taken
4020,Welfare Check,North Mesa Apartments,10/22/2017,1710220011,10/22/2017,3:33 AM,Subject throwing up,Checks OK
4021,Welfare Check,Asante Hall,10/22/2017,1710220013,10/22/2017,4:06 AM,Subject being carried by friends,Unable to Locate
4022,Information,Lot 702,10/22/2017,1710220015,10/22/2017,11:10 AM,"Male released from hospital to the bus stop, but wants to go back",Transported to Hospital
4023,Petty Theft,Matthews Apartments,10/22/2017,2017-1633,10/21/2017,11:30 PM,"Unknown suspect(s) entered unlocked sliding door and took a laptop and monitor, loss $1457",Report Taken
4024,Security Alarm,Student Services Center,10/22/2017,1710220020,10/22/2017,1:44 PM,,False Alarm
4025,Bicycle Theft,Meteor Hall,10/22/2017,2017-1634,10/22/2017,1:47 PM,Loss $450,Report Taken
4026,Fire Alarm,North America Hall,10/22/2017,1710220033,10/22/2017,6:55 PM,,False Alarm
4027,Collision No Injury,Mesa Nueva Building B,10/22/2017,2017-1635,10/22/2017,6:30 PM,Vehicle v. object,Report Taken
4028,Security Alarm,Preuss School,10/22/2017,1710220038,10/22/2017,7:53 PM,,False Alarm
4029,Citizen Contact,The Village West Building 7,10/22/2017,1710220047,10/22/2017,10:12 PM,Open lit candle,Service Provided
4030,Welfare Check,Matthews Apartments,10/22/2017,1710220048,10/22/2017,10:16 PM,Reporting party concerned about subject not answering phone calls,Checks OK
4031,Injury,Ridgewalk,10/22/2017,2017-1636,10/22/2017,11:23 PM,Subject fell and hit her head,Transported to Hospital
4032,Information,Price Center,10/22/2017,1710220052,10/22/2017,11:50 PM,Reporting party concerned about subject who has not returned from work,Checks OK
4033,Information,Ridgewalk,10/16/2017,1710160001,10/16/2017,12:41 AM,Lights flickering on and off,Referred to Other Department
4034,Noise Disturbance,Mesa Nueva Buildng F,10/16/2017,1710160004,10/16/2017,1:51 AM,Loud group of people talking and laughing,Checks OK
4035,Medical Aid,Thornton Staff Lot 753,10/16/2017,1710160010,10/16/2017,7:49 AM,Male found unconscious,Service Provided
4036,Bicyclist Stop,Warren Literature Building,10/16/2017,1710160015,10/16/2017,8:10 AM,,Verbal Warning Issued
4037,Skateboard Stop,ERC Shuttle Stop,10/16/2017,1710160016,10/16/2017,8:27 AM,,Verbal Warning Issued
4038,Hazard Situation,Gilman Drive/Myers Drive,10/16/2017,1710160020,10/16/2017,8:52 AM,Bus broke down,Service Provided
4039,Bicyclist Stop,Lyman Lane,10/16/2017,1710160021,10/16/2017,9:03 AM,,Cited
4040,Bicyclist Stop,Gilman Drive/Russell Lane,10/16/2017,1710160023,10/16/2017,9:10 AM,,Verbal Warning Issued
4041,Citizen Contact,UCSD Police Department,10/16/2017,1710160025,10/16/2017,10:11 AM,Subject requesting to speak to an officer regarding complaint,Service Provided
4042,Information,Faculty Club,10/16/2017,1710160026,10/16/2017,10:27 AM,Subject seen in vehicular collision and left note on victim's vehicle,Information Only
4043,Animal Call,VA Hospital,10/16/2017,1710160028,10/16/2017,10:39 AM,Dog in vehicle,Gone On Arrival
4044,Animal Call,Athena Parking Structure,10/16/2017,1710160029,10/16/2017,10:48 AM,Dead rabbit in stairway,Referred to Other Department
4045,Skateboard Stop,Lot 303,10/16/2017,1710160030,10/16/2017,10:49 AM,,Verbal Warning Issued
4046,Lost Property,UCSD Police Department,10/16/2017,1710160032,10/16/2017,10:54 AM,Subject had lost a passport,Information Only
4047,Bicyclist Stop,Lyman Lane,10/16/2017,1710160033,10/16/2017,10:56 AM,,Verbal Warning Issued
4048,Animal Call,Gilman Parking Structure,10/16/2017,1710160035,10/16/2017,11:41 AM,Dog in vehicle,Service Provided
4049,Information,Chase Bank,10/16/2017,2017-1581,10/16/2017,12:27 PM,Original call was disturbance for two subjects inside location refusing to leave,Report Taken
4050,Citizen Contact,Price Center,10/16/2017,1710160041,10/16/2017,1:33 PM,"People smoking at location, ongoing problem",Service Provided
4051,Citizen Contact,Eastgate Mall,10/16/2017,1710160042,10/16/2017,1:38 PM,Ticket sign off,Service Provided
4052,Bicyclist Stop,Voigt Drive/Lot 510,10/16/2017,1710160044,10/16/2017,1:52 PM,,Verbal Warning Issued
4053,Unauthorized Altering of Computer Data,Danawoods Court,10/16/2017,2017-1582,10/13/2017,10:16 PM - 10:20 PM,Unknown suspect(s) accessed victim's account and withdrew them from all his classes,Report Taken
4054,Information,York Hall,10/16/2017,1710160052,10/16/2017,4:55 PM,Classroom faucet not shutting off,Referred to Other Department
4055,Citizen Contact,Mesa Nueva Building A,10/16/2017,1710160065,10/16/2017,8:18 PM,Strong smell of cigarette smoke,Unable to Locate
4056,Medical Aid,Warren Field,10/16/2017,1710160066,10/16/2017,8:34 PM,Male having chest pain,Transported to Hospital
4057,Bicyclist Stop,Voigt Drive/Matthews Lane,10/16/2017,1710160070,10/16/2017,9:26 PM,,Verbal Warning Issued
4058,Citizen Contact,Lot 207,10/16/2017,1710160072,10/16/2017,9:39 PM,Reporting party states an app was recording him and unknown suspect is now requesting money in order for the video not to be released,Service Provided
4059,Suspicious Vehicle,Lot 102,10/16/2017,1710160076,10/16/2017,10:54 PM,,Cancelled
4060,Information,Lot 308,10/16/2017,1710160077,10/16/2017,10:56 PM,Vehicle booted for outstanding citations,Information Only
4061,Information,Pangea Parking Structure,10/16/2017,1710160078,10/16/2017,10:57 PM,Vehicle booted for outstanding citations,Information Only
4062,Medical Aid,Gilman Drive/Myers Drive,10/16/2017,1710160079,10/16/2017,11:30 PM,Male with open leg wound,Transported to Hospital
4063,Citizen Contact,Marshall Apartments East,10/16/2017,1710160080,10/16/2017,11:50 PM,,Information Only
4064,Petty Theft,Price Center,10/16/2017,2017-1616,10/15/2017,11:45 AM - 11:59 AM,"Laptop taken, loss $650",Online Report
4065,Petty Theft,Price Center,10/16/2017,2017-1617,10/12/2017,9:00 AM,"Cellphone taken, loss $400",Online Report
4066,Bicycle Theft,The Village East Building 4,10/16/2017,2017-1618,10/16/2017,2:05 AM - 8:45 AM,Loss $350,Online Report
4067,Injury,Triton Steps,10/1/2017,2017-1481,10/1/2017,12:20 AM,Subject was running up the stairs when she took a wrong step and sprained her ankle,Transported to Hospital
4068,Public Over Intoxication to Hospital,Voigt Drive/Matthews Lane,10/1/2017,2017-1482,10/1/2017,12:24 AM,,Transported to Hospital
4069,Disturbance - Party,North Mesa Apartments,10/1/2017,1710010010,10/1/2017,12:34 AM,Loud party with piano playing,Student Conduct Referral
4070,Alcohol Contact,Revelle Apartments,10/1/2017,1710010011,10/1/2017,12:42 AM,,Student Conduct Referral
4071,Alcohol Contact,Revelle Apartments,10/1/2017,1710010014,10/1/2017,12:54 AM,,Student Conduct Referral
4072,Disturbance - Party,The Village West Building 6,10/1/2017,1710010015,10/1/2017,1:01 AM,Loud party,Referred to Other Department
4073,Citizen Contact,Mesa Nueva Building A,10/1/2017,1710010016,10/1/2017,1:04 AM,,Information Only
4074,Inflicting Corporal Injury,The Village East Building 3,10/1/2017,2017-1484,10/1/2017,1:12 AM,Female shoved multiple times by her boyfriend,Closed by Adult Arrest
4075,Noise Disturbance,Mesa Nueva Building A,10/1/2017,1710010019,10/1/2017,1:24 AM,Group of people being loud,Will Cooperate
4076,Quiet Hours Contact,The Village West Building 1,10/1/2017,1710010021,10/1/2017,1:29 AM,Loud music,Cancelled
4077,Public Over Intoxication to Hospital,Sixth College Apartments,10/1/2017,2017-1483,10/1/2017,1:40 AM,Original call for a welfare check,Transported to Hospital
4078,Noise Disturbance,Mesa Nueva Building A,10/1/2017,1710010023,10/1/2017,1:53 AM,,Student Conduct Referral
4079,Bench Warrant for Failure to Appear,Einstein Bagels,10/1/2017,2017-1485,10/1/2017,8:03 AM,Original call for welfare check,Closed by Adult Arrest
4080,Medical Aid,The Village East Building 1,10/1/2017,1710010038,10/1/2017,10:32 AM,Female with bloody nose and had seizure,Service Provided
4081,Security Alarm,Engineering Building Unit 1,10/1/2017,1710010040,10/1/2017,11:10 AM,,Cancelled
4082,Bicycle Theft,The Village West Building 7,10/1/2017,2017-1486,9/30/2017 - 10/1/2017,8:30 PM -11:30 AM,Loss $300,Report Taken
4083,Attempt to Contact,1 Miramar Building 4,10/1/2017,1710010044,10/1/2017,12:46 PM,SDPD requesting an attempt to contact a registered owner to see if vehicle is possibly an unreported stolen vehicle,Service Provided
4084,Skateboard Stop,Lot 503,10/1/2017,1710010045,10/1/2017,1:33 PM,4 subjects skateboarding in lot and filming,Gone On Arrival
4085,Medical Aid,Blake Hall,10/1/2017,1710010047,10/1/2017,1:41 PM,Unresponsive male with foaming at mouth,Transported to Hospital
4086,Citizen Contact,VA Hospital,10/1/2017,1710010055,10/1/2017,3:04 PM,,Information Only
4087,Noise Disturbance,Geisel Library,10/1/2017,1710010057,10/1/2017,3:27 PM,Loud talking,Checks OK
4088,Stolen Vehicle,Pharmaceutical Sciences,10/1/2017,2017-1487,10/1/2017,5:00 PM,"Vehicle taken without permission, loss $20000",Report Taken
4089,Person Down,VA Hospital,10/1/2017,1710010069,10/1/2017,6:08 PM,Subject in bushes,Service Provided
4090,Traffic Control,Gilman Drive/Voigt Drive,10/1/2017,1710010073,10/1/2017,7:00 PM,Workers trying to open a valve in the middle of the street and is requesting traffic control,Service Provided
4091,Disturbance - Fireworks,Scripps Institute of Oceanography Pier,10/1/2017,1710010074,10/1/2017,7:16 PM,Male twirling large sparklers,Verbal Warning Issued
4092,Welfare Check,Blake Hall,10/1/2017,1710010080,10/1/2017,8:18 PM,Welfare check on student who was discharged from hospital and has not responded to calls from reporting party,Service Provided
4093,Possession of Marijuana,Earth Hall South,10/1/2017,1710010090,10/1/2017,9:20 PM,Smell of marijuana in area,Unable to Locate
4094,Attempt to Contact,Pegasus Avenue,10/1/2017,1710010101,10/1/2017,11:15 PM,SDPD requesting to see if vehicle is at location,Referred to Other Department
4095,Petty Theft,Mesa Parking Structure,10/1/2017,2017-1495,9/27/2017 - 9/30/2017,7:30 PM - 4:30 PM,"Stolen parking permit, loss $50",Online Report
4096,Bicycle Theft,Keeling Apartments,10/1/2017,2017-1559,9/30/2017 - 10/1/2017,4:00 PM - 11:00 AM,Loss $600,Online Report
4097,Bicyclist Stop,Voigt Dip,10/13/2017,1710130001,10/13/2017,12:00 AM,,Verbal Warning Issued
4098,Noise Disturbance,Argo Hall,10/13/2017,1710130004,10/13/2017,2:34 AM,Loud voices,Quiet On Arrival
4099,Noise Disturbance,Pangea Parking Structure,10/13/2017,1710130006,10/13/2017,2:44 AM,Loud music,Quiet On Arrival
4100,Disturbance,Gilman Drive/Myers Drive,10/13/2017,1710130011,10/13/2017,4:34 AM,Subject refusing to exit vehicle,Service Provided
4101,Security Alarm,UCTR 965,10/13/2017,1710130012,10/13/2017,5:03 AM,,False Alarm
4102,Suspicious Person,ERC Admin,10/13/2017,1710130013,10/13/2017,5:37 AM,,Gone On Arrival
4103,Extra Patrol,ERC Admin,10/13/2017,1710130015,10/13/2017,5:51 AM,,Service Provided
4104,Information,Glider Port,10/13/2017,1710130027,10/13/2017,10:13 AM,Verbal argument between reporting party and female,Information Only
4105,Medical Aid,Radiation Oncology Center,10/13/2017,1710130028,10/13/2017,10:31 AM,"Patient with shortness of breath, patient with doctor now",Information Only
4106,Medical Aid,Stein Clinical Research Building,10/13/2017,1710130029,10/13/2017,11:12 AM,Subject with anaphylactic shock,Transported to Hospital
4107,Petty Theft,Cross Cultural Center,10/13/2017,1710130031,10/13/2017,11:38 AM,Victim will file online report,Information Only
4108,Citizen Contact,Lot 206,10/13/2017,1710130032,10/13/2017,12:12 PM,Subject with blow up canoe,Information Only
4109,Citizen Flagdown,Lot 418,10/13/2017,1710130033,10/13/2017,12:39 PM,,Information Only
4110,Hit and Run No Injuries,Lot 704,10/13/2017,1710130034,10/13/2017,9:30 AM - 12:30 PM,"Reporting party returned to vehicle with new damage, no report desired",Information Only
4111,Information,Lot 704,10/13/2017,1710130035,10/13/2017,1:39 PM,Vehicle with windows rolled down,Information Only
4112,Smoke Check,Visual Arts 2,10/13/2017,1710130041,10/13/2017,4:11 PM,Smell of burning,Checks OK
4113,Hazard Situation,Engineering Building Unit 3B,10/13/2017,1710130046,10/13/2017,4:47 PM,Reporting party sees subject in hammock and believes that it does not appear sturdy,Unable to Locate
4114,Security Alarm,Engineering Building Unit 3A,10/13/2017,1710130047,10/13/2017,6:11 PM,,False Alarm
4115,Fire Alarm,Endurance Hall,10/13/2017,1710130048,10/13/2017,6:35 PM,,False Alarm
4116,Fire Alarm,York Hall,10/13/2017,1710130050,10/13/2017,7:15 PM,,False Alarm
4117,Information,Lot 703,10/13/2017,2017-1565,10/13/2017,6:50 PM,Damage to gas pump and UCSD shuttle bus,Report Taken
4118,Over Intoxication in Residence to Hospital,Marshall Dorms,10/13/2017,2017-1566,10/13/2017,8:20 PM,,Transported to Hospital
4119,Suspicious Person,Price Center,10/13/2017,1710130053,10/13/2017,8:28 PM,,Gone On Arrival
4120,Fire Alarm,Rita Atkinson Residences,10/13/2017,1710130055,10/13/2017,8:39 PM,,Checks OK
4121,Reckless Driving,Gilman Parking Structure,10/13/2017,1710130056,10/13/2017,8:53 PM,Vehicle screeching tires,Unable to Locate
4122,Alcohol Contact,The Village West Building 2,10/13/2017,1710130057,10/13/2017,9:04 PM,,Checks OK
4123,Drunk in Public,Earth Hall South,10/13/2017,1710130061,10/13/2017,9:55 PM,Reporting party calling regarding intoxicated female falling over,Gone On Arrival
4124,Petty Theft,Price Center,10/13/2017,2017-1567,10/13/2017,9:30 PM - 9:35 PM,"Backpack containing victim's belongings removed without consent, loss $680",Report Taken
4125,Alcohol Contact,Oceania Hall,10/13/2017,1710130063,10/13/2017,10:15 PM,,Student Conduct Referral
4126,Noise Disturbance,Mesa Nueva Building A,10/13/2017,1710130064,10/13/2017,10:24 PM,Loud music for the last 20 minutes,Checks OK
4127,Citizen Flagdown,Gilman Drive/Myers Drive,10/13/2017,1710130065,10/13/2017,10:27 PM,,Service Provided
4128,Information,Douglas Hall,10/13/2017,1710130066,10/13/2017,10:31 PM,Elevator out of service,Referred to Other Department
4129,Security Alarm,Keck Som,10/13/2017,1710130072,10/13/2017,11:06 PM,,False Alarm
4130,Hazard Situation,Marshall Residential Halls,10/13/2017,1710130074,10/13/2017,11:08 PM,Subjects hanging from balconies,Student Conduct Referral
4131,Alcohol Contact,North Mesa Apartments,10/13/2017,1710130078,10/13/2017,11:52 PM,,Student Conduct Referral
4132,Detention,Galbraith Hall,10/13/2017,2017-1564,10/13/2017,1:59 PM,Requesting escort,Transported to Hospital
4133,Petty Theft,Rebecca and John Moores Cancer Center,10/13/2017,2017-1572,10/6/2017 - 10/9/2017,6:00 PM - 5:00 PM,"Projector taken, loss $200",Online Report
4134,Bicycle Theft,Brennan Hall,10/13/2017,2017-1573,10/12/2017 - 10/13/2017,4:30 PM - 1:45 PM,Loss $500,Online Report
4135,Petty Theft,Price Center,10/13/2017,2017-1615,10/13/2017,11:00 AM - 12:00 PM,"Wallet stolen, loss $200",Online Report
4136,Noise Disturbance,1 Miramar Building 4,10/25/2017,1710250002,10/25/2017,12:02 AM,Violin playing,Unable to Locate
4137,Information,Galbraith Hall,10/25/2017,1710250004,10/25/2017,12:13 AM,Audible alarm,Referred to Other Department
4138,Bicyclist Stop,Voigt Drive/Lot 701,10/25/2017,1710250005,10/25/2017,12:14 AM,,Verbal Warning Issued
4139,Noise Disturbance,ERC Residential Life Office,10/25/2017,1710250010,10/25/2017,12:52 AM,Piano playing,Student Conduct Referral
4140,Lost Property,Roger's Place,10/25/2017,1710250013,10/25/2017,2:27 AM,Bicycle impound,Service Provided
4141,Bicyclist Stop,Voigt Drive/Lot 702,10/25/2017,1710250016,10/25/2017,5:13 AM,,Verbal Warning Issued
4142,Suspicious Package,Voigt Drive/Gilman Drive,10/25/2017,1710250031,10/25/2017,8:50 AM,,Unable to Locate
4143,Suspicious Vehicle,VA Hospital,10/25/2017,1710250033,10/25/2017,9:15 AM,,Service Provided
4144,Fire Alarm,Hubbs Hall,10/25/2017,1710250035,10/25/2017,9:49 AM,,False Alarm
4145,Smoking Contact,Price Center,10/25/2017,1710250038,10/25/2017,11:15 AM,,Student Conduct Referral
4146,Suspicious Person,Salk Institute,10/25/2017,1710250040,10/25/2017,11:42 AM,,Unable to Locate
4147,Hazard Situation,Powell Structural Systems Lab,10/25/2017,1710250041,10/25/2017,11:53 AM,Large swarm of bees,Referred to Other Department
4148,Citizen Contact,Gilman Parking Structure,10/25/2017,1710250042,10/25/2017,12:14 AM,Possible hazard with group of students in line to pick up food from vehicles,Service Provided
4149,Information,Tioga Hall,10/25/2017,1710250044,10/25/2017,1:19 PM,Writings on a window at location,Referred to Other Department
4150,Injury,Stephen Birch Aquarium,10/25/2017,2017-1649,10/25/2017,1:45 PM,Subject fell from teeter totter,Transported to Hospital
4151,Traffic Control,Lot 418,10/25/2017,1710250047,10/25/2017,2:00 PM,,Service Provided
4152,Non Injury Accident,Downwind Way/Shellback Way,10/25/2017,1710250048,10/25/2017,2:12 PM,Pedestrian seen struck by a vehicle walked away,Unable to Locate
4153,Citizen Contact,Student Health,10/25/2017,1710250049,10/25/2017,2:12 PM,Student using vulgar words with reporting party for being overcharged for a service,Information Only
4154,Information,Lot 208,10/25/2017,1710250050,10/25/2017,2:56 PM,Reporting party is leaving information for non injury collision with parked vehicle,Information Only
4155,Petty Theft,Sixth College Residential Halls,10/25/2017,2017-1650,10/25/2017,3:00 PM - 3:45 PM,"Undergarments taken from washing machine, loss $20",Report Taken
4156,Information,Natural Sciences Building,10/25/2017,1710250053,10/25/2017,4:09 PM,Stairwells not opening easily due to air pressure issues,Information Only
4157,Citizen Contact,UCSD Police Department,10/25/2017,1710250054,10/25/2017,4:21 PM,Subject involved in accident with reporting party is attempting to get cash while insurance company is already involved,Service Provided
4158,Disturbance,Mesa Nueva Building A,10/25/2017,1710250060,10/25/2017,6:25 PM,Chronic smell of cigarettes,Unable to Locate
