uuid,name,number
"63ba5c88-1ee9-3b15-b36e-e1998791b997","Religions of the Ancient Mediterranean",517
"6ed09e0c-a541-398d-8b8c-48ec44e9937e","Artist's Video",518
"953c70ce-35a1-3e17-a7c0-e3337ce40885","Sixth Semester Thai",518
"da36a1cb-2b05-346a-9175-afad1c8f392a","Quality Engineering and Quality Management",518
"26ac855d-2569-38b2-aa07-5731f896c65b","Ordinary Differential Equations",519
"87ff79cc-94d9-388f-8bc7-3eaa7ae9642f","Popular Culture and Film in Twentieth-Century China",520
"3284d728-18a9-31a8-853f-84747015f407","Stem Cell Bioengineering",520
"4d1295cb-fce1-39f9-a4af-9f36c77512a3","Ornithology",520
"225aa618-e34e-3d76-bfc6-a0bd7bdfd97d","Sixth Semester Vietnamese",520
"037cf97d-8f1a-3026-b4f3-09550b90359c","Community Economic Analysis",520
"76aa0ca6-3637-3c56-a086-ddee33ed1e87","Advanced Old English Literature",521
"2713294b-bee1-3bf1-8e3a-ced81d537895","Birds of Southern Wisconsin",521
"d09d5a09-0f69-3a96-a7cb-5d970d823245","Philosophy of the Social Sciences",521
"cbfc4ade-d67d-336a-95bf-cc05c520f739","Digitally Documenting Everyday Communication",522
"41bbaf65-e8e1-31ac-a59b-5057ba0c9bc6","Hazardous Waste Management",522
"0b32eaa4-56e5-3b41-8b1c-e363d4bec777","Aerodynamics Lab",522
"f439dd41-e0c2-3457-ab8d-85edd1c4562a","Pharmacology II",522
"73442df3-0e76-31e0-bbab-fb4ba1f0fbf5","Soil Microbiology and Biochemistry",523
"6ab2b326-6e9e-35a8-a17d-66f7a8703848","Clinical Exercise Testing & Training",523
"684fd653-6311-3982-8f4c-72213c0fc4dd","Flight Dynamics and Control",523
"b56ac457-e4af-3bf3-b430-9e8b439edbf1","Neurobiology II: An Introduction to the Brain and Behavior",524
"6580001c-eedf-39f1-b896-0162ba1328b0","Chemical Instrumentation",524
"01b0c4f8-d394-353f-86b4-fc8f6867da28","Macromolecular Hydrodynamics",525
"72f6f7d8-b7f7-313b-bd27-39ae496f2f12","Laboratory Course in Plasmas",526
"4e5586d8-4ee8-30ab-a706-e861495f2e7d","Active, Integrated Learning II",526
"1e3dffb1-95bc-3843-8352-b053e04bf859","Introduction to Pharmacy Practice Experience IV",526
"1ac8d32f-f3a1-3ef9-ae00-a95fefdeb6a5","Plasma Confinement and Heating",527
"67354037-5b13-3668-8558-054a02c8fc0d","Principles of Strength and Conditioning",527
"958c0140-4ff2-32b8-91cd-601ed0dd29ea","Introduction to Cultural Psychology",528
"7e7f99f7-511d-33f6-857a-4a19c799f2bf","Experimental Textile Design",528
"3f801882-f57f-3eb6-a0fc-bb6394905e4d","3D Digital Studio II",529
"d4593fcc-1e40-38f6-8cd3-b5c221e38978","Syntactic Theories",530
"c74b1ff1-c788-3c1f-a817-89df79ca22e5","Medical Imaging Systems",530
"610775be-b109-355b-a705-2735d996a04e","Thermodynamics of Solids",530
"71f46053-2fc3-378e-88c6-f07c2708d7d4","Screen Performance",531
"05a23e8a-6768-31b7-bc62-618483203bdd","Neural Control of Movement",531
"b53ed494-7209-3fc0-859b-e25cc6d9f43d","Introduction to Quantum Mechanics",531
"a5a747b8-b1c8-3765-8833-142e04c11a48","Probability Theory",531
"b68835fe-a843-312a-9798-b92c8e8570cb","Medicinal Chemistry I",531
"3dfc4a22-4b3d-38ed-972d-1ccf379c82ef","The History of the (American) Body",532
"5ce885f3-d8c4-3c96-9788-08b86a4cdae5","Sixth Semester Kazak",532
"9dd43b2e-b264-3c12-af4f-d328c2bc82f9","Medicinal Chemistry II",532
"1de7d22b-683e-3eae-a228-3e25b0d0dcb2","Topic in Literature and the Environment",533
"3330ed17-ae80-3e3c-a37c-045e9f88217b","Public Health in Rural & Urban Communities",533
"d6aaee69-dc5a-301c-baca-1db2a8e02482","Foundations of Physical Therapy Intervention",534
"91fcbfd4-a3de-34b9-b1d3-a6084749e30e","Dairy Farm Management Practicum",535
"fd455a51-525a-3d46-827c-fe4251baa386","Heterogeneous Catalysis: Principles and Applications",535
"95eee608-86ae-3083-8ca4-d61fb589b0ad","Introduction to Particle Physics",535
"36beb0d9-88b5-31e6-a054-6bdae644304a","Women's Global Health and Human Rights",535
"880ac881-2c18-31bb-a8ec-073253f06e15","Talk and Social Interaction",535
"536cd8e0-4b2f-3415-ad8a-992fec5c24e8","Organization and Management of Food and Nutrition Services",537
"98749150-7ebb-341f-8084-a3eff745e033","Culture and Environment",537
"4482afd5-24af-3af8-a92f-6b7a58b83abd","Sociology of International Development, Environment, and Sustainability",540
"a78ded4f-be3c-3bd0-8095-1067dce3d473","Sixth Semester Turkish and Azeri",540
"c6089b0c-5a5d-351a-af71-694f26b2838c","Psychosocial Aspects of Health Care",540
"af657b23-25b1-3f9b-ab94-270eb6625bdc","Organization and Administration of School Health Programs",541
"1ec234b6-096a-3412-9a07-c4946476c340","Plastics and High Polymer Laboratory",541
"8700e99a-8094-31be-9b3f-fe4ec22ca4a3","Old Spanish",541
"1eb5ae9a-0fda-3e18-8550-47a3acc7bbcf","Applied Behavior Analysis in Classrooms",541
"44a18a2a-bed3-35e4-bf5b-e6963bf5eb63","Pharmaceutical Calculations, Dispensing and Compounding",541
"8198d6af-b452-319a-82e8-732b222019b0","Teacher Education About Alcohol and Other Drugs",542
"4f7b4b13-3f25-3d66-8612-e69f4d0b6135","Choral Literature and Performance Practices of Today",542
"797cd0b5-1696-30c8-9784-8e8563e66963","Introduction to Clinical Trials I",542
"76ca7ee4-2146-307f-b85c-f26e9e3414c2","Modern Algebra",542
"564884bc-f5e9-38e5-9434-b74b9d7f7be6","Medical Ethics, Jurisprudence, and Health Care Regulations",542
"5470e727-b373-3c92-8229-03942101e332","Veterinary Ophthalmology",542
"fa20d6b1-db2a-3d1e-a257-e4682ef843f6","Advanced String Pedagogy",543
"2f61f729-71e7-3f0a-a54b-1d7150bb2fda","Surgery Fundamentals",544
"a8792ad4-be8c-3e42-b658-aa62c7ed9664","Topics in Biotechnology",545
"326b46a1-3d9a-3db4-a0de-dbf45ac0e92e","Steel Structures II",545
"7fc21e98-d3ec-3190-9b5c-600f5ccbd598","Feminist Theory and Women's Writing in English",545
"220b03b8-8877-394b-a3ff-923f50d0e184","Mechanical Vibrations",545
"db240aeb-aa30-365b-b105-0d1402a56ed9","Engineering Extracellular Matrices",545
"515a0f1d-896b-3b30-9a2d-bae747760887","String Literature",546
"166f8962-9474-32e8-bb41-976f346a86e8","Theorizing Intersectionality",547
"e0ddb78b-8843-3b36-886f-3d7ddd316994","Fundamentals of Anesthesiology",547
"89116538-e09f-35fd-9576-bcad45a91ab6","Piano Pedagogy II",548
"07c67567-ef63-3324-becc-03fb1b5941de","Engineering Analysis II",548
"f60b9844-6c34-32bf-8577-4bd4b517255d","Integrated Circuit Fabrication Laboratory",549
"5a5135c4-b0ec-331e-846e-5075ec4981f3","Fermented Foods and Beverages",550
"bc222b00-c782-3eed-adf8-04de5fb38e7e","Rehabilitation Psychology-Medical Aspects",550
"831c74e8-52f9-3270-a2d6-1b1bc78c776e","Astrodynamics",550
"5708a229-1871-33ed-b20f-de9b4ecf3219","Topics in Medical Biochemistry",550
"ce060db9-06c5-30f2-ac5c-d4776ff8ecc7","Anatomy of the Large Domestic Animals",550
"3555944b-6436-3907-96a5-8dc397feab7b","Capstone Research Project in Microbiology",551
"f6af234c-14d5-3e73-b3da-35584aab01a3","Senior Project in Landscape Architecture",551
"4cbce30a-116b-32ca-81a1-690fd8b9b8cb","Regression Methods for Population Health",552
"82ec435d-e48e-3ac0-b038-0bc8b69dbad9","Introduction to Statistical Computing in Political Science",553
"19cf3ccf-b73a-3335-9520-597b54602df7","Nanomaterials & Nanotechnology",553
"37614da4-2a82-3484-9fb8-48872d4077bc","Advanced Conducting",554
"790f6926-fcae-3edc-b816-063488059283","Integrated Pharmacotherapy Skills II",554
"8f926f20-1187-3adf-8097-27375d4d80a8","Proseminar in 19th Century European Art",555
"50595c11-b666-3a0d-b47b-4c4a66521745","Human Performance and Accident Causation",555
"e3958a65-a0bb-3c13-9ddb-83f8522f4526","Vaccines: Practical Issues for a Global Society",555
"38c1c0b7-c7e5-3a1a-a82c-8e499bb86860","Undergraduate Seminar in History of Science",555
"dfc05d31-b079-3bed-ab53-717d34567ee7","Veterinary Toxicology",555
"681d056b-933d-3b4e-af9d-936e09ceb144","Remote Sensing Digital Image Processing",556
"81c73c22-87d1-33e8-82f8-52a13639d352","Design Automation of Digital Systems",556
"e54a4ccc-6d75-3989-8cb7-829d9d385cdf","Systems Biology: Mammalian Signaling Networks",556
"5ddecf7c-ef39-3412-8e44-da7353e73872","Veterinary Pharmacology",556
"c7f08d16-8313-3da2-ade2-aa35b3e10482","Pharmacotherapy II",556
"7b3202fc-23ac-37ba-b416-10ca47d2c65b","Ethical Issues in Health Care",558
"ab3ee2b1-c2e0-38e6-b161-852fd870f235","Biology of Plant Pathogens",558
"667478c0-7b95-3e38-a5aa-7a4682e17e87","Patient Safety and Error Reduction in Healthcare",559
"98ec087a-2a79-3771-83bf-6b4aa358fffa","Retail Promotion",560
"e06a2d35-a70d-3ee0-87b5-aef8ce6d4b15","Scientific Writing",560
"6d7cee6a-766a-3460-8668-1807b3e5ef4c","Practicum in Advanced Studio Teaching-Piano",560
"5892e834-5c38-3078-9428-67f19b646875","Community Leadership",560
"72a291a8-a93f-33ec-8f90-949e8cceb921","Advanced Quantitative Methods",560
"d2309be2-817b-387d-bc41-8ec6d8ffa225","Modern Critical Theories",561
"d593c60a-bded-32a0-b19a-857581819aaa","Introductory Cytogenetics",561
"6367c2d5-a5d3-30c9-b32d-fc5b7224468c","Mass Communication and Society",561
"ba3943cc-ecb5-3d2a-bb73-4ac4433fd0b6","Differential Geometry",561
"ff7439b6-0c48-30ea-99ae-5c2703639c11","Veterinary Systemic Pathology II",561
"867ac712-d670-30ca-b01a-9c695faa62c9","Byzantine Medicine and Pharmacy",562
"2fd67256-95c5-3735-993f-1b622a0f3032","Human Cytogenetics",562
"4dd16d8d-dd88-334f-85ed-6b1520f194b7","Organ Improvisation and Liturgy",562
"0d02bc9d-7458-3be3-b5de-55016cfc2edf","Veterinary Clinical Pathology",562
"1cc5b8f6-942a-3a42-a1b8-61a7f44571d1","Special Topics in Metaphysics",562
"943070b0-8f6c-3420-9fed-4a94622a6d17","Intermediate Fluid Dynamics",563
"e8852ea9-e2c6-3fcd-bae3-86c0c52fe3e3","Occupational Ergonomics and Biomechanics",564
"f4e402f7-4e23-3cf8-b5a1-1133de4396e2","Advanced Problems on the Teaching of World Languages",564
"d500b670-271b-3809-a434-c0bf6aa1a486","Disease, Medicine and Public Health in the History of Latin America and the Caribbean",564
"803855d7-ecc8-323b-8f2f-132613dfaef8","Sixth Semester Persian",564
"d95312fa-9ad7-32ae-87a2-af99c07e98ec","Genomics and Proteomics",564
"899e2607-86ff-36ad-b100-a1f36777cfb1","Heat Transfer",564
"c6cdf331-8de1-3b9b-8956-a200dd05b83d","Theory and Practice of Hispanic Theatre",564
"cbe6e02f-39f9-3500-81bf-898047b19bf8","The Ethics of Modern Biotechnology",565
"9de01352-973d-3641-9cb0-98e5f35bf635","Principles of Landscape Ecology",565
"4d49691c-da3c-3fb6-a71f-52284ba2cfb8","Typeface Design",565
"ccfaf5bd-1201-307a-9a58-fb88443010b5","Effects of Mass Communication",565
"cf2bf287-6946-3d65-9998-e48e238251b9","Advanced Genetics",566
"214f6f74-1a41-376d-a100-3cbdbcb11195","Physics of Radiotherapy",566
"002704b7-6a66-34e0-9489-bcf139c90f4d","History of African American Education",567
"358a3cdd-dd8c-373c-a5ac-f71f085b56f1","The Central Nervous System",568
"dad18458-0cd7-3254-95d3-5b7a5b8eaafa","Health Physics and Biological Effects",569
"1a96672c-6810-37f3-954f-878aea33700c","The Breast",569
"05469890-11e4-39e4-9485-f143c593b623","History of American Librarianship",569
"c02b9926-f2d2-3f9c-b5ef-f54ddc062414","Senior Design Project",569
"13da856c-3965-3827-98f2-9ecd0abbca41","Classical Rhetorical Theory",570
"af9d93a2-e492-320d-af8d-9037cdbac6e5","Introduction to Human-Computer Interaction",570
"328bae50-2572-39f0-bd21-3586627c5da0","Community Based Research and Evaluation",570
"dcfcadd8-9f41-30f2-9b56-db53cbd34727","Advanced Topics in 4D Art",570
"26d1ffe0-4e65-3408-a7a7-98b2e18c335b","Advanced Brachytherapy Physics",570
"20ef4687-a201-36c5-8ad7-e3bdc1085693","Advanced Stagecraft",570
"fea825e7-576e-3ab6-aa09-868a83671520","Animal Health History Restraint and Physical Examination",570
"a56b2b63-9f01-3ffd-a6d4-6ba3c2bb0f5b","Drug Literature Evaluation",570
"e10568d7-2fcf-37f2-8d0c-24362a54fe2d","Remix, Mashup, and Digital Design",571
"356d0d42-1e6a-3689-bde3-8022dfbf4712","Economic and Environmental Aspects of Nuclear Energy",571
"661131a8-e10a-393a-81d6-2822c49a27f1","Statistical Methods for Bioscience II",572
"89dd6b95-4125-3dc1-bbb5-043d1d92ecb4","Sixth Semester Urdu",572
"77553a46-bd65-3c43-88ad-a5f77a3d3c78","Geometric Design of Transport Facilities",573
"d6006da8-4b2d-333c-87a3-6827553d68b6","Community Organization and Change",573
"342ee6da-72ed-3c63-a345-74c712bdc49b","The Gastrointestinal System",574
"52fdcf3d-ea12-3427-853b-52fe182c4b36","Imagine in Medicine: Applications",574
"ec639302-aeee-37d0-b1a6-b4cd399976a7","Introduction to Quality Engineering",575
"86cd9156-9293-3168-b3b1-68fe8f8334c9","Instrumental Analysis for Chemical Engineers",575
"05ed7128-53a8-31f1-8cbf-82efdb2321f6","Biology of Viruses",575
"b66be90a-cfcf-38c5-a7b7-52657017a798","Miscellaneous Systems",575
"d37e3056-8d01-3f7e-84bb-e26381a0db3f","Diagnostic Ultrasound Physics",575
"7c08fc14-72a4-3f4f-8d81-1d637463db33","Concert Band",576
"d24f98c1-b786-37a7-b48d-06fd719735cd","Professional Naval Laboratory II",576
"712b5258-2079-344f-b020-6aa60c1987a2","Effusions",576
"3da8ab1b-55e4-3f82-ab0c-2d6a4a23d936","Small Animal Emergency and Critical Care I",576
"f9e05629-109a-314c-ace2-984486376b76","Dynamics of Online Relationships",577
"9ffe178e-300c-3091-9571-2e01e4cf58c9","Automatic Controls Laboratory",577
"6b7ce408-e0c6-3f58-971f-4cd635ef94f4","Applied Cytology II",578
"442611d0-ed3c-3678-9cdd-988c0c8b8ca5","Non-Ionizing Diagnostic Imaging",578
"ce2230a6-acb9-3239-81c1-3f9e967e081e","GIS Applications",578
"65d770d3-a246-31e7-9e41-603f1b0e791e","Advanced Concepts in Stage Management",579
"b1abd859-91a4-3fc9-82e5-56eedd0441bd","Honors Tutorial in Research Project Design",580
"85ec3213-ffff-3013-8426-4bc6af4d8a5c","Honors Social Development",583
"5c8201d0-e4d3-36da-af7a-ca72841aa82a","Biological Interactions",587
"471da105-49e1-321b-beed-7d54d8d102fa","Introduction to Cultural Psychology - Honors",588
"9c7d2353-8776-3ff1-959c-8d82dca5e66f","Capstone in Plant Pathology",590
"5f8014a8-84fe-352c-bc66-685aa2496d73","Contemporary Topics in Urban and Regional Planning",590
"fd645ecf-a761-3d4e-afdc-b44ec578630b","Undergraduate Seminar: Approaches to the Classical World",591
"0ae2352e-4994-3950-a906-f31bfaaad964","Wildlife Research Capstone",599
"e731022d-416c-34db-b9e5-8ad82682044c","Accountancy Internship and Practice Research",600
"42c04d7e-da22-38a4-91f0-b38a917cb7f7","Introduction to Museum Studies I",601
"80bda47f-42ae-3131-a408-a232c8de21c6","Advanced Assessment",601
"4abf3baa-d9ad-3a3e-968e-65db141282f2","Professional Practice Issues in Accounting and Auditing",601
"afa1ce6a-da7c-379f-a993-284b56ea754e","Topics in Interdisciplinary Engineering",601
"e2bc7e36-a294-338f-b872-6988d3f35377","Proseminar in Biological Anthropology",601
"99377cac-b3cd-3a57-8759-a83b8aebe5da","Colloquium in Professional Communication Careers",601
"33569c31-1ab5-329e-9e77-367cba1c3f25","Site Planning",601
"e3003f7b-e66c-3ee1-bbec-cd969b220e79","Senior Capstone Research and Colloquium",601
"aeab1840-6927-330c-85d9-d646c4782f36","Topics in Global Security",601
"67b6ed7d-2cd7-3434-80a6-a8e4e1237cf6","Sustainability in Practice: Capstone",602
"0214d4c5-b121-3bac-977f-f858283bf39e","Japanese for Politics and Government",602
"aeacb8c0-b0ce-39ae-ad25-fcd33341408d","Clinical Medicine II",602
"ad8adc6c-ec99-3520-a995-7fb2e7cb2357","Topics in Politics and Policy in the Global Economy",602
"a4bf54e7-8627-3b70-bd73-8a57beb07119","Senior Seminar",603
"4e16101b-12b1-369b-bd24-36bc1abeaafb","Pediatrics",603
"e88d7743-b915-3712-833c-019c569130bd","Clinical and Public Health Microbiology",603
"64c21ced-1008-3541-8534-106b8bad4cf7","Workshop in College Physics Teaching",603
"618239e3-5740-3296-b934-e40abe1780c2","Topics in Culture in the Age of Globalization",603
"94db7b5e-83ca-34d1-a472-6845158d606e","Computer-based Gene and Disease/Disorder Research Lab",604
"ea6213e5-11cd-3e73-b529-9773e52382d9","Pharmacotherapeutics for Advanced Practice Nurses",605
"295e459b-3736-33a0-aa0a-4a9da569cb06","Spectrochemical Measurements",605
"66a89d65-ecc4-30ed-be2a-e05156d990b3","Laboratory Safety",607
"18d3ce7d-15b1-3a5b-9bd1-f9050524e0da","Safety and Quality in the Medication Use System",608
"ef1a2810-9d81-3552-92f9-5380eef116e7","Property Risk Management",610
"53ff61ec-d810-3c9c-b34d-c56c66b4b7e3","Regenerative Medicine Ethics and Society",610
"98a2c47c-32d9-3134-b141-392d4e6c894b","Bank Simulation and Strategy",610
"5412f6aa-eb54-3545-b8a0-1890ab6b3736","Structural Finite Element Model Validation",610
"7acd1a64-1c53-36d6-bbf3-7770e0ec52aa","Introduction to Statistical Inference",610
"3bcf627a-1d58-3b57-a608-3bcc7ba55433","Chemistry and Technology of Dairy Products",611
"b334b4d9-944c-35cd-b2d1-c527e4ea2425","Systems Neuroscience",611
"30e38036-a72d-32f7-b401-b4ea36244fd3","Clinical Prevention and Community Practice II",611
"50eccc42-cf2d-34ce-9104-8b0601a0a831","Geophysical Fluid Dynamics II",611
"f92a1397-6bd1-3666-8d1b-2a33e50db383","Professional Skills II: Communication & Interpersonal Skills in OT",611
"90711f09-be2a-381a-bab3-edee619b2be6","Comparative and Evolutionary Physiology",611
"eb466d01-68fd-3691-b848-156c9e72065f","Advanced Mechanical Testing of Materials",611
"eb219dd5-5ca9-3143-be0d-b4839a7cdfab","Gender, Science and Technology",611
"1cd64e48-e13c-300c-8fc4-e02615766132","Comparative Physiology Laboratory",612
"28c01950-3339-300c-927b-53d90eb658d0","Labor-Management Relations",612
"3501471d-bf5f-3b61-a007-c8fca3571996","Professional Skills IV: Community-based OT Practice",613
"93f82f04-a99c-3bae-9cf9-dbf6e27e60c9","Chemical Crystallography",613
"40099f3c-5a27-366e-a4e1-774dac42be1a","Biological Factors Influencing Exercise Performance",614
"a40d7dfe-9d5a-33e1-a5c1-db1e24c39704","Production Systems Control",615
"bc2c227e-624b-376d-812a-48ee3d8120c1","TESOL: Teaching of Reading",616
"adece124-197e-3ceb-b7d9-d375d23a2abb","Health Information Systems",617
"657a2f77-47d1-3072-a143-6d7c9e790ba2","TESOL: Teaching of Writing",617
"2a871652-283d-3bc1-9eb1-605f101e7935","Communicating Technical Information",617
"2432a789-1704-3956-9ddd-1ad6bf56a2c9","Special Topics in Hydraulics and Fluid Mechanics",618
"2d29caa7-e5ad-3dde-8d15-7eeab60a472f","TESOL: Teaching Pronunciation",618
"a8e8de52-be58-3c84-a3de-458f5778fb4d","Professional Seminar III",618
"a05be9da-6eed-3678-b635-5c668cc0898f","Applied Leadership and Management of Engineering Organizations",618
"886c2e8f-74cb-303d-a92c-45aaa811bae6","Music Research Methods and Materials",619
"13785f57-ad2c-3f14-9d57-e9cc460d3144","Advanced Nutrition: Intermediary Metabolism of Macronutrients",619
"49485b4a-ed54-3c2b-a1aa-d54a5990e0c7","Analysis of Partial Differential Equations",619
"0ab4e206-942f-3a5e-8cb5-e59badabcdf0","Simulation Modeling and Analysis",620
"793c5cde-90b5-3124-a5f5-2b0778855986","Intermediate Transport Phenomena",620
"57221afb-f63e-3f9a-b810-6f4c8bf28d35","Eukaryotic Molecular Biology",620
"3b84935d-74ec-3cfb-b3a5-9681c1b9dd00","International Communication",620
"a55dab3b-d328-32c2-8f27-f193d8fccf71","Topics in International Studies",620
"49f4623f-05d1-33df-81f2-ce1b159ed731","Mapping, Making, and Representing Colonial Spaces",621
"0c1d077e-f9d7-3c3c-9e52-e77c4e87c7bc","Renaissance Polyphony",621
"a7f8af02-24b2-3cd9-89a9-076fd27e37e6","Advanced Patient Evaluation in the Primary Care Setting II",621
"c3dd11a9-ce27-32f1-9458-35964d2ffc42","Plant Biochemistry",621
"a941abcc-f7a6-3fdc-b765-d2c99694bb21","Assessment of Occupational Participation",621
"cc4d904b-5bc1-3cf2-a1a7-3fb0171b73a2","Il Settecento",621
"e48b2dec-96d9-3664-98dc-325792ef96f7","Teaching of Chinese",622
"d9cda214-4d4a-3153-8dbc-19808c258380","History of Radical and Experimental Education in the US and UK",622
"72089096-4e78-3cc8-ad1f-e6d37845d043","Infant and Childhood Occupations and Therapeutic Interventions",622
"3528981c-0261-30ea-b19a-5444c815f313","Mechanics of Continua",622
"f5078e8a-ec17-3ea1-abce-e81b81fc5e0c","Engine Design I",622
"f9577e0f-29cf-3be6-ae90-f6ff8c366ff4","Microbiology of Waterborne Pathogens and Indicator Organisms",623
"9dbe2a65-bba4-32c6-99ec-ea1e423feb67","Communication orale en situations professionnelles",623
"4ea147b2-3b32-3dcf-8559-e4e0334e977c","Experimental Spectroscopy",623
"485e5032-7d8d-3ccb-ab90-b584b64bc599","Middle and Late Adulthood Occupations and Therapeutic Interventions",624
"980c85ac-7c4c-362e-afd3-757aa6f0f132","Advanced Nutrition: Obesity and Diabetes",625
"c22b55f7-e886-3ffd-849e-5108501aa52e","Mechanisms of Action of Vitamins and Minerals",625
"c0a37239-d8c5-3e2d-9a16-1e5f6eb0e42b","Level-I Fieldwork: Infants and Children",625
"115f8e5e-fe7c-3c78-837e-b0b9ac4aa698","Applied Optics",625
"aee4343b-e871-31a9-bf62-304020f1b5da","Letterkunde der Lage Landen",625
"592e61ea-380c-3be2-a391-0a2a4dfc16cb","Gender, Race and the Civil Rights Movement",625
"30071f98-c9e6-3e69-bf40-31bf1b4cdfe7","Action Research in Schools",626
"34c7e0db-3e51-3cca-be58-8797eef5e702","Toxicology II",626
"135adb49-b184-3529-bf8d-28b42c196233","Genomic Science",626
"8aa9b772-9cde-3b07-be4f-603b0ac57ecb","Engine Project Management",626
"c8e73580-ce7c-3d6b-a015-b78b7274da05","Introductory Pharmacy Practice Experience VI",626
"ab84896a-574a-34c5-bce8-ea96a0f3d1f8","Advanced Nutrition: Vitamins",627
"5f2f7c79-17c7-3fe1-9561-67d974cd6d0b","Level-I Fieldwork: Middle and Late Adulthood",627
"7a496c71-7a10-3c65-8655-aa8c4d2300da","Methods and Technologies for Protein Characterization",627
"c4c35e1d-94b3-3766-a18d-36b2ecd882d7","Animal Developmental Genetics",627
"215bcf8e-ae81-3b2f-9acf-10b01d799126","Perspectives on Engine Modeling",627
"fbe2fad0-ca81-35df-a549-e14237ef41e4","Chemical Instrumentation: Design and Control Applications",628
"832aca1f-b678-3f3a-b062-d4e34922ebe2","Clinical Decision Making: Neuromuscular Mechanics and Control",628
"b7d24f27-874e-32f8-99d6-a93b4e277947","Contaminant Hydrogeology",629
"38cb0904-f718-30de-bde6-5f2af45d80c0","Multicultural Literature for Children and Young Adults",629
"11d88007-c0c7-335f-9e55-6723ff0606af","Introduction to Measure and Integration",629
"1f776fd2-7506-3d1a-bc7a-f23957ae76f1","Veterinary Nutrition",629
"ca0df3a3-f891-321c-abda-1453d2739fc5","Toxicants in the Environment: Sources, Distribution, Fate, & Effects",631
"a3a640f0-0015-3146-882b-52d696666591","Information Technology, Risk, and Assurance Services",631
"61c74bb1-3de3-3407-90ce-534d6572f05c","Advanced Topics in Jewish History",631
"fbcff6cd-a68f-3a56-9f33-53e922eb89a6","Young Adult Literature",631
"be73474f-7059-38cc-af5e-d4c8dd2c1006","Arab-Israeli Conflict",631
"d3d2af93-2ea2-308e-92a9-9615ac65e2f5","Large Animal Surgery: Orthopedic and Soft Tissue",631
"e5135236-7cbb-353f-90a1-b5c3ab1dc068","Literature and Literacy",632
"64d017eb-b272-331b-a1b8-5ed51e3e8550","Companion Animal and Equine Medicine II",633
"5f9f7a58-f0b4-32ab-9d37-31708aa7cfc2","Tools and Environments for Optimization",635
"575c7fef-9020-3dd3-84b6-8aa04a5fbec8","Estate Planning for Financial Planners",635
"1da3f917-8277-392e-bfae-4b2e3f4c2437","Remediation Geotechnics",635
"47c515b9-445a-32ee-a9dd-4a1d18437f95","Topics in Computational Chemistry",635
"a539c0ae-cc8b-3c2a-9f54-dec6ce66b69b","Swine Medicine",635
"331a60d5-5b73-39e3-910e-79b5650563fb","Le Roman Francais 1850-1900",636
"ac7cd254-a2cf-364b-b899-001c381b60c8","Afro-American History Since 1900",636
"bb4af89f-6c8b-3306-a015-146ee4c178a9","Motor Control Dysfunction: Examination, Diagnosis, and Management II",636
"ab8a8f31-594f-315c-8ce8-9614df1b82ad","Mathematical Knowledge for Teaching: Ratios and Proportions",637
"28dd479b-03f7-376e-a78e-fce85f4ee4c8","Applied Econometric Analysis II",637
"a26c0f4a-bf78-37fc-93c9-887ff78dbc37","Mathematical Knowledge for Teaching: Geometry and Measurement",638
"a99fa8f3-9353-3509-a1c2-e9110811b30a","Atmospheric Chemistry",638
"c38a55d7-2110-375c-9852-b8a3f0b3368a","Undergraduate Topics in Computing",638
"1fea5ebe-fdfb-328c-acdf-14248e5372a4","Topics in Chemical Instrumentation: Introduction to Mass Spectrometry",638
"c96ae6cd-c096-30b6-9a44-515cf8b82fe3","La Litterature Du XVIIe Siecle",639
"fd3961ee-1662-3ccd-91f1-8f80f279c65a","Gay, Lesbian, Bisexual, and Transgender (GLBT) Individuals and Social Welfare",639
"082a0a3c-2376-3d7e-9d00-c5c43c2aeffb","Management of Insurance Enterprise",640
"00a17f67-ed74-3d86-9876-9a677ef991e4","Topics in Luso-Brazilian Literature",640
"f628423a-0b8d-3f77-98b4-94334db0a344","Radiation in the Atmosphere and Ocean",640
"d327c9be-8291-3328-bb23-91943ea88e67","Proseminar in Central Asian History",640
"44440558-fa2b-3da0-a200-1f06b23081c5","Topics in Library and Information Studies",640
"38610796-4f11-326f-9393-f0aaa97ecd7f","Fundamentals of Stem Cell and Regenerative Biology",640
"f2720d6e-3868-39ba-a6c8-fd7b0f797c67","Scientific Inquiry in Physical Therapy",640
"cd6efe80-514c-3644-8aa5-65a1c5932015","Substance Abuse and Chemical Dependence",640
"7e70471e-946b-3688-82f0-a4b2a3d09d09","Design and Analysis of Manufacturing Systems",641
"a3283b0d-235e-3783-8d5b-7c15a0402350","Clinical Pharmacology II",641
"9b831c12-b95c-3ea9-a768-20f39c1de35f","Foundations of Agricultural Economics",641
"74b82116-843c-3f52-be96-a986d3073978","Statistical Methods for Epidemiology",642
"336d0dc0-893f-3569-9b2f-f64881790bb6","Culture et societes dans le monde francophone",642
"0cf80ca3-d16e-3ae3-8118-b7c856b57c41","Reading Interests of Adults",642
"9eee4f6b-8095-3cc0-bb1a-058c861fe85b","Satellite Dynamics",642
"49ff670c-57b0-3904-b693-69fe94e7a70e","Advanced Seminar in LGBT Studies (LGBT Studies Capstone)",642
"2da8c7ab-e1db-359b-a3db-6f126ca8a4cc","Foundations of Development Economics",642
"0cdc28c6-f664-3ab1-b842-e44942cd1429","Social Work and Delinquency",643
